mutate,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,8.0,3,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.4669982091109739,"repeat(if_then_else(add(div(repeat([6]), div([3], [3])), sub(sub([6], [7]), div([2], [2]))), add(sub(addOneAll([11]), repeat([3])), div(sub([6], [8]), repeat([7]))), if_then_else(add(div([8], [6]), subOneAll([13])), add(sub([12], [11]), concatenate([1], [9])), subOneAll(add([4], [8])), if_then_else(div([5], [10]), if_then_else([7], [6], [1], [13]), if_then_else([5], [9], [8], [2]), concatenate([1], [5]))), mul(repeat(subOneAll([11])), subOneAll(mul([3], [10])))))","[6, 4, 2, 12, 6, 4, 2, 12]"
0.1,6.0,9,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.20788196561866046,"repeat(concatenate(add(if_then_else([13], [6], [3], [13]), sub(mul(concatenate(div(div(add(concatenate(addOneAll([4]), if_then_else([13], [3], [8], [2])), if_then_else(if_then_else([2], [11], [1], [2]), concatenate([12], [8]), div([1], [7]), sub([5], [8]))), addOneAll(mul(add([12], [1]), mul([2], [7])))), div(sub(div(repeat([4]), repeat([8])), concatenate(div([2], [2]), repeat([2]))), div(add(div([7], [1]), addOneAll([6])), div(sub([4], [13]), subOneAll([4]))))), add(subOneAll(div(add(subOneAll([9]), div([1], [3])), div(if_then_else([10], [10], [9], [8]), addOneAll([11])))), repeat(mul(sub(addOneAll([8]), add([13], [8])), div(add([7], [4]), mul([4], [11])))))), div(if_then_else(concatenate(sub(subOneAll(repeat([11])), sub(addOneAll([13]), add([4], [4]))), if_then_else(add(subOneAll([4]), add(mul(if_then_else(repeat(addOneAll(concatenate(add([12], [5]), addOneAll([3])))), sub(repeat(if_then_else(repeat([13]), addOneAll([12]), if_then_else([12], [11], [4], [8]), subOneAll([3]))), if_then_else(subOneAll(add([12], [4])), if_then_else(sub([7], [9]), add([7], [12]), sub([3], [5]), sub([7], [6])), mul(concatenate([2], [1]), addOneAll([10])), subOneAll(subOneAll([7])))), div(mul(if_then_else(repeat([4]), add([8], [3]), div([12], [10]), mul([4], [2])), concatenate(repeat([13]), if_then_else([4], [8], [11], [9]))), subOneAll(subOneAll(div([8], [2])))), addOneAll(div(add(concatenate([4], [7]), subOneAll([5])), div(repeat([8]), if_then_else([2], [7], [11], [8]))))), concatenate(repeat(repeat(sub(subOneAll([2]), subOneAll([13])))), if_then_else(sub(concatenate(addOneAll([5]), concatenate([12], [7])), if_then_else(if_then_else([11], [3], [4], [3]), repeat([11]), mul([7], [3]), div([2], [12]))), addOneAll(concatenate(add([8], [8]), sub([2], [4]))), add(div(div([10], [10]), add([11], [13])), sub(div([3], [3]), sub([5], [8]))), addOneAll(repeat(mul([5], [4])))))), sub(if_then_else(concatenate(mul(concatenate(repeat([1]), add([6], [5])), mul(mul([11], [7]), subOneAll([2]))), mul(sub(concatenate([5], [1]), sub([1], [8])), addOneAll(add([9], [11])))), concatenate(repeat(div(if_then_else([8], [9], [10], [4]), concatenate([11], [7]))), if_then_else(div(subOneAll([10]), addOneAll([11])), mul(sub([11], [11]), repeat([10])), mul(subOneAll([3]), repeat([3])), sub(sub([7], [7]), subOneAll([4])))), add(repeat(concatenate(concatenate([11], [1]), if_then_else([10], [2], [4], [4]))), addOneAll(addOneAll(addOneAll([2])))), sub(subOneAll(subOneAll(div([11], [2]))), addOneAll(concatenate(sub([13], [6]), if_then_else([13], [10], [11], [4]))))), concatenate(addOneAll(if_then_else(add(concatenate([7], [9]), concatenate([2], [7])), subOneAll(addOneAll([6])), addOneAll(addOneAll([1])), if_then_else(if_then_else([12], [4], [12], [4]), subOneAll([1]), concatenate([13], [6]), add([10], [6])))), subOneAll(if_then_else(mul(sub([13], [2]), if_then_else([6], [3], [12], [13])), concatenate(if_then_else([1], [12], [9], [4]), if_then_else([7], [10], [7], [9])), addOneAll(add([5], [2])), add(if_then_else([6], [4], [8], [10]), repeat([2])))))))), div(div([12], [12]), if_then_else([10], [3], [7], [9])), repeat(subOneAll([9])), repeat(concatenate([2], [2])))), mul(sub(concatenate(add([1], [4]), if_then_else([1], [11], [2], [9])), div(repeat([3]), subOneAll([12]))), add(add(subOneAll([3]), repeat([2])), if_then_else(sub([4], [7]), repeat([8]), add([5], [2]), div([4], [2])))), div(if_then_else(add(add([10], [2]), addOneAll([4])), subOneAll(concatenate([8], [9])), add(div([7], [2]), subOneAll([8])), if_then_else(sub([13], [3]), if_then_else([10], [13], [12], [12]), subOneAll([9]), sub([13], [2]))), mul(subOneAll(mul([7], [10])), addOneAll(concatenate([6], [8])))), addOneAll(div(subOneAll(sub([9], [5])), mul(if_then_else([4], [2], [7], [3]), repeat([1]))))), repeat(subOneAll(add(add(repeat([11]), if_then_else([2], [6], [3], [3])), div(div([7], [2]), concatenate([5], [13]))))))), [11])), add(addOneAll([12]), mul([7], [3]))))","[13, 6, 10, 13, 6, 10]"
0.2,6.0,15,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.29289321881345254,"sub(mul(add(if_then_else(repeat(repeat([6])), repeat(addOneAll([6])), sub(addOneAll([10]), subOneAll([7])), mul(mul([3], [7]), add([8], [5]))), repeat(addOneAll(sub([10], addOneAll(addOneAll(subOneAll(subOneAll(concatenate(concatenate([12], [5]), repeat([7])))))))))), if_then_else(if_then_else(if_then_else(concatenate([9], [6]), add([6], [13]), addOneAll([7]), if_then_else([12], [6], [5], [10])), addOneAll(mul([13], [11])), mul(sub([6], [12]), concatenate([9], [9])), div(if_then_else([10], [4], [6], [7]), subOneAll([3]))), div(subOneAll(div([11], [2])), mul(repeat(repeat(mul(addOneAll(div(div(if_then_else([9], [9], [8], [5]), sub([4], [12])), div(if_then_else([2], [1], [12], [3]), mul([3], [7])))), sub(add(add(sub([11], [4]), div([13], [9])), addOneAll(div([4], [10]))), addOneAll(subOneAll(addOneAll([8]))))))), div([7], [13]))), if_then_else(concatenate(concatenate([5], [8]), concatenate([11], [8])), subOneAll(addOneAll([13])), subOneAll(add([13], [13])), if_then_else(if_then_else([1], [2], [5], [11]), concatenate([8], [4]), if_then_else([12], [12], [7], [8]), sub([10], [11]))), div(div(if_then_else([4], [2], [8], [13]), div([11], [8])), mul(div([3], [5]), div([5], [13]))))), if_then_else(add(div(addOneAll(subOneAll([12])), addOneAll(concatenate([8], [1]))), mul(repeat(concatenate([6], [13])), sub(repeat([5]), if_then_else([11], [12], [11], [6])))), repeat(add(div(if_then_else([5], [3], [3], [9]), addOneAll([9])), add(sub([9], [8]), concatenate([7], [12])))), subOneAll(if_then_else(concatenate(concatenate([13], [6]), sub([8], [2])), addOneAll(if_then_else([10], [4], [7], [9])), sub(mul([10], [11]), mul([8], [7])), repeat(subOneAll([6])))), addOneAll(sub(if_then_else(sub([5], [9]), add([8], [1]), concatenate([6], [2]), if_then_else([2], [10], [9], [7])), addOneAll(if_then_else([12], [7], [3], [5]))))))","[6, 6, 6, 6, 4]"
0.30000000000000004,6.0,10,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.10886721132099308,"addOneAll(repeat(if_then_else(div(concatenate([9], [13]), add(concatenate(addOneAll(sub(add(addOneAll(concatenate([1], [9])), addOneAll(mul([12], [11]))), div(div(div([7], [7]), concatenate([9], [7])), add(mul([9], [11]), sub([8], [2]))))), concatenate(if_then_else(subOneAll(subOneAll(concatenate([1], [3]))), concatenate(div(if_then_else([7], [6], [10], [4]), add([4], [1])), div(addOneAll([2]), sub([8], [2]))), add(if_then_else(concatenate([1], [6]), repeat([1]), mul([10], [4]), add([2], [6])), add(add([3], [9]), concatenate([3], [13]))), subOneAll(add(if_then_else([6], [1], [11], [6]), sub([6], [5])))), concatenate(if_then_else(concatenate(if_then_else([3], [5], [4], [7]), mul([2], [5])), repeat(add([9], [10])), mul(subOneAll([2]), repeat([11])), mul(subOneAll([3]), div([1], [8]))), mul(add(subOneAll([1]), mul([9], [8])), add(div([7], [13]), concatenate([10], [8])))))), [1])), sub(sub([4], [5]), div([6], [12])), addOneAll(div([11], [7])), add(if_then_else([4], [11], [7], [11]), add([13], subOneAll(div(sub(subOneAll(sub(addOneAll(div(concatenate(sub(subOneAll(subOneAll(addOneAll([2]))), concatenate(sub(concatenate([6], [13]), sub([4], [6])), subOneAll(div([2], [2])))), if_then_else(addOneAll(addOneAll(repeat([12]))), add(addOneAll(mul([1], [4])), sub(repeat([12]), if_then_else([3], [7], [3], [8]))), concatenate(div(concatenate([10], [8]), subOneAll([11])), div(add([10], [8]), if_then_else([5], [3], [10], [11]))), sub(sub(div([10], [13]), if_then_else([7], [11], [7], [8])), addOneAll(if_then_else([10], [4], [4], [7]))))), repeat(if_then_else(sub(div(subOneAll([9]), addOneAll([6])), repeat(repeat([10]))), mul(div(mul([8], [12]), if_then_else([8], [5], [10], [11])), addOneAll(concatenate([13], [6]))), sub(add(if_then_else([10], [5], [9], [4]), subOneAll([12])), subOneAll(div([13], [9]))), concatenate(repeat(subOneAll([5])), sub(repeat([10]), subOneAll([11]))))))), mul([2], [5]))), repeat(div(repeat([2]), sub([1], [12])))), mul(add(div(sub([5], [5]), addOneAll([8])), subOneAll(mul([5], [9]))), sub(sub(if_then_else([1], [1], [1], [5]), if_then_else([7], [11], [8], subOneAll(div(div(repeat(div(mul([8], [8]), div([7], [11]))), repeat(repeat(concatenate([4], [4])))), repeat(subOneAll(concatenate(addOneAll([4]), if_then_else([6], [4], [8], [2])))))))), subOneAll(add([5], [10])))))))))))","[10, 6, 4, 10, 6, 4]"
0.4,7.0,24,"[1, 3]",0.21553545944726393,"concatenate(sub(subOneAll(div(subOneAll(div(add(add(div(subOneAll([1]), if_then_else([9], [9], [1], [13])), add(mul([1], [3]), repeat([10]))), mul(addOneAll(div([10], [10])), div(if_then_else([4], repeat(sub(concatenate(subOneAll(addOneAll(sub([1], [6]))), div(mul(if_then_else([12], [9], [9], [11]), addOneAll([9])), subOneAll(subOneAll([12])))), concatenate(div(repeat(if_then_else([13], [12], [1], [9])), sub(if_then_else([4], [7], [11], [2]), repeat([1]))), repeat(repeat(sub([3], [9])))))), [7], [2]), add([5], [11])))), subOneAll(sub(div(subOneAll([1]), sub([11], [10])), if_then_else(if_then_else([6], [6], [9], [7]), addOneAll([11]), sub([9], [12]), div([11], [3])))))), div([8], [13]))), mul(subOneAll(mul([13], [4])), mul(if_then_else([13], [9], [5], [3]), subOneAll([3])))), repeat(if_then_else(add(repeat([1]), mul([13], [7])), addOneAll(add([3], [3])), addOneAll(add([10], [11])), addOneAll(if_then_else([7], [1], [2], [9])))))","[6, 1, 3, 10, 1, 3, 10]"
0.5,6.0,8,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.07964201338315557,"addOneAll(repeat(mul(concatenate(addOneAll(add(sub(add(subOneAll(mul([6], [6])), subOneAll(if_then_else([7], [7], [11], [9]))), repeat(mul(sub([12], [11]), if_then_else([7], [1], [5], [1])))), div(concatenate(add(div([11], [10]), div([6], [9])), sub(div([10], [11]), sub([4], [7]))), sub(if_then_else(if_then_else([5], [9], [8], [13]), if_then_else([13], [8], [4], [11]), add([11], [4]), mul([4], [8])), repeat(add([10], [4])))))), addOneAll(concatenate([4], [1]))), repeat(add(div([10], [6]), if_then_else([1], [2], [6], add(add(if_then_else(sub(mul(mul(if_then_else([11], [5], [13], [1]), repeat([1])), addOneAll(div([5], [5]))), repeat(repeat(sub([8], [8])))), subOneAll(if_then_else(mul(repeat([12]), sub([6], [6])), add(repeat([3]), add([10], [12])), if_then_else(if_then_else([5], [13], [8], [5]), addOneAll([6]), mul([4], [13]), concatenate([6], [9])), addOneAll(repeat([9])))), sub(concatenate(repeat(div([8], [10])), subOneAll(mul([13], [9]))), repeat(concatenate(concatenate([7], [3]), subOneAll([6])))), if_then_else(mul(div(if_then_else([9], [4], [2], [11]), repeat([2])), concatenate(if_then_else([10], [4], [1], [5]), if_then_else([3], [2], [2], [12]))), div(concatenate(subOneAll([5]), sub([6], [13])), addOneAll(div([13], [13]))), if_then_else(repeat(mul([3], [8])), mul(subOneAll([7]), subOneAll([6])), addOneAll(repeat([6])), sub(addOneAll([8]), concatenate([10], [9]))), repeat(add(if_then_else([9], [5], [8], [10]), mul([5], [12]))))), repeat(addOneAll(concatenate(subOneAll(div([8], [12])), concatenate(add([13], [8]), repeat([12])))))), div(concatenate(div(addOneAll(div(repeat([9]), mul([13], [13]))), subOneAll(addOneAll(subOneAll([8])))), sub(sub(div(div([4], [1]), subOneAll([12])), mul(concatenate([6], [10]), repeat([12]))), add(if_then_else(subOneAll([3]), addOneAll(div(div(concatenate(subOneAll(concatenate([13], [3])), concatenate(div([9], [8]), addOneAll([2]))), subOneAll(if_then_else(add([9], [2]), div([11], [3]), concatenate([6], [7]), repeat([7])))), addOneAll(if_then_else(div(add([7], [8]), addOneAll([8])), concatenate(subOneAll([7]), concatenate([12], [5])), add(repeat([9]), addOneAll([4])), sub(mul([10], [13]), repeat([3])))))), mul([4], [4]), concatenate([11], [9])), addOneAll(addOneAll([8]))))), if_then_else(subOneAll(subOneAll(repeat(repeat([5])))), subOneAll(div(if_then_else(if_then_else([6], [6], [12], [12]), if_then_else([5], [5], [3], [5]), mul([1], [2]), add([4], [9])), repeat(mul([3], [3])))), sub(subOneAll(if_then_else(repeat([6]), concatenate([12], [4]), addOneAll([5]), add([8], [9]))), sub(addOneAll(div([8], [13])), concatenate(div([9], [1]), concatenate([11], [3])))), repeat(if_then_else(if_then_else(sub([11], [3]), mul([4], [4]), sub([10], [1]), mul([2], [1])), addOneAll(addOneAll([9])), if_then_else(addOneAll([7]), concatenate([12], [3]), add([6], [3]), div([9], [12])), subOneAll(sub([7], [8])))))))))))))","[10, 6, 10, 10, 6, 10]"
0.6000000000000001,6.0,17,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.32299679961367,"addOneAll(subOneAll(concatenate(addOneAll(if_then_else(concatenate(sub(sub([9], [8]), repeat([3])), sub(add([8], [12]), add([13], [3]))), mul(sub(add([2], [10]), add([2], [11])), subOneAll(repeat([12]))), subOneAll(concatenate(sub([13], div(addOneAll(sub(subOneAll(div(addOneAll([9]), if_then_else([10], [6], [13], [9]))), div(div(sub([7], [11]), concatenate([10], [9])), concatenate(if_then_else([8], [6], [9], [4]), if_then_else([8], [6], [12], [5]))))), div(mul(subOneAll(if_then_else(add([12], [13]), concatenate([8], [11]), subOneAll([8]), subOneAll([11]))), concatenate(concatenate(mul([11], [10]), repeat([11])), mul(subOneAll([1]), addOneAll([11])))), addOneAll(div(concatenate(subOneAll([1]), addOneAll([8])), add(concatenate([8], [11]), subOneAll([9]))))))), repeat([12]))), div(if_then_else(subOneAll([3]), subOneAll([10]), if_then_else([5], [12], [13], [10]), subOneAll([1])), div(sub([6], [8]), add([12], [3]))))), add(if_then_else(addOneAll(addOneAll(addOneAll(sub(concatenate([6], [5]), if_then_else([5], [3], [10], [7]))))), repeat([4]), if_then_else([9], [9], [10], [8]), sub([2], [3])), div(mul([9], [11]), concatenate([10], [2]))))))","[1, 6, 3, 6, 4, 9, 4, 2]"
0.7000000000000001,7.0,6,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.4495181174368198,"concatenate(repeat(addOneAll(if_then_else([9], [5], [12], [1]))), if_then_else(add(div([1], [2]), if_then_else([9], [3], [7], [4])), concatenate(div([11], [9]), div([8], [12])), add(div([2], [8]), subOneAll([2])), mul(if_then_else([1], [12], [3], subOneAll(subOneAll(if_then_else(add(div(div([9], [9]), addOneAll([3])), div(subOneAll([13]), sub([1], [12]))), mul(concatenate(add([5], [5]), div([7], [10])), sub(mul([3], [13]), if_then_else([8], [8], [7], [4]))), mul(subOneAll(subOneAll([6])), mul(div([10], [3]), add([2], [2]))), concatenate(concatenate(mul([5], [4]), div([11], [4])), addOneAll(sub([2], [10]))))))), add([3], [5]))))","[10, 2, 10, 2, 11, 1, 2]"
0.8,7.0,8,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.09546596626670911,"add(concatenate(subOneAll(add(repeat(if_then_else([4], [2], [12], [7])), concatenate(subOneAll([4]), if_then_else([13], [3], [12], [9])))), repeat(div(addOneAll(repeat(sub(addOneAll([8]), mul([13], [7])))), add(repeat(subOneAll(if_then_else([11], [9], [6], [9]))), div(repeat(div([8], [7])), concatenate(concatenate(mul(if_then_else(addOneAll(sub(div(sub([10], [3]), div([3], [11])), if_then_else(subOneAll([1]), div([10], [4]), if_then_else([5], [1], [10], [13]), concatenate([1], [1])))), add(sub(concatenate(concatenate([7], [2]), concatenate([9], [13])), mul(div([2], [1]), sub([9], [9]))), div(add(div([8], [9]), div([4], [10])), subOneAll(subOneAll([8])))), subOneAll(mul(div(concatenate([7], [7]), subOneAll([1])), sub(subOneAll([7]), repeat([6])))), div(mul(subOneAll(div([1], [11])), repeat(concatenate([8], [7]))), div(subOneAll(div([8], [8])), sub(mul([13], [1]), repeat([9]))))), div(repeat(div(subOneAll(div([5], [11])), add(addOneAll([3]), repeat([7])))), subOneAll(if_then_else(add(addOneAll([3]), add([11], [9])), subOneAll(concatenate([1], [10])), sub(mul([6], [1]), repeat([2])), div(concatenate([8], [5]), sub([5], [7])))))), addOneAll(addOneAll(sub(div(if_then_else(concatenate([2], [6]), addOneAll([6]), concatenate([4], [12]), repeat([7])), addOneAll(concatenate([5], [8]))), mul(div(add([8], [7]), repeat([1])), addOneAll(concatenate([7], [13]))))))), sub([11], [11]))))))), addOneAll(subOneAll(div(subOneAll(if_then_else([4], [12], [3], [13])), add(sub([9], [3]), repeat([13]))))))","[3, 6, 3, 10, 10, 2, 10, 6]"
0.9,6.0,6,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.13227816872537546,"mul(addOneAll(mul(repeat(if_then_else(add([1], div(addOneAll(addOneAll(addOneAll(subOneAll(repeat(subOneAll([2])))))), concatenate(concatenate(div(mul(subOneAll(mul([6], [5])), if_then_else(subOneAll([13]), add([10], [10]), concatenate([6], [5]), sub([2], [4]))), if_then_else(mul(concatenate([1], [7]), addOneAll([1])), repeat(div([13], [3])), concatenate(add([2], [6]), concatenate([4], [12])), concatenate(concatenate([3], [1]), mul([3], [10])))), div(concatenate(mul(addOneAll([6]), mul([4], [8])), subOneAll(div([10], [8]))), repeat(mul(if_then_else([13], [1], [11], [1]), repeat([4]))))), mul(if_then_else(add(add(div([9], [9]), add([1], [5])), mul(repeat([3]), div([10], [9]))), mul(concatenate(if_then_else([1], [8], [9], [7]), sub([8], [12])), add(mul([7], [6]), addOneAll([1]))), addOneAll(addOneAll(div([2], [1]))), add(repeat(div([12], [12])), concatenate(add([6], [12]), sub([10], [1])))), sub(div(subOneAll(repeat([6])), repeat(sub([13], [6]))), sub(subOneAll(repeat([10])), mul(concatenate([13], [9]), concatenate([12], [13])))))))), repeat([8]), if_then_else([9], [13], [12], [4]), subOneAll([12]))), if_then_else(repeat(if_then_else([9], [9], [6], [4])), addOneAll(mul([7], [13])), addOneAll(repeat([10])), sub(sub([3], [6]), repeat([7]))))), if_then_else(subOneAll(subOneAll(div(add([3], [10]), add([6], [10])))), mul(sub(repeat(sub([8], [6])), add(subOneAll([7]), if_then_else([7], [10], [10], [1]))), concatenate(subOneAll(addOneAll([2])), div(div([13], [4]), add([4], [10])))), sub(sub(mul(sub([8], [3]), mul([8], [13])), if_then_else(sub([8], [12]), repeat([7]), repeat([7]), mul([13], [6]))), addOneAll(concatenate(add([2], [8]), sub([2], [8])))), if_then_else(add(mul(add([7], [3]), if_then_else([3], [4], [2], [10])), if_then_else(concatenate([5], [9]), add(repeat(if_then_else(add(subOneAll(sub([2], [10])), subOneAll(if_then_else([2], [10], [5], [10]))), subOneAll(concatenate(mul([11], [10]), add([12], [13]))), div(addOneAll(concatenate([6], [5])), mul(concatenate([6], [11]), add([4], [5]))), div(add(concatenate([9], [12]), subOneAll([1])), subOneAll(subOneAll([4]))))), if_then_else(subOneAll(if_then_else(mul(add([11], [8]), repeat([9])), addOneAll(sub([12], [7])), sub(div([12], [11]), addOneAll([10])), addOneAll(div([11], [2])))), repeat(div(addOneAll(subOneAll([1])), subOneAll(mul([2], [1])))), concatenate(sub(add(addOneAll([13]), div([9], [8])), sub(if_then_else([6], [13], [3], [1]), if_then_else([10], [5], [7], [5]))), concatenate(addOneAll(if_then_else([13], [11], [10], [8])), subOneAll(addOneAll([9])))), add(mul(repeat(subOneAll([5])), addOneAll(mul([5], [7]))), repeat(addOneAll(if_then_else([5], [3], [2], [11])))))), div([6], [1]), repeat([7]))), addOneAll(sub(sub([5], [1]), mul([11], [5]))), div(repeat(addOneAll([10])), div(concatenate([3], [4]), add([12], [9]))), addOneAll(sub(concatenate([6], [6]), add([12], [5]))))))","[6, 10, 13, 6, 10, 8]"
