gen,nevals,avg,min,max
0,80,764.775,8.0,1000.0
1,7,207.4375,8.0,1000.0
2,0,8.4,8.0,9.0
3,6,8.175,8.0,17.0
4,6,8.0125,8.0,9.0
5,10,8.0,7.0,9.0
6,4,8.125,7.0,23.0
7,4,20.275,7.0,1000.0
8,4,7.0125,7.0,8.0
9,5,7.05,7.0,10.0
10,3,6.9875,6.0,7.0
11,2,6.925,6.0,9.0
12,3,6.4375,6.0,7.0
13,2,6.075,6.0,10.0
14,9,6.0125,6.0,7.0
15,7,6.0375,6.0,8.0
16,1,6.0,6.0,6.0
17,2,6.025,6.0,8.0
18,5,6.0,6.0,6.0
19,7,6.0125,6.0,7.0
20,4,6.075,6.0,12.0
21,2,6.0,6.0,6.0
22,6,6.0,6.0,6.0
23,6,6.025,6.0,8.0
24,6,6.05,6.0,10.0
25,5,6.0,6.0,6.0
26,4,6.1,6.0,13.0
27,7,6.0125,6.0,7.0
28,3,6.0125,6.0,7.0
29,6,6.0125,6.0,7.0
30,6,6.1375,6.0,11.0
31,3,6.0125,6.0,7.0
32,5,6.0,6.0,6.0
33,2,6.0125,6.0,7.0
34,6,6.0625,6.0,10.0
35,4,6.0125,6.0,7.0
36,4,6.0,6.0,6.0
37,4,6.0,6.0,6.0
38,2,6.0125,6.0,7.0
39,3,6.0,6.0,6.0
40,5,6.0,6.0,6.0
41,3,6.0125,6.0,7.0
42,3,6.0,6.0,6.0
43,4,6.0,6.0,6.0
44,5,6.025,6.0,7.0
45,6,6.0,6.0,6.0
46,6,6.0125,6.0,7.0
47,5,6.025,6.0,8.0
48,2,6.0,6.0,6.0
49,7,6.0125,6.0,7.0
50,6,6.025,6.0,7.0
51,0,6.0,6.0,6.0
52,3,6.0,6.0,6.0
53,3,6.0,6.0,6.0
54,6,6.025,6.0,8.0
55,2,6.0,6.0,6.0
56,5,6.0,6.0,6.0
57,4,6.0125,6.0,7.0
58,4,6.0,6.0,6.0
59,4,6.0,6.0,6.0
60,2,6.0,6.0,6.0
,,,,
gen,nevals,avg,min,max
0,80,814.2875,8.0,1000.0
1,7,207.5375,8.0,1000.0
2,17,8.85,7.0,13.0
3,18,8.125,7.0,10.0
4,4,20.075,7.0,1000.0
5,22,44.3875,7.0,1000.0
6,12,44.4125,7.0,1000.0
7,6,19.425,7.0,1000.0
8,9,7.125,7.0,14.0
9,12,7.1125,7.0,13.0
10,11,7.05,7.0,9.0
11,10,19.45,7.0,1000.0
12,13,31.9,6.0,1000.0
13,11,6.9375,6.0,9.0
14,11,19.0625,6.0,1000.0
15,11,18.5125,6.0,1000.0
16,13,6.125,6.0,10.0
17,13,6.2875,6.0,13.0
18,13,30.9,6.0,1000.0
19,4,6.0125,6.0,7.0
20,8,18.425,6.0,1000.0
21,7,6.0375,6.0,7.0
22,2,6.0125,6.0,7.0
23,9,6.1375,6.0,10.0
24,12,6.0375,6.0,7.0
25,9,18.4625,6.0,1000.0
26,17,30.8875,6.0,1000.0
27,13,6.0125,6.0,7.0
28,16,6.2125,6.0,12.0
29,6,18.55,6.0,1000.0
30,15,6.0375,6.0,8.0
