mutate,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,640.125,0,"[6, 6, 6, 6]",0.2254033307585166,"sub(if_then_else(addOneAll(subOneAll(concatenate(sub([4], [3]), repeat([6])))), if_then_else(concatenate(if_then_else(mul([5], [10]), sub([6], [6]), concatenate([1], [5]), mul([11], [13])), div(concatenate([9], [4]), concatenate([6], [2]))), concatenate(div(if_then_else([6], [1], [7], [3]), addOneAll([11])), concatenate(subOneAll([5]), subOneAll([8]))), repeat(concatenate(addOneAll([10]), div([10], [6]))), mul(concatenate(subOneAll([5]), add([11], [13])), sub(concatenate([5], [13]), concatenate([6], [10])))), sub(repeat(concatenate(add([9], [3]), sub([4], [11]))), div(div(repeat([8]), subOneAll([3])), addOneAll(add([2], [6])))), sub(repeat(add(addOneAll([4]), sub([4], [11]))), mul(concatenate(mul([13], [4]), subOneAll([8])), addOneAll(if_then_else([8], [9], [2], [13]))))), addOneAll(concatenate(add(div(add([5], [11]), mul([10], [6])), add(mul([9], [12]), sub([8], [10]))), div(if_then_else(concatenate([12], [1]), subOneAll([3]), sub([2], [6]), repeat([10])), addOneAll(repeat([2]))))))","[2, 6, 6, 13, 7, 13, 6]"
0.1,751.8,0,"[6, 6, 6, 6]",0.05719095841793653,"if_then_else(sub(repeat(div(addOneAll([3]), add([10], [5]))), add(addOneAll(add(if_then_else(addOneAll(repeat(subOneAll([9]))), concatenate(subOneAll(addOneAll([13])), addOneAll(subOneAll([6]))), addOneAll(mul(add([11], [9]), if_then_else([5], [3], [2], [9]))), addOneAll(addOneAll(concatenate([11], [9])))), sub(concatenate(sub(subOneAll([9]), add([13], [2])), sub(concatenate([11], [9]), if_then_else([12], [7], [1], [9]))), if_then_else(div(div([5], [2]), repeat([9])), if_then_else(addOneAll([1]), sub([1], [12]), subOneAll([11]), subOneAll([1])), div(mul([11], [8]), sub([1], [11])), mul(if_then_else([11], [10], [11], [6]), addOneAll([8])))))), div(div([1], [7]), repeat([10])))), addOneAll(repeat(subOneAll(repeat([11])))), div(add(repeat(if_then_else([6], [10], [6], [8])), mul(if_then_else([1], [5], [12], [3]), if_then_else([3], [4], [13], [8]))), concatenate(addOneAll(add(repeat(div(repeat(if_then_else(concatenate(addOneAll(addOneAll([8])), addOneAll(repeat([10]))), addOneAll(subOneAll(concatenate([9], [1]))), mul(add(sub([10], [8]), add([10], [7])), repeat(sub([4], [11]))), addOneAll(repeat(div([11], [13]))))), addOneAll(repeat(repeat(repeat(add([5], [13]))))))), [7])), div(concatenate([1], [7]), div([7], [6])))), concatenate(repeat(add(div([7], [7]), mul([2], [13]))), repeat(if_then_else(repeat([7]), add([12], [13]), div([10], [3]), div([13], [3])))))","[2, 6, 6, 6, 6, 1]"
0.2,739.212,0,"[6, 6, 6, 6]",0.2440710539815456,"div(add(if_then_else(div(concatenate(if_then_else([8], [4], [8], [6]), if_then_else([9], [8], [8], [5])), mul(if_then_else(subOneAll(addOneAll(addOneAll(concatenate(addOneAll(if_then_else(addOneAll([11]), repeat([3]), mul([12], [11]), addOneAll([11]))), sub(add(addOneAll([9]), div([13], [1])), add(repeat([10]), if_then_else([7], [11], [8], [8]))))))), [4], [13], [2]), addOneAll([9]))), sub(div(div([6], [9]), repeat(repeat(div(mul(sub(mul(mul([7], [12]), subOneAll([2])), sub(div([7], [1]), sub([13], [10]))), repeat(addOneAll(sub([11], [12])))), div(concatenate(add(concatenate([3], [1]), concatenate([11], [4])), sub(concatenate([12], [13]), addOneAll([3]))), if_then_else(sub(concatenate([6], [5]), sub([10], [2])), add(mul([12], [5]), subOneAll([3])), concatenate(mul([4], [6]), subOneAll([7])), add(concatenate([6], [5]), mul([13], [5])))))))), concatenate(div([10], [10]), addOneAll([4]))), addOneAll(div(addOneAll([4]), add([9], [13]))), add(mul(add([9], [1]), sub([8], [9])), concatenate(sub([12], [6]), concatenate([7], [9])))), subOneAll(repeat(subOneAll(subOneAll([3]))))), addOneAll(add(mul(repeat(subOneAll([1])), concatenate(sub([1], [12]), repeat([8]))), subOneAll(sub(mul([11], [7]), addOneAll([12]))))))","[8, 6, 9, 6, 4]"
0.3,752.162,0,"[6, 6, 6, 6]",0.09546596626670911,"add(concatenate(sub(div([7], subOneAll(repeat(mul(mul(mul(sub(add([3], [3]), mul([3], [11])), if_then_else(addOneAll([7]), addOneAll([12]), sub([3], [5]), mul([11], [4]))), if_then_else(sub(if_then_else([5], [9], [13], [13]), if_then_else([7], [13], [4], [13])), repeat(if_then_else([13], [7], [1], [3])), mul(mul([1], [7]), repeat([2])), concatenate(sub(if_then_else(repeat(concatenate(addOneAll(mul([1], [2])), add(repeat([9]), div([4], [12])))), repeat(sub(mul(addOneAll([4]), concatenate([3], [1])), addOneAll(mul([5], [10])))), repeat(repeat(div(mul([12], [4]), repeat([8])))), if_then_else(addOneAll(concatenate(repeat([8]), repeat([13]))), mul(subOneAll(concatenate([8], [2])), repeat(concatenate([10], [2]))), repeat(if_then_else(repeat([12]), sub([10], [10]), sub([1], [11]), repeat([10]))), repeat(addOneAll(addOneAll([10]))))), [3]), concatenate([2], [13])))), sub(addOneAll(concatenate(addOneAll(repeat(div(addOneAll(concatenate(mul([12], [8]), div([6], [10]))), div(subOneAll(add([3], [9])), if_then_else(subOneAll([2]), div([9], [11]), addOneAll([3]), div([2], [2])))))), div(div(mul(repeat(concatenate(subOneAll([8]), add([10], [5]))), mul(mul(subOneAll([6]), repeat([8])), add(repeat([13]), repeat([10])))), add(repeat(if_then_else(add([13], [10]), if_then_else([1], [8], [3], [11]), concatenate([7], [13]), if_then_else([8], [9], [11], [5]))), repeat(if_then_else(add([12], [8]), repeat([5]), addOneAll([8]), mul([7], [12]))))), repeat(sub(addOneAll(mul(repeat([6]), div([10], [1]))), if_then_else(if_then_else(repeat([12]), sub([8], [5]), sub([5], [4]), mul([6], [4])), if_then_else(subOneAll(concatenate(addOneAll(repeat(if_then_else(addOneAll([13]), repeat([5]), concatenate([7], [7]), mul([4], [1])))), addOneAll(if_then_else(repeat(repeat([4])), add(repeat([9]), sub([6], [7])), addOneAll(mul([6], [2])), addOneAll(sub([5], [2])))))), if_then_else(if_then_else(sub(concatenate(subOneAll(mul([8], [13])), concatenate(if_then_else([12], [6], [12], [10]), subOneAll([10]))), concatenate(concatenate(concatenate([5], [4]), div([6], [7])), div(concatenate([12], [5]), if_then_else([8], [3], [11], [11])))), if_then_else(repeat(mul(mul([9], [3]), mul([5], [9]))), add(if_then_else(div([12], [9]), mul([5], [10]), add([10], [6]), concatenate([4], [7])), repeat(mul([10], [6]))), concatenate(repeat(concatenate([11], [5])), concatenate(addOneAll([1]), sub([1], [6]))), div(sub(addOneAll([6]), subOneAll([11])), div(concatenate([13], [6]), add([6], [1])))), add(concatenate(concatenate(sub(subOneAll(if_then_else([1], [3], [4], [11])), concatenate(addOneAll([2]), subOneAll([9]))), addOneAll(if_then_else(subOneAll([8]), add([12], [9]), mul([1], [9]), mul([8], [12])))), concatenate(add(repeat(sub([11], [11])), concatenate(concatenate([13], [9]), subOneAll([13]))), concatenate(if_then_else(add([9], [5]), addOneAll([1]), if_then_else([6], [1], [13], [12]), subOneAll([8])), if_then_else(mul([9], [5]), addOneAll([9]), repeat([11]), mul([9], [10]))))), add(repeat(subOneAll([1])), concatenate(sub([4], [12]), div([4], [2])))), add(if_then_else(repeat(sub([5], [6])), addOneAll(if_then_else([10], [11], [7], [5])), subOneAll(if_then_else([8], [9], [10], [2])), if_then_else(sub([1], [3]), div([5], [3]), mul([5], [6]), sub([5], [5]))), subOneAll(add(repeat([4]), repeat([4]))))), div(div(concatenate(mul(if_then_else([13], [10], [6], [7]), addOneAll([4])), div(if_then_else([4], [3], [2], [11]), add([1], [7]))), mul(mul(repeat([4]), sub([12], [5])), repeat(div([1], [6])))), repeat(if_then_else(addOneAll(addOneAll([4])), addOneAll(div([7], [7])), if_then_else(sub([12], [13]), concatenate([2], [6]), mul([1], [6]), div([5], [1])), sub(if_then_else([12], [2], [3], [10]), mul([5], [12]))))), add(sub(concatenate(div(sub([13], [1]), sub([4], [10])), concatenate(div([3], [13]), concatenate([9], [11]))), div(div(subOneAll([2]), mul([13], [1])), div(sub([5], [13]), mul([4], [13])))), subOneAll(sub(mul(if_then_else([12], [3], [13], [12]), addOneAll([4])), subOneAll(repeat([6]))))), div(mul(div(repeat(add([2], [3])), add(repeat([9]), if_then_else([3], [1], [11], [9]))), if_then_else(addOneAll(div([11], [8])), subOneAll(sub([10], [11])), mul(addOneAll([7]), add([12], [5])), repeat(mul([9], [8])))), concatenate(repeat(mul(subOneAll([12]), addOneAll([1]))), add(add(mul([6], [5]), add([7], [4])), add(mul([10], [7]), addOneAll([10])))))), concatenate(mul(repeat(addOneAll(subOneAll(if_then_else([7], [10], [13], [13])))), if_then_else(repeat(add(if_then_else([10], [8], [1], [12]), concatenate([3], [5]))), repeat(repeat(if_then_else([2], [6], [3], [1]))), addOneAll(div(if_then_else([10], [3], [3], [1]), if_then_else([11], [5], [11], [11]))), div(if_then_else(add([8], [11]), repeat([10]), sub([3], [6]), concatenate([9], [8])), mul(subOneAll([10]), subOneAll([4]))))), sub(subOneAll(addOneAll(mul(repeat([12]), mul([6], [13])))), addOneAll(add(add(sub([2], [9]), if_then_else([10], [6], [11], [11])), mul(div([8], [1]), if_then_else([3], [1], [6], [13])))))), repeat(repeat(concatenate(concatenate(concatenate(if_then_else([13], [9], [13], [2]), repeat([7])), mul(sub([13], [12]), subOneAll([3]))), concatenate(repeat(repeat([8])), div(concatenate([9], [7]), div([1], [4]))))))), repeat(subOneAll([2])), add(subOneAll([10]), mul([3], [1])))))))), concatenate(concatenate(repeat([12]), repeat([4])), div(mul(concatenate(add(subOneAll(sub(if_then_else([9], [13], [13], [3]), concatenate([2], [13]))), subOneAll(mul(mul([9], [8]), mul([2], [6])))), subOneAll(if_then_else(add(add([2], [9]), subOneAll([7])), repeat(if_then_else([1], [3], [9], [4])), div(repeat([11]), concatenate([9], [6])), repeat(add([7], [7]))))), [6]), div([1], [3])))))))), concatenate([12], [4])), concatenate(add(mul(sub(repeat(div([13], [1])), concatenate(addOneAll([5]), sub([13], [2]))), div(sub(addOneAll([9]), div([13], [12])), subOneAll(mul([4], [13])))), if_then_else(add(add(sub([8], [6]), sub([1], [10])), add(addOneAll([2]), if_then_else([7], [1], [12], [4]))), addOneAll(add(addOneAll([3]), subOneAll([4]))), add(if_then_else(div([8], [12]), if_then_else([8], [7], [10], [1]), if_then_else([4], [4], [9], [12]), add([9], [5])), subOneAll(concatenate([4], [13]))), addOneAll(concatenate(div([5], [3]), if_then_else([8], [10], [9], [4]))))), repeat([3]))), repeat(addOneAll(addOneAll(sub(concatenate(sub(repeat([13]), repeat([6])), repeat(repeat([6]))), concatenate(concatenate(sub([12], [1]), if_then_else([6], [1], [4], [3])), mul(if_then_else([8], [11], [1], [12]), add([3], [1]))))))))","[6, 1, 6, 3, 6]"
0.4,764.188,0,"[6, 6, 6, 6]",0.05719095841793653,"sub(sub(if_then_else(mul(add(repeat([7]), addOneAll([11])), mul(repeat([13]), mul([6], [12]))), add(div(div([9], [12]), concatenate([8], [2])), addOneAll(if_then_else([8], [5], [7], [2]))), div(if_then_else(subOneAll(add(subOneAll(subOneAll(if_then_else([9], [11], [11], [6]))), mul(sub(subOneAll([6]), mul([13], [6])), if_then_else(repeat([7]), concatenate([12], [11]), mul([4], [11]), subOneAll([2]))))), sub([4], [2]), sub([1], [9]), concatenate([6], [5])), if_then_else(div([9], [11]), sub([10], [6]), sub([13], [1]), concatenate([8], [10]))), addOneAll(subOneAll(concatenate([9], [3])))), repeat(add(add(addOneAll([8]), subOneAll([11])), addOneAll(add(add(sub(sub(div(sub([13], [9]), mul([2], [7])), concatenate(add([9], [3]), concatenate([4], [8]))), addOneAll(repeat(add([12], [3])))), mul(concatenate(div(mul([13], [12]), add([5], [8])), sub(repeat([11]), mul([1], [11]))), addOneAll(mul(subOneAll([6]), addOneAll([10]))))), [1]))))), if_then_else(concatenate(add(div(if_then_else([13], [5], [12], [9]), sub([1], [11])), subOneAll(subOneAll([2]))), addOneAll(if_then_else(add([13], [7]), addOneAll([4]), sub([9], [11]), addOneAll(addOneAll(sub(concatenate(concatenate(subOneAll([5]), div([7], [1])), if_then_else(concatenate([1], [8]), concatenate([1], [4]), concatenate([1], [13]), repeat([3]))), concatenate(concatenate(subOneAll([5]), mul([12], [5])), if_then_else(repeat([9]), repeat([10]), repeat([9]), sub([12], [1]))))))))), div(add(mul(sub(subOneAll(if_then_else(sub(if_then_else([6], [12], [2], [8]), if_then_else([7], [9], [13], [10])), repeat(subOneAll([4])), repeat(add([8], [8])), add(addOneAll([2]), subOneAll([2])))), repeat(mul(div(repeat([11]), repeat([6])), add(repeat([1]), if_then_else([11], [8], [1], [12]))))), div([7], [12])), sub(div([2], [4]), sub([9], [7]))), concatenate(mul(div([4], [3]), repeat([3])), add(sub([12], [13]), sub([11], [2])))), repeat(concatenate(div(div([7], [2]), concatenate([9], [4])), add(repeat([2]), add([5], [12])))), mul(addOneAll(mul(mul([1], [4]), sub([3], [12]))), mul(subOneAll(sub([10], [7])), subOneAll(mul([11], [3]))))))","[7, 1, 6, 6, 6, 6]"
