optimal,Max_fit,Gen,Dataset,Dist,Hof
144850,0.0,4,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144855,0.0,4,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144859,0.0,5,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144864,0.0,5,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144868,0.0,5,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144873,0.0,6,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144877,0.0,4,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144881,0.0,4,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144886,0.0,4,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
144890,0.0,5,"[6, 6, 6, 6]",0,"[6, 6, 6, 6]"
