rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
0,90.178,26,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.02817468419245006,"addOneAll(if_then_else(repeat(mul(repeat([9]), mul([1], [11]))), mul(if_then_else(add([13], addOneAll(concatenate([2], [4]))), sub([4], [11]), repeat([10]), div([13], [8])), if_then_else(mul([12], [6]), mul([8], [13]), if_then_else([1], [9], [2], [9]), subOneAll([1]))), sub(sub(concatenate([10], mul(repeat(subOneAll(div(sub(concatenate(concatenate(sub([10], [5]), if_then_else([6], [12], [13], [3])), add(add([3], [7]), subOneAll([13]))), add(subOneAll(subOneAll([9])), concatenate(if_then_else([12], [2], [2], [10]), if_then_else([4], [4], [6], [11])))), if_then_else(concatenate(mul(add([2], [1]), subOneAll([4])), concatenate(sub([7], [4]), subOneAll([2]))), sub(mul(addOneAll([4]), mul([4], [7])), concatenate(div([4], [1]), if_then_else([5], [7], [12], [13]))), div(if_then_else(sub([13], [13]), subOneAll([11]), subOneAll([5]), if_then_else([4], [8], [10], [4])), add(sub([5], [7]), sub([13], [1]))), sub(subOneAll(subOneAll([2])), addOneAll(sub([4], [13]))))))), add(addOneAll([13]), concatenate([1], [10])))), repeat([6])), concatenate(if_then_else([6], [11], [2], [3]), subOneAll([1]))), mul(mul(add([6], [10]), div([1], [7])), add(addOneAll([13]), concatenate([1], [10])))))","[10, 6, 10, 6, 4]"
935,90.544,55,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.3277860030064751,"sub(if_then_else(subOneAll(div([4], [8])), add(add([11], [10]), div([10], [4])), addOneAll(sub([12], [10])), repeat(repeat([6]))), if_then_else(add([7], [8]), div([7], [4]), concatenate(sub([5], [4]), mul(subOneAll(subOneAll(sub(sub(add(add(if_then_else(subOneAll([1]), if_then_else([7], [13], [11], [5]), div([9], [11]), repeat([11])), concatenate(mul([7], [3]), div([4], [8]))), addOneAll(subOneAll(if_then_else([1], [11], [3], [2])))), addOneAll(concatenate(mul(add([13], [3]), mul([1], [11])), div(sub([2], [3]), div([7], [3]))))), if_then_else(div(mul(mul(mul([3], [12]), if_then_else([3], [4], [2], [13])), concatenate(subOneAll([9]), mul([1], [8]))), concatenate(mul(sub([4], [7]), repeat([4])), subOneAll(mul([2], [7])))), sub(concatenate(mul(addOneAll([1]), subOneAll([11])), subOneAll(repeat([3]))), if_then_else(concatenate(add([9], [13]), subOneAll([3])), addOneAll(subOneAll([11])), addOneAll(add([4], [1])), concatenate(mul([7], [5]), if_then_else([7], [1], [11], [5])))), repeat(repeat(addOneAll(subOneAll([8])))), sub(mul(repeat(subOneAll([7])), mul(concatenate([6], [1]), if_then_else([2], [2], [5], [6]))), sub(mul(if_then_else([3], [7], [13], [3]), div([10], [7])), mul(repeat([6]), if_then_else([7], [12], [7], [10])))))))), [6])), add(mul([12], [4]), mul([13], [4]))))","[13, 6, 6, 6, 4]"
1871,90.744,25,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.07964201338315557,"concatenate(repeat(subOneAll(subOneAll([8]))), repeat(repeat(add(subOneAll([8]), mul([7], repeat(div(add(mul([13], [11]), div([3], [11])), concatenate(div([3], [3]), concatenate([13], subOneAll([8]))))))))))","[6, 6, 10, 10, 10, 10]"
2883,91.111,56,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.39697731084447285,"repeat(repeat(mul(div(add(add(addOneAll(if_then_else([9], [6], sub([3], concatenate([6], [3])), [12])), subOneAll(sub([3], [2]))), mul(div(add([1], [7]), div([13], [8])), add(add([9], [13]), subOneAll([9])))), if_then_else(add(sub(addOneAll([12]), repeat([3])), add(div([1], [10]), addOneAll([8]))), mul(if_then_else(if_then_else([5], [12], [10], [13]), repeat([13]), concatenate([12], [12]), concatenate([10], [13])), addOneAll(repeat([2]))), add(concatenate(sub([12], [2]), sub([10], [5])), if_then_else(sub([4], [10]), if_then_else([13], [4], [11], [11]), mul(sub([11], [3]), add([8], [5])), add([3], [1]))), subOneAll(sub(sub([9], [8]), mul([4], [6]))))), addOneAll(mul(subOneAll(sub(add([9], [1]), mul([1], [3]))), [13])))))","[10, 3, 10, 3, 10, 3, 10, 3]"
4156,90.533,15,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.12095092700846743,"if_then_else(concatenate(repeat(subOneAll([7])), subOneAll(sub([9], [3]))), repeat(concatenate([12], sub([10], [2]))), mul(add(concatenate(subOneAll(div(add(addOneAll(div([8], [3])), add(div([13], [1]), repeat([3]))), repeat(sub(concatenate(div([2], [12]), [6]), div([1], add([13], [13])))))), subOneAll([3])), sub([11], sub(sub(repeat(subOneAll(repeat(concatenate([2], [5])))), concatenate(add(addOneAll([10]), add([6], add([13], [7]))), repeat(repeat([8])))), add(add([13], [4]), [13])))), [3]), repeat(subOneAll([11])))","[6, 6, 6, 10, 4]"
