gen,nevals,avg,min,max
0,84,[-623.13095238],[-1000.],[175.]
1,69,[89.55952381],[-1000.],[175.]
2,59,[146.58333333],[-1000.],[175.]
3,65,[146.64285714],[-1000.],[175.]
4,69,[132.82142857],[-1000.],[175.]
5,64,[160.72619048],[-1000.],[175.]
6,62,[174.80952381],[166.],[175.]
7,61,[174.8452381],[168.],[175.]
8,63,[174.91666667],[172.],[175.]
9,62,[147.01190476],[-1000.],[175.]
10,61,[160.95238095],[-1000.],[175.]
11,68,[160.95238095],[-1000.],[175.]
12,60,[174.85714286],[168.],[175.]
13,69,[174.88095238],[169.],[175.]
14,60,[175.],[175.],[175.]
15,57,[174.96428571],[173.],[175.]
16,58,[146.92857143],[-1000.],[175.]
17,67,[174.92857143],[171.],[175.]
18,57,[174.97619048],[173.],[175.]
19,64,[174.89285714],[170.],[175.]
20,64,[174.95238095],[174.],[175.]
21,64,[175.],[175.],[175.]
22,62,[175.],[175.],[175.]
23,57,[174.97619048],[174.],[175.]
24,64,[161.],[-1000.],[175.]
25,64,[174.98809524],[174.],[175.]
26,60,[174.98809524],[174.],[175.]
27,65,[174.98809524],[174.],[175.]
28,66,[175.],[175.],[175.]
29,59,[174.98809524],[174.],[175.]
30,59,[174.98809524],[174.],[175.]
31,64,[175.],[175.],[175.]
32,66,[174.94047619],[171.],[175.]
33,60,[174.98809524],[174.],[175.]
34,61,[174.98809524],[174.],[175.]
35,60,[174.96428571],[173.],[175.]
36,60,[175.],[175.],[175.]
37,67,[174.98809524],[174.],[175.]
38,63,[174.97619048],[174.],[175.]
39,60,[174.95238095],[172.],[175.]
40,64,[175.],[175.],[175.]
41,61,[174.97619048],[173.],[175.]
42,68,[174.98809524],[174.],[175.]
43,65,[174.96428571],[174.],[175.]
44,59,[175.],[175.],[175.]
45,68,[174.97619048],[173.],[175.]
46,59,[175.],[175.],[175.]
47,57,[175.],[175.],[175.]
48,58,[174.98809524],[174.],[175.]
49,68,[174.97619048],[174.],[175.]
50,58,[174.97619048],[173.],[175.]
51,61,[174.98809524],[174.],[175.]
52,62,[175.],[175.],[175.]
53,64,[174.92857143],[170.],[175.]
54,60,[175.],[175.],[175.]
55,64,[174.97619048],[174.],[175.]
56,63,[175.],[175.],[175.]
57,68,[174.95238095],[173.],[175.]
58,66,[175.],[175.],[175.]
59,67,[175.],[175.],[175.]
60,66,[175.],[175.],[175.]
,,,,
