optimal,Avg_max_fit,Gen,Dataset,CosDist,Hof
119269,175.0,12,"[1, 3]",0.4654775161751513,"if_then_else(addOneAll(mul(if_then_else(div([8], [5]), repeat([6]), addOneAll([9]), add([2], [9])), div(add([2], [11]), addOneAll([8])))), if_then_else(repeat(div(if_then_else([5], [10], sub(if_then_else(mul(sub(if_then_else(add([5], [11]), add([5], [2]), add([3], [12]), addOneAll([8])), concatenate(addOneAll([4]), subOneAll([8]))), mul(repeat(concatenate([2], [12])), sub(sub([2], [13]), repeat([1])))), addOneAll(sub(mul(mul([10], [1]), concatenate([1], [11])), concatenate(sub([10], [9]), div([3], [13])))), add(div(div(if_then_else([1], [2], [5], [13]), add([3], [6])), concatenate(mul([10], [5]), sub([12], [2]))), subOneAll(if_then_else(concatenate([11], [10]), add([6], [1]), add([2], [1]), sub([7], [4])))), repeat(repeat(addOneAll(concatenate([4], [4]))))), add(add(subOneAll(if_then_else(add([9], [2]), addOneAll([9]), if_then_else([9], [4], [4], [6]), repeat([4]))), div(sub(repeat([12]), addOneAll([4])), concatenate(sub([11], [9]), repeat([7])))), addOneAll(repeat(addOneAll(subOneAll([10])))))), [5]), sub([6], [12]))), div(div(add([9], [3]), concatenate([5], [7])), mul(subOneAll([3]), if_then_else([8], [9], [4], [7]))), add(concatenate(add([7], [13]), mul([5], [4])), if_then_else(mul([10], [7]), repeat([12]), concatenate([2], [11]), add([5], [7]))), addOneAll(concatenate(subOneAll(add([6], [3])), concatenate([10], [5])))), subOneAll(div(repeat(addOneAll([12])), div(if_then_else([2], [5], [3], [5]), if_then_else([9], [5], [1], [12])))), subOneAll(div(if_then_else(mul([11], [5]), if_then_else([12], [12], [11], [8]), concatenate([6], [4]), repeat([8])), addOneAll(mul([1], [10])))))","[3, 12, 3, 5, 13]"
120444,175.0,21,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.41661664880305205,"sub(add(if_then_else(addOneAll(add(if_then_else([12], [8], [4], [2]), div([2], [8]))), mul(add(repeat([7]), div([3], [13])), sub(mul([6], [7]), concatenate([1], [5]))), concatenate(mul(subOneAll([4]), div([5], [7])), if_then_else(subOneAll([7]), mul([10], [4]), concatenate([9], [7]), subOneAll([13]))), repeat(subOneAll(repeat([9])))), subOneAll(repeat(repeat(sub([8], [11]))))), sub(div(repeat(repeat(addOneAll([4]))), subOneAll(if_then_else(mul([3], [6]), addOneAll([10]), mul([7], [12]), subOneAll([13])))), addOneAll(mul(concatenate(addOneAll([5]), div([3], [9])), mul(div([12], [9]), addOneAll([10]))))))","[13, 5, 4, 6, 6]"
121666,175.0,21,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.5049262285116628,"subOneAll(repeat(concatenate(add([9], [8]), concatenate([7], [13]))))","[4, 6, 12, 4, 6, 12]"
122925,175.0,26,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.3936609374091675,"repeat(concatenate(if_then_else(concatenate(add(div([1], [1]), addOneAll([1])), subOneAll(sub([2], [11]))), addOneAll(repeat(concatenate([6], [5]))), addOneAll(add(concatenate([3], [2]), if_then_else([9], [9], [11], [6]))), repeat(div(div([8], [12]), add([8], [4])))), add(mul(repeat(subOneAll([7])), sub(add([4], [7]), concatenate([5], [9]))), add(addOneAll(mul([8], [13])), div(mul([11], [3]), concatenate([1], [6]))))))","[5, 4, 4, 13, 6, 10, 5, 4, 4, 13, 6, 10]"
124841,175.0,24,"[1, 3]",0.3603978509331687,"subOneAll(if_then_else(sub(add(addOneAll([11]), div([13], [3])), add(mul([7], [9]), sub([8], [9]))), add(addOneAll(mul([8], [5])), if_then_else(sub([1], [8]), addOneAll([13]), sub([7], [3]), sub([10], [7]))), sub(repeat(repeat([4])), subOneAll(if_then_else([5], [12], [5], [2]))), addOneAll(subOneAll(mul([12], [8])))))","[5, 3, 3, 3, 13]"
127546,175.0,24,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.3209002498982677,"addOneAll(div(mul(repeat(repeat(concatenate([9], [9]))), subOneAll(subOneAll(subOneAll([4])))), sub(add(mul(if_then_else([1], [11], [5], [11]), repeat([7])), sub(mul(mul(concatenate(mul(div(div([6], [7]), add([3], [6])), mul(add([2], [5]), addOneAll([11]))), sub(div(div([8], [8]), add([9], [10])), repeat(repeat([3])))), div(mul(repeat(add([10], [5])), addOneAll(subOneAll([10]))), mul(div(sub([8], [1]), sub([7], [1])), add(if_then_else([10], [8], [10], [9]), subOneAll([6]))))), subOneAll(addOneAll(concatenate(repeat(addOneAll([3])), mul(subOneAll([12]), subOneAll([12])))))), div([7], [6]))), concatenate(addOneAll(sub([1], [10])), addOneAll(subOneAll([13]))))))","[10, 10, 10, 10, 10, 10, 10, 12]"
128851,175.0,12,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.3140056594299647,"concatenate(repeat(add(repeat([11]), addOneAll([10]))), mul(div(mul([2], [5]), repeat([2])), div(if_then_else([3], [10], [3], [8]), mul([3], [13]))))","[11, 10, 11, 10, 6]"
130355,175.0,23,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.6039409828093303,"repeat(if_then_else(add([3], [8]), if_then_else([13], [13], [5], [7]), if_then_else([13], [11], [6], [6]), concatenate([11], [11])))","[12, 13, 6, 12, 13, 6]"
131703,175.0,15,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.7977400412610274,"addOneAll(addOneAll(div(concatenate(addOneAll(if_then_else([2], [7], [1], [10])), if_then_else(concatenate([13], [3]), addOneAll([11]), concatenate([9], [8]), if_then_else([13], [2], [10], [1]))), concatenate(repeat(repeat([6])), div(div([7], [10]), concatenate([4], [2]))))))","[5, 4, 2, 5, 11, 4]"
133053,175.0,25,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.29289321881345254,"concatenate(concatenate(sub(subOneAll(sub([2], [12])), div(sub([4], [6]), div([9], [13]))), repeat(addOneAll(div([13], [3])))), add(div(add(concatenate([6], [9]), if_then_else([10], [12], [4], [5])), sub(add([7], [3]), subOneAll([13]))), if_then_else(div(addOneAll([3]), concatenate([7], [10])), div(concatenate([8], [9]), sub([2], [10])), add(if_then_else([6], [4], [8], [3]), if_then_else([12], [5], [12], [11])), sub(add([8], [11]), mul([6], [11])))))","[4, 6, 6, 6, 3]"
