gen,nevals,avg,std,min,max
0,60,[3.73333333],[0.47842334],[2.],[4.]
1,87,[3.3],[0.52599113],[2.],[4.]
2,85,[2.88333333],[0.32102267],[2.],[3.]
3,87,[2.51666667],[0.49972215],[2.],[3.]
4,93,[1.86666667],[0.33993463],[1.],[2.]
5,86,[1.5],[0.5],[1.],[2.]
6,95,[1.],[0.],[1.],[1.]
7,86,[0.96666667],[0.17950549],[0.],[1.]
8,92,[0.8],[0.4],[0.],[1.]
9,89,[0.63333333],[0.48189441],[0.],[1.]
10,91,[0.15],[0.35707142],[0.],[1.]
11,85,[0.],[0.],[0.],[0.]
12,84,[0.],[0.],[0.],[0.]
13,89,[0.],[0.],[0.],[0.]
14,94,[0.],[0.],[0.],[0.]
15,91,[0.],[0.],[0.],[0.]
16,91,[0.],[0.],[0.],[0.]
17,90,[0.],[0.],[0.],[0.]
18,86,[0.],[0.],[0.],[0.]
19,90,[0.],[0.],[0.],[0.]
20,88,[0.],[0.],[0.],[0.]
21,90,[0.],[0.],[0.],[0.]
22,91,[0.],[0.],[0.],[0.]
23,90,[0.],[0.],[0.],[0.]
24,94,[0.],[0.],[0.],[0.]
25,93,[0.],[0.],[0.],[0.]
26,90,[0.],[0.],[0.],[0.]
27,91,[0.],[0.],[0.],[0.]
28,88,[0.],[0.],[0.],[0.]
29,86,[0.],[0.],[0.],[0.]
30,91,[0.],[0.],[0.],[0.]
31,93,[0.],[0.],[0.],[0.]
32,96,[0.],[0.],[0.],[0.]
33,89,[0.],[0.],[0.],[0.]
34,85,[0.],[0.],[0.],[0.]
35,91,[0.],[0.],[0.],[0.]
36,91,[0.],[0.],[0.],[0.]
37,88,[0.],[0.],[0.],[0.]
38,90,[0.],[0.],[0.],[0.]
39,90,[0.],[0.],[0.],[0.]
40,95,[0.],[0.],[0.],[0.]
41,92,[0.],[0.],[0.],[0.]
42,89,[0.],[0.],[0.],[0.]
43,83,[0.],[0.],[0.],[0.]
44,89,[0.],[0.],[0.],[0.]
45,90,[0.],[0.],[0.],[0.]
46,84,[0.],[0.],[0.],[0.]
47,83,[0.],[0.],[0.],[0.]
