mu,Max_fit,Gen,Dataset,Dist,Hof
60,0.0,7,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
61,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
62,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
63,0.0,4,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
64,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
65,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
66,0.0,7,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
67,0.0,4,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
68,0.0,7,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
69,0.0,4,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
