lamb,Max_fit,Gen,Dataset,Dist,Hof
100,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
101,0.0,4,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
102,0.0,6,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
103,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
104,0.0,6,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
105,0.0,4,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
106,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
107,0.0,6,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
108,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
109,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
