rand,Max_fit,Gen,Dataset,Dist,Hof
6461,0.0,6,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6465,0.0,4,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6469,0.0,6,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6473,0.0,6,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6477,0.0,7,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6481,0.0,5,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6485,0.0,6,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6489,0.0,7,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6493,0.0,4,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
6497,0.0,6,"[6, 6, 6, 6]",0.0,"[6, 6, 6, 6]"
