size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,6.0,45,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.15112531237283455,"mul(repeat(if_then_else(add(add([5], [4]), mul([9], [8])), add(repeat([9]), subOneAll([2])), div(repeat([6]), sub([4], subOneAll(sub(sub([5], [3]), div([13], [6]))))), if_then_else(add([8], [13]), add([3], add([5], [13])), addOneAll([1]), repeat([4])))), subOneAll(sub(if_then_else(if_then_else([12], [4], [6], [11]), addOneAll([9]), subOneAll(if_then_else(addOneAll(if_then_else(subOneAll(div(sub([4], [7]), addOneAll([4]))), if_then_else(addOneAll(div([12], [4])), addOneAll(subOneAll([10])), sub(mul([7], [8]), repeat([1])), repeat(sub([9], [8]))), [6], mul(concatenate(subOneAll([11]), if_then_else([10], [4], [11], [9])), if_then_else(div([5], [1]), add([12], [1]), div([1], [7]), concatenate([12], [5]))))), concatenate(add(repeat(div(div([7], [12]), mul([4], [3]))), div(sub(concatenate([11], [2]), div([12], [8])), repeat(div([10], [12])))), subOneAll(add(if_then_else(mul([1], [7]), repeat([4]), mul([3], [3]), add([6], [3])), repeat(subOneAll([11]))))), repeat(addOneAll(subOneAll(add(sub([8], [4]), if_then_else([13], [5], [6], [12]))))), subOneAll(concatenate(if_then_else(add(div([10], [13]), repeat([13])), subOneAll(mul([4], [1])), if_then_else(subOneAll([10]), repeat([9]), if_then_else([6], [2], [10], [10]), subOneAll([10])), concatenate(repeat([2]), addOneAll([3]))), repeat(if_then_else(addOneAll([11]), addOneAll([10]), sub([13], [7]), mul([5], [6]))))))), repeat([11])), sub(mul([3], [11]), concatenate([2], [12])))))","[6, 6, 2, 6, 6, 10]"
81,6.0,56,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.3021368422011469,"concatenate(repeat(subOneAll(if_then_else(sub(div([7], [8]), if_then_else([13], [5], [7], [9])), addOneAll(concatenate([5], [4])), subOneAll(repeat([12])), if_then_else(if_then_else([1], [8], [8], [13]), mul([5], mul([8], [6])), addOneAll([5]), concatenate([2], [10]))))), div(sub(addOneAll(mul(addOneAll([10]), if_then_else([12], [9], [2], [11]))), subOneAll(repeat(add([9], [2])))), subOneAll(if_then_else(subOneAll(sub([12], [5])), mul(sub([11], [10]), sub([5], [9])), div(if_then_else([7], [4], [13], [3]), if_then_else([3], [11], [1], [3])), sub(sub([9], [12]), sub([9], [13]))))))","[1, 10, 10, 1, 10, 10, 2]"
82,6.0,57,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.29289321881345254,"if_then_else(if_then_else(repeat(add(mul([5], [11]), div([13], [3]))), addOneAll(addOneAll(sub([9], [1]))), repeat(add(mul([5], [11]), div([13], [3]))), addOneAll(sub(subOneAll([1]), concatenate([2], [13])))), div(add(concatenate(mul([7], [1]), sub([7], [10])), div(div([11], concatenate([9], [6])), sub([1], [4]))), concatenate(mul(mul([12], [3]), subOneAll([7])), concatenate(repeat([1]), mul([6], [1])))), subOneAll(addOneAll(addOneAll(div([7], [13])))), div(add(div(addOneAll([8]), concatenate([4], [1])), sub(concatenate([12], [7]), addOneAll([8]))), subOneAll(concatenate(add([6], [10]), addOneAll([13])))))","[10, 10, 10, 10, 2]"
83,6.0,43,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.19096016504410962,"if_then_else(concatenate(repeat(div(add([12], [1]), div([13], [4]))), if_then_else(mul(addOneAll(subOneAll([4])), div([10], [1])), concatenate(mul([11], [13]), addOneAll([9])), repeat(mul([1], [6])), repeat(sub([2], [6])))), sub(if_then_else(concatenate(addOneAll([5]), add([7], [11])), mul(add([12], [3]), if_then_else([9], [3], [2], [12])), concatenate(div([3], [9]), concatenate([11], [2])), repeat(sub([8], [8]))), subOneAll(addOneAll(subOneAll([10])))), add(add(mul(add([12], [3]), div([7], [7])), if_then_else(sub([12], [6]), div([3], [11]), mul([1], [4]), addOneAll([12]))), mul(sub(div([7], [4]), div([12], [3])), div(add([11], [13]), repeat([6])))), div(div(div(subOneAll([4]), repeat([9])), if_then_else(repeat([7]), if_then_else([13], [7], [5], [8]), sub([3], [9]), concatenate([3], [7]))), div(div(subOneAll([7]), repeat([4])), repeat(addOneAll([12])))))","[1, 1, 6, 10, 10, 2]"
84,6.0,43,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.09546596626670922,"add(concatenate(if_then_else(div(repeat(mul([6], [8])), concatenate(subOneAll([6]), addOneAll([9]))), add(subOneAll(addOneAll([13])), subOneAll(repeat([7]))), [10], sub([8], mul(add(subOneAll([12]), repeat([13])), repeat(subOneAll([12]))))), subOneAll(div(concatenate(if_then_else([2], [6], [7], [4]), addOneAll([9])), repeat(if_then_else([6], [9], [5], [10]))))), sub(add(addOneAll(addOneAll(repeat([11]))), div(repeat(addOneAll([6])), div(addOneAll([9]), concatenate([5], [3])))), mul(sub([5], addOneAll(sub([5], [13]))), div(div(subOneAll([11]), div([10], [9])), concatenate(if_then_else([8], [13], [10], [1]), subOneAll([6]))))))","[10, 3, 10, 1, 6, 2]"
