gen,nevals,avg,min,max
0,80,789.775,8.0,1000.0
1,0,257.6125,8.0,1000.0
2,0,8.7,8.0,15.0
3,0,8.0,8.0,8.0
4,0,8.0,8.0,8.0
5,0,8.0,8.0,8.0
6,0,8.0,8.0,8.0
7,0,8.0,8.0,8.0
8,0,8.0,8.0,8.0
9,0,8.0,8.0,8.0
10,0,8.0,8.0,8.0
11,0,8.0,8.0,8.0
12,0,8.0,8.0,8.0
13,0,8.0,8.0,8.0
14,0,8.0,8.0,8.0
15,0,8.0,8.0,8.0
16,0,8.0,8.0,8.0
17,0,8.0,8.0,8.0
18,0,8.0,8.0,8.0
19,0,8.0,8.0,8.0
20,0,8.0,8.0,8.0
21,0,8.0,8.0,8.0
22,0,8.0,8.0,8.0
23,0,8.0,8.0,8.0
24,0,8.0,8.0,8.0
25,0,8.0,8.0,8.0
26,0,8.0,8.0,8.0
27,0,8.0,8.0,8.0
28,0,8.0,8.0,8.0
29,0,8.0,8.0,8.0
30,0,8.0,8.0,8.0
31,0,8.0,8.0,8.0
32,0,8.0,8.0,8.0
33,0,8.0,8.0,8.0
34,0,8.0,8.0,8.0
35,0,8.0,8.0,8.0
36,0,8.0,8.0,8.0
37,0,8.0,8.0,8.0
38,0,8.0,8.0,8.0
39,0,8.0,8.0,8.0
40,0,8.0,8.0,8.0
41,0,8.0,8.0,8.0
42,0,8.0,8.0,8.0
43,0,8.0,8.0,8.0
44,0,8.0,8.0,8.0
45,0,8.0,8.0,8.0
46,0,8.0,8.0,8.0
47,0,8.0,8.0,8.0
48,0,8.0,8.0,8.0
49,0,8.0,8.0,8.0
50,0,8.0,8.0,8.0
51,0,8.0,8.0,8.0
52,0,8.0,8.0,8.0
53,0,8.0,8.0,8.0
54,0,8.0,8.0,8.0
55,0,8.0,8.0,8.0
56,0,8.0,8.0,8.0
57,0,8.0,8.0,8.0
58,0,8.0,8.0,8.0
59,0,8.0,8.0,8.0
60,0,8.0,8.0,8.0
,,,,
gen,nevals,avg,min,max
0,80,727.5875,7.0,1000.0
1,8,95.525,7.0,1000.0
2,8,7.4875,7.0,14.0
3,7,7.0625,6.0,13.0
4,7,7.35,6.0,35.0
5,3,6.675,6.0,7.0
6,5,6.0875,6.0,7.0
7,4,6.0125,6.0,7.0
8,4,6.0125,6.0,7.0
9,4,6.0125,6.0,7.0
10,7,18.5375,6.0,1000.0
11,10,6.0,6.0,6.0
12,7,6.0,6.0,6.0
13,7,6.0,6.0,6.0
14,7,18.425,6.0,1000.0
15,9,6.4875,6.0,34.0
16,3,6.0,6.0,6.0
17,8,6.0,6.0,6.0
18,9,6.0125,6.0,7.0
19,3,6.0,6.0,6.0
20,7,6.0125,6.0,7.0
21,7,6.0,6.0,6.0
22,12,6.0125,6.0,7.0
23,8,6.0,6.0,6.0
24,9,6.0,6.0,6.0
25,3,6.0,6.0,6.0
26,8,6.0,6.0,6.0
27,7,6.0,6.0,6.0
28,7,6.0,6.0,6.0
29,10,6.0875,6.0,12.0
30,9,6.0,6.0,6.0
31,8,6.0125,6.0,7.0
32,7,6.0,6.0,6.0
33,6,6.0,6.0,6.0
34,5,6.0,6.0,6.0
35,4,6.0,6.0,6.0
36,6,6.0625,6.0,11.0
37,7,6.0,6.0,6.0
38,7,6.0,6.0,6.0
39,14,6.1,6.0,13.0
40,6,6.0,6.0,6.0
41,5,6.0,6.0,6.0
42,6,6.0,6.0,6.0
43,13,6.0125,6.0,7.0
44,7,6.0,6.0,6.0
45,7,6.0,6.0,6.0
46,7,6.0,6.0,6.0
47,10,6.0,6.0,6.0
48,8,6.0125,6.0,7.0
49,5,6.0,6.0,6.0
50,11,6.0,6.0,6.0
51,10,6.0,6.0,6.0
52,12,6.0125,6.0,7.0
53,8,6.0,6.0,6.0
54,9,6.0,6.0,6.0
55,6,6.0,6.0,6.0
56,12,6.0,6.0,6.0
57,7,6.0,6.0,6.0
58,7,6.1375,6.0,17.0
59,8,6.0,6.0,6.0
60,13,6.0375,6.0,9.0
,,,,
gen,nevals,avg,min,max
