rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
0,175.0,34,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.02817468419245006,"addOneAll(if_then_else(repeat(mul(repeat([9]), mul([1], [11]))), mul(if_then_else(add([13], addOneAll(concatenate([2], [4]))), sub([4], [11]), repeat([10]), div([13], [8])), if_then_else(mul([12], [6]), mul([8], [13]), if_then_else([1], [9], [2], [9]), subOneAll([1]))), sub(sub(concatenate([10], mul(repeat(subOneAll(div(sub(concatenate(concatenate(sub([10], [5]), if_then_else([6], [12], [13], [3])), add(add([3], [7]), subOneAll([13]))), add(subOneAll(subOneAll([9])), concatenate(if_then_else([12], [2], [2], [10]), if_then_else([4], [4], [6], [11])))), if_then_else(concatenate(mul(add([2], [1]), subOneAll([4])), concatenate(sub([7], [4]), subOneAll([2]))), sub(mul(addOneAll([4]), mul([4], [7])), concatenate(div([4], [1]), if_then_else([5], [7], [12], [13]))), div(if_then_else(sub([13], [13]), subOneAll([11]), subOneAll([5]), if_then_else([4], [8], [10], [4])), add(sub([5], [7]), sub([13], [1]))), sub(subOneAll(subOneAll([2])), addOneAll(sub([4], [13]))))))), add(addOneAll([13]), concatenate([1], [10])))), repeat([6])), concatenate(if_then_else([6], [11], [2], [3]), subOneAll([1]))), mul(mul(add([6], [10]), div([1], [7])), add(addOneAll([13]), concatenate([1], [10])))))","[10, 6, 10, 6, 4]"
912,174.9777777777778,53,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.30973151003736665,"repeat(div(addOneAll(mul(concatenate(repeat([5]), [2]), [7])), repeat(div([2], add([11], mul(concatenate(repeat([5]), [6]), [13]))))))","[6, 6, 4, 6, 6, 4]"
1870,175.0,34,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.08330150297178884,"div(repeat(subOneAll(concatenate(add([12], [7]), repeat([11])))), div(mul(addOneAll(concatenate([3], [2])), addOneAll([12])), mul(concatenate([7], subOneAll([10])), subOneAll(add([8], [1])))))","[6, 10, 10, 6, 10, 3]"
2849,175.0,17,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.07964201338315557,"repeat(concatenate(sub(addOneAll([4]), mul(if_then_else(if_then_else(if_then_else(if_then_else([9], [9], [7], [7]), repeat([10]), subOneAll([5]), concatenate([4], [13])), subOneAll(if_then_else([3], [8], [8], add([10], [3]))), mul(div([8], [1]), addOneAll([10])), add(div(div([12], [1]), [1]), sub([9], [9]))), repeat(addOneAll(div([4], [8]))), concatenate(div(if_then_else([1], [2], [4], [10]), sub([1], [11])), if_then_else(addOneAll([13]), addOneAll([5]), concatenate([11], [8]), addOneAll([4]))), mul(repeat(subOneAll([4])), div(mul([9], [3]), subOneAll([3])))), [11])), repeat(addOneAll([5]))))","[10, 6, 6, 10, 6, 6]"
3866,175.0,33,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.05612019255146117,"sub(concatenate(repeat(if_then_else(add([10], [12]), subOneAll([3]), mul([5], [5]), subOneAll(mul([4], [8])))), addOneAll(repeat([3]))), sub(subOneAll(if_then_else(sub(mul(mul(div(mul(if_then_else(addOneAll([2]), addOneAll([2]), sub([2], [9]), div([11], [2])), mul(sub([1], [2]), addOneAll([3]))), mul(addOneAll(add([8], [7])), mul(div([8], [11]), repeat([3])))), addOneAll(subOneAll(subOneAll(mul([4], [10]))))), addOneAll(sub(if_then_else(concatenate([1], addOneAll([5])), mul(repeat([4]), if_then_else([2], [9], [4], [8])), subOneAll(concatenate([3], [12])), add(addOneAll([4]), [1])), subOneAll(add(subOneAll([2]), repeat([3])))))), [1]), div([13], [13]), [3], div([3], [6]))), concatenate(div(subOneAll([9]), if_then_else([10], [9], [2], [1])), [12])))","[10, 6, 10, 6, 4, 3]"
