gen,nevals,avg,min,max
0,90,[-713.34444444  757.88888889],[-1000.     6.],[ 175. 1000.]
1,85,[-22.07777778 173.87777778],[-1000.     5.],[ 175. 1000.]
2,63,[135.47777778  40.73333333],[-1000.     5.],[ 175. 1000.]
3,78,[135.57777778  39.36666667],[-1000.     5.],[ 175. 1000.]
4,70,[148.71111111  27.65555556],[-1000.     5.],[ 175. 1000.]
5,80,[122.68888889  49.47777778],[-1000.     5.],[ 175. 1000.]
6,78,[96.48888889 71.57777778],[-1000.     5.],[ 175. 1000.]
7,78,[83.51111111 82.71111111],[-1000.     5.],[ 175. 1000.]
8,75,[135.58888889  38.58888889],[-1000.     5.],[ 175. 1000.]
9,80,[148.77777778  27.46666667],[-1000.     5.],[ 175. 1000.]
10,67,[148.74444444  27.24444444],[-1000.     5.],[ 175. 1000.]
11,60,[109.64444444  60.55555556],[-1000.     5.],[ 175. 1000.]
12,72,[148.82222222  27.3       ],[-1000.     5.],[ 175. 1000.]
13,70,[148.86666667  27.22222222],[-1000.     5.],[ 175. 1000.]
14,70,[148.8         27.41111111],[-1000.     5.],[ 175. 1000.]
15,71,[148.8  27.3],[-1000.     5.],[ 175. 1000.]
16,77,[148.85555556  27.21111111],[-1000.     5.],[ 175. 1000.]
17,78,[174.92222222   5.15555556],[173.   5.],[175.   7.]
18,66,[148.87777778  27.16666667],[-1000.     5.],[ 175. 1000.]
19,62,[148.85555556  27.21111111],[-1000.     5.],[ 175. 1000.]
20,73,[148.82222222  27.2       ],[-1000.     5.],[ 175. 1000.]
21,68,[174.98888889   5.06666667],[174.   5.],[175.   9.]
22,76,[174.94444444   5.17777778],[173.   5.],[175.   9.]
23,68,[161.93333333  16.1       ],[-1000.     5.],[ 175. 1000.]
24,76,[135.77777778  38.27777778],[-1000.     5.],[ 175. 1000.]
25,78,[174.96666667   5.24444444],[174.   5.],[175.  12.]
26,86,[174.97777778   5.37777778],[174.   5.],[175.  37.]
27,68,[174.91111111   5.14444444],[169.   5.],[175.  12.]
28,71,[148.86666667  27.15555556],[-1000.     5.],[ 175. 1000.]
29,72,[174.94444444   5.14444444],[173.   5.],[175.   9.]
30,74,[174.98888889   5.03333333],[174.   5.],[175.   7.]
31,66,[174.98888889   5.04444444],[174.   5.],[175.   6.]
32,85,[174.97777778   5.32222222],[174.   5.],[175.  25.]
33,69,[174.98888889   5.04444444],[174.   5.],[175.   7.]
34,75,[175.           5.04444444],[175.   5.],[175.   9.]
35,74,[175.           5.08888889],[175.   5.],[175.   9.]
36,81,[174.98888889   5.07777778],[174.   5.],[175.  11.]
37,72,[174.98888889   5.05555556],[174.   5.],[175.   8.]
38,65,[174.98888889   5.02222222],[174.   5.],[175.   6.]
39,63,[174.98888889   5.02222222],[174.   5.],[175.   6.]
40,71,[175.           5.01111111],[175.   5.],[175.   6.]
41,77,[174.97777778   5.03333333],[174.   5.],[175.   6.]
42,79,[161.94444444  16.06666667],[-1000.     5.],[ 175. 1000.]
43,70,[161.93333333  16.1       ],[-1000.     5.],[ 175. 1000.]
44,77,[148.88888889  27.11111111],[-1000.     5.],[ 175. 1000.]
45,72,[161.94444444  16.06666667],[-1000.     5.],[ 175. 1000.]
46,72,[175.   5.],[175.   5.],[175.   5.]
47,74,[161.83333333  16.18888889],[-1000.     5.],[ 175. 1000.]
48,79,[148.85555556  27.13333333],[-1000.     5.],[ 175. 1000.]
49,64,[175.           5.02222222],[175.   5.],[175.   7.]
50,78,[175.   5.],[175.   5.],[175.   5.]
51,73,[148.85555556  27.14444444],[-1000.     5.],[ 175. 1000.]
52,74,[174.96666667   5.07777778],[173.   5.],[175.   8.]
53,76,[174.98888889   5.03333333],[174.   5.],[175.   6.]
54,74,[174.97777778   5.04444444],[173.   5.],[175.   9.]
55,68,[161.92222222  16.17777778],[-1000.     5.],[ 175. 1000.]
56,80,[161.93333333  16.12222222],[-1000.     5.],[ 175. 1000.]
57,77,[161.92222222  16.11111111],[-1000.     5.],[ 175. 1000.]
58,76,[175.   5.],[175.   5.],[175.   5.]
59,67,[174.97777778   5.06666667],[174.   5.],[175.   6.]
60,80,[174.96666667   5.06666667],[174.   5.],[175.   9.]
,,,,
gen,nevals,avg,min,max
0,90,[-543.88888889  614.75555556],[-1000.     7.],[ 175. 1000.]
1,78,[121.56666667  53.15555556],[-1000.     7.],[ 175. 1000.]
2,79,[ 17.72222222 141.57777778],[-1000.     7.],[ 175. 1000.]
3,77,[  4.92222222 151.95555556],[-1000.     7.],[ 175. 1000.]
4,70,[ 44.         119.03333333],[-1000.     7.],[ 175. 1000.]
5,80,[ 17.98888889 140.18888889],[-1000.     6.],[ 175. 1000.]
6,66,[ 43.97777778 118.75555556],[-1000.     7.],[ 175. 1000.]
7,66,[ 57.24444444 106.9       ],[-1000.     6.],[ 175. 1000.]
8,72,[ -8.22222222 161.73333333],[-1000.     6.],[ 175. 1000.]
9,74,[-21.23333333 172.77777778],[-1000.     6.],[ 175. 1000.]
10,82,[-21.35555556 172.87777778],[-1000.     6.],[ 175. 1000.]
11,72,[ 44.1        117.52222222],[-1000.     6.],[ 175. 1000.]
12,81,[ -8.01111111 161.01111111],[-1000.     6.],[ 175. 1000.]
13,68,[ 44.12222222 116.93333333],[-1000.     6.],[ 175. 1000.]
