optimal,Avg_max_fit,Gen,Dataset,CosDist,Hof,,,,,1,2,3,4,5,6,7
1548,175,14,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.186510783,"mul(concatenate(repeat(if_then_else([10], [2], [4], [2])), subOneAll(repeat([7]))), concatenate(concatenate(concatenate([7], [10]), repeat([4])), div(add(subOneAll(sub(subOneAll(sub(add([10], [2]), addOneAll([10]))), div(mul(add([13], [8]), sub([7], [7])), concatenate(add([9], [5]), if_then_else([6], [12], [5], [5]))))), [13]), addOneAll(sub(mul(div(add(repeat(mul([4], [2])), concatenate(concatenate([7], sub(concatenate(div(concatenate(sub([1], [12]), subOneAll([1])), mul(add([10], [1]), addOneAll([6]))), subOneAll(if_then_else(concatenate([9], [13]), div([3], [1]), div([3], [7]), concatenate([1], [12])))), add(div(add(mul([3], [6]), subOneAll([11])), repeat(if_then_else([4], [6], [11], [13]))), subOneAll(if_then_else(if_then_else([3], [7], [11], [1]), subOneAll([3]), repeat([3]), add([9], [4])))))), mul(concatenate(sub(repeat(subOneAll(sub([7], [3]))), repeat(div(sub([10], [2]), div([4], [3])))), subOneAll(sub(repeat(concatenate([10], [13])), div(subOneAll([6]), concatenate([8], [3]))))), add(div(mul(sub(concatenate([4], [4]), if_then_else([12], [2], [12], [11])), if_then_else(add([3], [2]), addOneAll([3]), concatenate([7], [9]), subOneAll([11]))), div(sub(add([7], [2]), subOneAll([1])), mul(div([12], [10]), addOneAll([9])))), add(add(mul(sub([6], [12]), add([8], [7])), sub(div([1], [5]), concatenate([1], [4]))), mul(mul(repeat([8]), subOneAll([9])), sub(if_then_else([1], [13], [2], [3]), sub([8], [5])))))))), repeat(addOneAll(sub([2], [10])))), addOneAll(subOneAll(sub(addOneAll([13]), repeat([3]))))), addOneAll(addOneAll(if_then_else(mul(add([13], [7]), mul([8], [3])), div(if_then_else([11], [13], [13], [12]), sub([2], [4])), addOneAll(mul([12], [1])), repeat(repeat([1]))))))))))","[10, 2, 10, 2, 6, 4]",,,1,10,2,10,2,6,4,
2551,175,11,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.079642013,"subOneAll(repeat(mul(mul(if_then_else(concatenate(add(mul(mul(div(div(mul(add([12], [11]), if_then_else([11], [1], [2], [11])), add(repeat([5]), repeat([1]))), div(div(if_then_else([10], [12], [11], [3]), concatenate([11], [13])), sub(add([1], if_then_else(add(concatenate(add(addOneAll(div([6], [6])), if_then_else(div([11], [1]), mul([1], [12]), concatenate([9], [3]), div([2], [8]))), sub(sub(concatenate([1], [11]), repeat([11])), addOneAll(div([5], [1])))), concatenate(addOneAll(addOneAll(mul([11], [6]))), repeat(if_then_else(subOneAll([8]), subOneAll([6]), repeat([9]), concatenate([4], [4]))))), add(mul(sub(sub(add([4], [11]), div([13], [4])), sub(mul([6], [3]), div([8], [10]))), if_then_else(mul(sub([8], [11]), sub([9], [8])), addOneAll(div([12], [4])), concatenate(if_then_else([6], [13], [6], [12]), add([7], [11])), div(repeat([9]), if_then_else([11], addOneAll(mul([11], [6])), [3], [7])))), concatenate(add(subOneAll(concatenate(if_then_else([10], [5], [2], [11]), mul([3], [6]))), addOneAll(if_then_else(addOneAll([10]), repeat([1]), sub([2], [3]), sub([5], [13])))), add(repeat(add(mul([9], [5]), div([8], [13]))), sub(mul(repeat([11]), sub([12], [7])), add(subOneAll([8]), concatenate([10], [1])))))), addOneAll(div(mul(add(add([12], [2]), sub([10], [5])), repeat(if_then_else([2], [6], [12], [7]))), repeat(sub(mul([12], [7]), sub([7], [10]))))), mul(addOneAll(sub(mul(if_then_else([3], [11], [13], [10]), subOneAll([4])), add(repeat([10]), repeat([9])))), addOneAll(repeat(subOneAll(addOneAll([9]))))))), concatenate([2], [5])))), subOneAll(subOneAll(subOneAll(div([10], [7]))))), concatenate(subOneAll(add(repeat(repeat([8])), if_then_else(mul([12], [4]), addOneAll([1]), addOneAll([7]), mul([5], [5])))), subOneAll(mul(mul(mul([5], [1]), div([2], [12])), subOneAll(subOneAll([10])))))), add(subOneAll(concatenate(add(repeat(concatenate([10], [5])), div(div([3], [5]), repeat([5]))), div(add(add([11], [6]), concatenate([2], [3])), addOneAll(add([7], [1]))))), concatenate(concatenate(add(mul(add([6], [9]), add([3], [6])), add(subOneAll([5]), mul([12], [3]))), addOneAll(mul(subOneAll([4]), sub([12], [1])))), addOneAll(mul(subOneAll(addOneAll([12])), addOneAll(if_then_else([8], [4], [13], [4]))))))), [11]), subOneAll([6]), sub([13], [1]), div([11], [7])), subOneAll(mul([8], [13]))), mul(mul(subOneAll([12]), if_then_else([11], [4], [4], [5])), subOneAll(sub([8], [7]))))))","[10, 10, 6, 10, 10, 6]",,,2,10,10,6,10,10,6,
3610,175,26,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.348661053,"subOneAll(concatenate(repeat(concatenate(addOneAll([3]), add([3], [7]))), div(subOneAll(div(if_then_else(repeat(subOneAll(subOneAll(sub(div([5], [3]), sub(mul([9], [1]), [9]))))), [8], [6], [4]), if_then_else(div(repeat(addOneAll(if_then_else([2], [8], [10], [12]))), div(add(add([10], [11]), sub([9], [13])), addOneAll(if_then_else([5], [7], [1], [6])))), subOneAll(add(sub(add([8], [3]), div([8], [1])), div(mul([7], subOneAll(repeat(concatenate(subOneAll(concatenate(div([1], [5]), if_then_else([2], [2], [1], [9]))), if_then_else(repeat(subOneAll([7])), if_then_else(div([5], [6]), if_then_else([12], [12], [5], [4]), add([4], [6]), repeat([11])), mul(sub([1], [12]), subOneAll([13])), add(repeat([4]), concatenate([5], [12]))))))), addOneAll([8])))), if_then_else(if_then_else(add(div([8], [7]), if_then_else([5], [1], [11], [6])), add(repeat([11]), subOneAll([7])), concatenate(div([8], [5]), if_then_else([12], [5], [8], [3])), if_then_else(mul([4], [11]), sub([3], [9]), repeat([12]), add([10], [4]))), concatenate(div(sub([6], [2]), div([11], [8])), if_then_else(repeat([2]), if_then_else([11], [1], [7], [7]), subOneAll([12]), div([13], [7]))), concatenate(div(div([12], [12]), mul([12], [10])), add(repeat([9]), sub([10], [3]))), addOneAll(subOneAll(if_then_else([3], [8], [9], [10])))), subOneAll(div(mul(addOneAll([10]), div([4], [5])), div(subOneAll([7]), div([1], [11]))))))), addOneAll(sub(sub([2], [3]), addOneAll([4]))))))","[3, 10, 3, 10, 10, 10, 13]",,,3,3,10,3,10,10,10,13
4788,175,16,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.190960165,"sub(add(add(concatenate(repeat(subOneAll([5])), concatenate(if_then_else([3], [5], [10], [13]), concatenate([6], [7]))), repeat(add(div([5], [6]), addOneAll([11])))), sub(div(subOneAll(sub([9], [4])), sub(repeat([9]), concatenate([3], [12]))), if_then_else(div(mul(concatenate(add(addOneAll(add(concatenate(repeat([6]), if_then_else([3], [13], [3], [11])), repeat(add([6], [3])))), div(addOneAll(subOneAll(add([9], [1]))), concatenate(sub(sub([11], [8]), if_then_else([2], [5], [3], [3])), add(addOneAll([5]), sub([10], [2]))))), add(if_then_else(div(subOneAll(sub([6], [5])), concatenate(div([6], [7]), if_then_else([6], [11], [4], [10]))), add(concatenate(mul([4], [3]), addOneAll([5])), subOneAll(add([10], [9]))), mul(subOneAll(sub([4], [7])), if_then_else(div([7], [11]), div([12], [9]), repeat([9]), repeat([1]))), addOneAll(subOneAll(sub([1], [7])))), if_then_else(repeat(sub(sub([1], [2]), repeat([1]))), concatenate(addOneAll(mul([8], [8])), add(mul([1], [4]), mul([13], [6]))), if_then_else(if_then_else(subOneAll([2]), subOneAll([3]), if_then_else([13], [10], [11], [2]), add([7], [5])), subOneAll(div([3], [4])), mul(repeat([2]), sub([5], [3])), div(if_then_else([9], [6], [7], [8]), add([10], [11]))), concatenate(concatenate(if_then_else([11], [10], [8], [10]), div([2], [4])), repeat(mul([11], [9])))))), [8]), div([10], [12])), add(subOneAll([9]), concatenate([9], [11])), add(addOneAll(addOneAll([11])), add([12], [12])), addOneAll(sub([10], [3]))))), if_then_else(if_then_else(addOneAll(concatenate(sub([6], [12]), concatenate([6], [2]))), div(mul(div([4], [12]), sub([11], [8])), mul(repeat([5]), mul([2], [3]))), if_then_else(repeat(addOneAll([11])), addOneAll(if_then_else([3], [10], [13], [1])), mul(div([3], [7]), if_then_else([13], concatenate([4], [9]), [7], [9])), repeat(concatenate([7], [3]))), div(div(repeat([12]), mul([6], [12])), if_then_else(div([9], [6]), subOneAll([12]), div([7], [10]), repeat([2])))), mul(sub(addOneAll(sub([3], [8])), sub(concatenate([13], [10]), addOneAll([3]))), add(concatenate(div(div(add(mul([10], [10]), addOneAll([8])), add(subOneAll([4]), addOneAll([2]))), div(repeat(subOneAll([3])), repeat(sub([6], [3])))), concatenate(mul(if_then_else(subOneAll([3]), mul([9], [6]), repeat([12]), sub([10], [12])), addOneAll(add([7], [11]))), sub(sub(addOneAll([7]), addOneAll([4])), addOneAll(if_then_else([6], [7], [2], [3]))))), div(subOneAll([7]), concatenate([8], [6])))), addOneAll(addOneAll(if_then_else(concatenate([13], [13]), concatenate([4], [9]), addOneAll([6]), sub([4], [4])))), subOneAll(add(mul(sub([2], [1]), if_then_else([7], [11], [5], mul([6], [8]))), concatenate(addOneAll([8]), addOneAll([12]))))))","[4, 4, 3, 10, 6, 10]",,,4,4,4,3,10,6,10,
5898,175,38,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.296473529,"if_then_else(div(mul(addOneAll(div(div(div(addOneAll(addOneAll(add(repeat([7]), concatenate([5], [11])))), div(concatenate(subOneAll(mul([3], [8])), subOneAll(div([4], [2]))), add(subOneAll(if_then_else([6], [9], [5], [10])), sub(mul([13], [10]), if_then_else([11], [11], [9], [6]))))), add(mul(mul(sub(sub([7], [12]), mul([1], [2])), repeat(concatenate([5], [6]))), subOneAll(mul(subOneAll([13]), addOneAll([10])))), div(concatenate(subOneAll(add([3], [1])), add(sub([7], [9]), mul([6], [7]))), sub(addOneAll(sub([7], [8])), subOneAll(addOneAll([10])))))), repeat(mul(subOneAll(addOneAll(mul(mul([1], [2]), concatenate([12], [11])))), addOneAll(if_then_else(concatenate(sub([6], [2]), div([5], [1])), addOneAll(subOneAll([6])), mul(subOneAll([9]), div([2], [1])), if_then_else(sub([2], [13]), repeat([7]), div([9], [5]), add([12], [12])))))))), repeat(mul(concatenate(add(div([12], [2]), if_then_else([13], [5], [7], [8])), repeat(if_then_else([9], [13], [7], [12]))), mul(if_then_else(repeat([7]), sub([10], [4]), if_then_else([7], [3], [13], [10]), mul([11], [11])), div(mul([11], [5]), add([13], [3])))))), div(repeat(concatenate([2], repeat([13]))), addOneAll(repeat(addOneAll([6]))))), mul(concatenate(if_then_else(div(add([6], [11]), add([4], [13])), add(if_then_else([4], [12], [3], [11]), repeat([13])), subOneAll(sub([8], [5])), repeat(repeat([5]))), if_then_else(repeat(add([12], [3])), mul(div([13], [5]), if_then_else([10], [10], [6], [7])), sub(subOneAll([12]), concatenate([1], [1])), add(add([12], [12]), mul([2], [13])))), if_then_else(div(addOneAll(if_then_else([10], [1], [10], [10])), add(add([11], [1]), subOneAll([3]))), sub(addOneAll([2]), concatenate(concatenate([8], [13]), repeat([13]))), add(subOneAll(addOneAll([2])), sub(mul(if_then_else(addOneAll(subOneAll(concatenate([9], [2]))), if_then_else(sub(addOneAll([10]), addOneAll([7])), repeat(addOneAll([8])), subOneAll(repeat([2])), repeat(addOneAll(if_then_else(repeat(subOneAll(add([4], [11]))), subOneAll(mul(subOneAll([12]), add([7], [8]))), sub(if_then_else(if_then_else([1], [12], [12], [12]), add([7], [8]), [12], if_then_else([4], [3], [7], [1])), sub(if_then_else([6], [7], [4], [2]), repeat([5]))), addOneAll(mul(if_then_else([4], concatenate([1], sub(addOneAll([7]), div(add(concatenate(subOneAll(if_then_else(sub(concatenate([3], [10]), sub([2], [1])), addOneAll(div([11], [13])), div(addOneAll([7]), addOneAll([8])), subOneAll(concatenate([6], [11])))), concatenate(div(repeat(mul([2], [11])), sub(addOneAll([4]), subOneAll([12]))), sub(concatenate(concatenate([8], [6]), add([3], [11])), addOneAll(addOneAll([9]))))), if_then_else(subOneAll(if_then_else(div(mul([10], [11]), mul([9], [6])), concatenate(concatenate([3], [6]), add([8], [6])), addOneAll(concatenate([7], [9])), sub(addOneAll([1]), concatenate([12], [13])))), addOneAll(concatenate(div(subOneAll([3]), subOneAll([13])), addOneAll(concatenate([7], [9])))), div(add(add(mul([11], [7]), sub([8], [9])), concatenate(subOneAll([1]), sub([3], [5]))), div(addOneAll(addOneAll([9])), sub(addOneAll([1]), if_then_else([10], [7], [10], [4])))), add(if_then_else(add(subOneAll([13]), mul([9], [9])), subOneAll(if_then_else([7], [2], [8], [9])), addOneAll(div([13], [11])), addOneAll(sub([2], [2]))), div(mul(sub([9], [9]), concatenate([10], [2])), add(subOneAll([2]), subOneAll([7])))))), [11]))), [13], [10]), if_then_else([7], [1], [4], [10]))))))), add(concatenate(add([9], [7]), if_then_else([8], [4], [12], [2])), repeat(repeat([1]))), mul(add(concatenate([3], [13]), concatenate(if_then_else(repeat(repeat(div(add(add([5], [5]), mul([9], [9])), subOneAll(repeat([13]))))), concatenate(addOneAll(add(add(repeat([1]), concatenate([8], addOneAll(add(mul(repeat(addOneAll(div([13], [9]))), div(if_then_else(addOneAll([11]), sub([8], [3]), if_then_else([6], [8], [1], [13]), addOneAll([13])), sub(if_then_else([5], [12], [7], [11]), concatenate([12], [12])))), mul(concatenate(sub(repeat([4]), subOneAll([3])), subOneAll(subOneAll([5]))), div(if_then_else(div([11], [10]), div([4], [1]), if_then_else([13], [13], [9], [7]), addOneAll([7])), concatenate(concatenate([11], [6]), sub([10], [13])))))))), div(mul([3], [5]), repeat([1])))), if_then_else(addOneAll(repeat(subOneAll([1]))), if_then_else(mul(repeat([9]), mul([8], [6])), concatenate(repeat([1]), mul([6], [11])), if_then_else(div([13], [11]), subOneAll([2]), mul([11], [2]), mul([8], [3])), addOneAll(mul([12], [4]))), addOneAll(sub(addOneAll([5]), subOneAll([1]))), repeat(add(if_then_else([10], [3], [3], [8]), concatenate([7], [7]))))), mul(addOneAll(repeat(add(add([5], [3]), sub(add(repeat(sub(sub(addOneAll(mul([11], [8])), concatenate(add([10], [6]), div([6], [9]))), concatenate(mul(add([8], [6]), sub([9], [5])), sub(div([11], [5]), subOneAll([9]))))), div(concatenate(repeat(mul(addOneAll([6]), if_then_else([13], [12], [2], [6]))), add(concatenate(addOneAll([1]), div([6], [13])), addOneAll(concatenate([12], [5])))), div(sub(mul(subOneAll([3]), repeat([4])), mul(div([6], [7]), div([11], [12]))), mul(subOneAll(subOneAll([9])), concatenate(div([5], [3]), subOneAll([11])))))), addOneAll(add(div(addOneAll(addOneAll(addOneAll([5]))), subOneAll(div(sub([6], [1]), mul([6], [1])))), add(div(sub(if_then_else([6], [1], [1], [2]), div([3], [1])), addOneAll(sub([12], [13]))), if_then_else(concatenate(repeat([9]), repeat([12])), add(subOneAll([2]), mul([3], [8])), subOneAll(repeat([5])), add(subOneAll([6]), if_then_else([1], [9], [4], [11])))))))))), add(subOneAll(repeat(concatenate([6], [6]))), sub(sub(concatenate([13], [13]), mul([4], [4])), div(sub([7], [6]), mul([13], [2]))))), mul(sub(concatenate(mul(addOneAll([9]), sub([13], [3])), mul(addOneAll([4]), subOneAll([6]))), div(add(concatenate([3], [3]), add([3], [13])), sub(concatenate([6], [4]), mul([12], [6])))), addOneAll(mul(repeat(add(mul(addOneAll(subOneAll(subOneAll(addOneAll([1])))), div(if_then_else(sub(subOneAll([7]), addOneAll([10])), if_then_else(mul([7], [3]), div([6], [12]), add([13], mul(repeat([2]), div([7], [7]))), div([3], [4])), addOneAll(if_then_else([12], [12], [9], [1])), repeat(if_then_else([2], [11], [4], [8]))), add(mul(subOneAll([11]), mul([4], [1])), mul(div([10], [1]), concatenate([9], [8]))))), [7])), if_then_else(subOneAll([12]), repeat([11]), subOneAll([10]), subOneAll([13])))))), subOneAll(if_then_else(add([4], [1]), addOneAll([11]), repeat(subOneAll(addOneAll(repeat(div(mul(mul(add([11], [3]), repeat([12])), div(if_then_else([11], [10], [8], [10]), mul([8], [7]))), if_then_else(subOneAll(subOneAll([1])), concatenate(if_then_else([9], [7], [6], [12]), repeat([4])), addOneAll(mul([13], [4])), add(sub([10], [3]), div([1], [4])))))))), [13])))), div(sub([4], [8]), addOneAll([9])))), add(concatenate(div(repeat([7]), sub([12], [3])), mul(mul([8], [10]), repeat([10]))), addOneAll(subOneAll(div([13], [1]))))), mul([5], [12]))), subOneAll(repeat(mul([6], [1]))))), subOneAll(div(mul(if_then_else(concatenate([6], [10]), mul([2], [6]), repeat([3]), concatenate([1], sub(addOneAll([7]), div([11], [11])))), subOneAll(add(mul(sub(add(addOneAll(div([7], [4])), addOneAll(repeat([1]))), subOneAll(repeat(mul([11], [8])))), addOneAll(if_then_else(if_then_else(repeat([13]), div([9], [3]), if_then_else([11], [9], [11], [9]), sub([9], [8])), add(mul([10], [3]), concatenate([4], [13])), if_then_else(addOneAll([5]), if_then_else([2], [3], [5], [3]), addOneAll([9]), add([10], [9])), add(mul([5], [7]), addOneAll([11]))))), if_then_else(if_then_else(repeat(addOneAll(div([6], [10]))), if_then_else(repeat(sub([9], [12])), add(repeat([9]), concatenate([8], [11])), addOneAll(subOneAll([3])), if_then_else(add([7], [12]), add([13], [9]), div([12], [8]), if_then_else([12], [13], [11], [8]))), sub(repeat(addOneAll([13])), if_then_else(if_then_else([9], [6], [10], [10]), subOneAll([7]), mul(div(subOneAll(concatenate(concatenate([2], [2]), sub([10], [5]))), add(add(concatenate([11], [10]), subOneAll([9])), concatenate(if_then_else([13], [12], [1], [11]), mul([8], [12])))), if_then_else(add(addOneAll(repeat([4])), mul(div([9], [8]), addOneAll([4]))), mul(div(sub([7], [8]), if_then_else([12], [11], [5], [9])), mul(div([4], [2]), if_then_else([5], [8], [8], [3]))), concatenate(subOneAll(repeat([9])), mul(concatenate([3], [6]), if_then_else([9], [12], [12], [4]))), mul(if_then_else(add([6], [10]), add([5], [9]), if_then_else([3], [12], [13], [4]), div([5], [11])), if_then_else(add([4], [6]), concatenate([7], [1]), subOneAll([11]), div([6], [12]))))), concatenate([3], [1]))), repeat(mul(sub([5], [4]), mul([9], [4])))), add(if_then_else(repeat(mul([7], [2])), subOneAll(div([9], [6])), if_then_else(if_then_else([2], [2], [6], [13]), repeat([10]), div([13], [9]), repeat([1])), subOneAll(sub([10], [6]))), mul(mul(div([9], [5]), div([12], [7])), subOneAll(subOneAll([4])))), subOneAll(div(mul(addOneAll([5]), concatenate([9], [11])), addOneAll(concatenate([6], [3])))), concatenate(sub(sub(repeat([12]), repeat([7])), div(mul([2], [4]), addOneAll([5]))), add(concatenate(concatenate([8], [9]), concatenate([9], [13])), subOneAll(addOneAll([3])))))))), sub(concatenate(if_then_else([11], [9], [1], [6]), mul(concatenate(repeat([4]), concatenate([1], [12])), sub(mul([8], [8]), addOneAll([6])))), subOneAll(repeat([13]))))), concatenate(subOneAll(concatenate(repeat(subOneAll([12])), subOneAll([12]))), add([3], [13])))","[10, 3, 10, 10, 10, 4]",,,5,10,3,10,10,10,4,
6977,175,16,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.132278169,"if_then_else(if_then_else(sub(div([12], [8]), repeat([5])), div(mul([2], [2]), addOneAll([9])), concatenate(if_then_else([12], [8], [6], [8]), sub([4], [8])), subOneAll(concatenate([13], add(addOneAll([11]), mul([4], [8]))))), subOneAll(addOneAll(div([12], sub(repeat(div(mul(repeat(addOneAll(if_then_else([4], [2], [3], [3]))), repeat(concatenate(add([5], [8]), subOneAll([2])))), repeat(addOneAll(addOneAll(sub([10], [1])))))), mul(concatenate(concatenate(concatenate(repeat(concatenate([3], add([9], [12]))), repeat(add([6], [12]))), div(mul(mul([8], [13]), sub([1], [3])), subOneAll(subOneAll([12])))), sub(add(div(mul([2], [13]), div([4], [3])), if_then_else(repeat([10]), [9], concatenate([1], [3]), subOneAll(sub([11], [10])))), subOneAll([7]))), addOneAll(if_then_else(add(subOneAll(sub([7], [9])), if_then_else(concatenate([5], [11]), subOneAll([4]), mul([12], mul(sub(add(subOneAll(div(sub(subOneAll([12]), if_then_else([13], [13], [9], [9])), addOneAll(subOneAll([11])))), addOneAll(sub(mul(add([5], [12]), mul([6], [5])), [3]))), concatenate(concatenate(addOneAll(subOneAll(subOneAll([11]))), sub(div(subOneAll([1]), add([12], [12])), div(add([3], [13]), addOneAll([13])))), concatenate(div(subOneAll(mul([1], repeat(subOneAll(subOneAll(subOneAll(if_then_else([1], [1], [9], [3]))))))), div(repeat([6]), mul([11], [9]))), mul(div(if_then_else([12], [10], [5], [1]), concatenate([11], [6])), if_then_else(mul([10], [12]), div([2], [1]), mul([9], [3]), add([13], [4])))))), addOneAll(if_then_else(subOneAll(addOneAll(mul(repeat(repeat(addOneAll(sub(subOneAll(add([7], [9])), subOneAll(repeat([10])))))), if_then_else([9], [4], [6], [13])))), concatenate(add(sub(sub([11], [10]), addOneAll([13])), subOneAll(add([4], [3]))), add(if_then_else(add([8], [12]), add([13], [10]), mul([5], [6]), concatenate([2], [6])), subOneAll(sub([10], [13])))), mul(div(if_then_else(add([3], [3]), div([4], [3]), div([6], [2]), repeat([1])), mul(if_then_else([12], [8], [4], [6]), concatenate([3], [12]))), if_then_else(subOneAll(mul([6], [7])), concatenate(div([4], [1]), sub([6], [8])), concatenate(add([1], [3]), addOneAll([11])), div(concatenate([13], [10]), mul([3], [2])))), repeat(addOneAll(div(concatenate([12], [4]), add([7], [12])))))))), repeat([5]))), div(sub(repeat(addOneAll(mul(subOneAll(addOneAll(repeat([12]))), if_then_else(sub(repeat(addOneAll(repeat(div(mul(sub([9], [8]), concatenate([1], [7])), mul(if_then_else([7], [3], [8], [12]), mul([2], [1])))))), sub(addOneAll(addOneAll(add(add(if_then_else([5], [3], [9], [8]), addOneAll([10])), concatenate(repeat([2]), add([6], [2]))))), sub(div(concatenate(add(div([11], [2]), addOneAll([1])), div(repeat([13]), sub([8], [13]))), if_then_else(mul(repeat([9]), addOneAll([13])), repeat(addOneAll([2])), mul(sub([12], [8]), subOneAll([2])), mul(addOneAll([7]), sub([10], [1])))), add(concatenate(sub(mul([13], [8]), mul([11], [3])), repeat(div([1], [13]))), repeat(addOneAll(add([7], [13]))))))), subOneAll(concatenate([11], [2])), add(concatenate([4], [1]), div([10], [13])), subOneAll(if_then_else([10], [7], [8], [1])))))), mul([1], [8])), concatenate(addOneAll([13]), mul([9], [8]))), sub(addOneAll(repeat(div(if_then_else(if_then_else(concatenate([2], [12]), concatenate([7], [5]), addOneAll([11]), mul([8], [4])), repeat(concatenate([9], [4])), addOneAll(sub([11], [4])), add(add([3], [2]), if_then_else([8], [11], [8], [13]))), mul(subOneAll(repeat([5])), concatenate(subOneAll([2]), div(add(concatenate(subOneAll(repeat(addOneAll(subOneAll([3])))), sub(subOneAll(subOneAll(addOneAll([11]))), sub(subOneAll(add([1], [11])), add(div([4], [2]), mul([6], [2]))))), subOneAll(div(repeat(subOneAll(mul([10], [8]))), if_then_else(addOneAll(add([10], [1])), div(div([7], [5]), sub([2], [13])), sub(subOneAll([4]), repeat(concatenate(sub(mul(if_then_else(sub([3], [9]), subOneAll([11]), concatenate([12], [3]), concatenate([5], [6])), subOneAll(sub([9], [12]))), concatenate(sub(concatenate([7], [13]), addOneAll([6])), sub([4], addOneAll([6])))), addOneAll(addOneAll(repeat(add([1], [11]))))))), mul(addOneAll([2]), addOneAll([12])))))), addOneAll(sub(add(add(add(mul([9], [6]), mul([11], [3])), if_then_else(mul([11], [11]), concatenate([11], [12]), if_then_else([12], [4], [10], [3]), mul([8], [9]))), sub(mul(addOneAll([9]), add([5], [10])), sub(addOneAll([2]), concatenate([6], [10])))), mul(sub(repeat(repeat([3])), sub(subOneAll([2]), concatenate([6], [10]))), subOneAll(concatenate(subOneAll([6]), subOneAll([12])))))))))))), addOneAll(addOneAll(subOneAll(mul(addOneAll(subOneAll(if_then_else([6], [13], [3], [1]))), addOneAll(repeat(concatenate(addOneAll(mul(repeat(mul([5], [4])), add(add([12], [8]), if_then_else([6], [1], [5], [2])))), concatenate(repeat(if_then_else(repeat([2]), sub([3], [1]), mul([11], [5]), div([8], [12]))), div(add(addOneAll([1]), concatenate([4], [10])), div(repeat([2]), mul([1], [6])))))))))))), concatenate(add(subOneAll([8]), mul([7], [6])), concatenate(add([10], [1]), sub([4], [13])))))))))), addOneAll(repeat(addOneAll([3]))), concatenate(add([8], [10]), repeat([10])))","[11, 12, 6, 6, 10, 10]",,,6,11,12,6,6,10,10,
