gen,nevals,avg,min,max
0,84,[-649.42857143  706.51190476],[-1000.    12.],[ 181. 1000.]
1,68,[94.13095238 84.97619048],[-1000.    12.],[ 181. 1000.]
2,63,[ 66.96428571 108.4047619 ],[-1000.    12.],[ 181. 1000.]
3,62,[152.13095238  37.96428571],[-1000.    13.],[ 181. 1000.]
4,64,[166.38095238  25.89285714],[-1000.    12.],[ 181. 1000.]
5,71,[152.30952381  38.05952381],[-1000.    13.],[ 181. 1000.]
6,62,[180.85714286  14.        ],[177.  14.],[181.  14.]
7,65,[166.6547619   26.22619048],[-1000.    14.],[ 181. 1000.]
8,67,[180.89285714  13.98809524],[177.  13.],[181.  14.]
9,60,[180.92857143  14.19047619],[175.  14.],[181.  30.]
10,70,[180.94047619  14.        ],[179.  14.],[181.  14.]
11,63,[180.86904762  14.        ],[177.  14.],[181.  14.]
12,52,[180.95238095  14.        ],[179.  14.],[181.  14.]
13,60,[152.8452381   37.46428571],[-1000.    13.],[ 181. 1000.]
14,51,[152.8452381   37.47619048],[-1000.    14.],[ 181. 1000.]
15,62,[180.97619048  14.        ],[179.  14.],[181.  14.]
16,67,[166.83333333  26.14285714],[-1000.    14.],[ 181. 1000.]
17,67,[180.97619048  14.        ],[179.  14.],[181.  14.]
18,64,[166.73809524  25.73809524],[-1000.    14.],[ 181. 1000.]
19,66,[180.89285714  14.11904762],[175.  14.],[181.  24.]
20,68,[166.8452381   25.73809524],[-1000.    14.],[ 181. 1000.]
21,70,[180.92857143  13.98809524],[179.  13.],[181.  14.]
22,49,[180.85714286  14.19047619],[169.  14.],[181.  30.]
23,69,[181.  14.],[181.  14.],[181.  14.]
24,62,[180.97619048  14.        ],[179.  14.],[181.  14.]
25,67,[180.9047619  14.       ],[177.  14.],[181.  14.]
26,65,[180.96428571  14.        ],[179.  14.],[181.  14.]
27,64,[181.  14.],[181.  14.],[181.  14.]
28,72,[180.88095238  14.1547619 ],[174.  14.],[181.  27.]
29,65,[181.  14.],[181.  14.],[181.  14.]
30,72,[180.97619048  14.        ],[179.  14.],[181.  14.]
31,66,[180.97619048  14.07142857],[179.  14.],[181.  20.]
32,63,[181.  14.],[181.  14.],[181.  14.]
33,59,[180.92857143  14.        ],[176.  14.],[181.  14.]
34,64,[180.92857143  14.        ],[178.  14.],[181.  14.]
35,60,[166.91666667  25.73809524],[-1000.    14.],[ 181. 1000.]
36,60,[181.  14.],[181.  14.],[181.  14.]
37,62,[152.88095238  37.47619048],[-1000.    14.],[ 181. 1000.]
38,64,[152.86904762  37.47619048],[-1000.    14.],[ 181. 1000.]
39,58,[180.95238095  13.98809524],[177.  13.],[181.  14.]
40,63,[180.94047619  14.53571429],[178.  14.],[181.  59.]
41,62,[180.98809524  14.        ],[180.  14.],[181.  14.]
42,63,[180.97619048  14.        ],[179.  14.],[181.  14.]
43,68,[180.95238095  14.        ],[179.  14.],[181.  14.]
44,59,[180.97619048  14.        ],[179.  14.],[181.  14.]
45,64,[181.  14.],[181.  14.],[181.  14.]
46,62,[166.94047619  25.73809524],[-1000.    14.],[ 181. 1000.]
47,66,[180.97619048  14.        ],[179.  14.],[181.  14.]
48,65,[166.94047619  25.73809524],[-1000.    14.],[ 181. 1000.]
49,58,[180.97619048  14.        ],[179.  14.],[181.  14.]
50,62,[166.86904762  25.73809524],[-1000.    14.],[ 181. 1000.]
51,68,[166.85714286  25.72619048],[-1000.    13.],[ 181. 1000.]
52,61,[180.95238095  14.        ],[179.  14.],[181.  14.]
53,65,[180.97619048  14.        ],[179.  14.],[181.  14.]
54,63,[180.9047619   14.42857143],[176.  14.],[181.  34.]
55,64,[180.80952381  14.27380952],[165.  14.],[181.  37.]
56,57,[181.  14.],[181.  14.],[181.  14.]
57,70,[152.88095238  37.47619048],[-1000.    14.],[ 181. 1000.]
58,64,[181.  14.],[181.  14.],[181.  14.]
59,58,[180.91666667  14.14285714],[174.  14.],[181.  26.]
60,67,[180.96428571  14.04761905],[178.  14.],[181.  18.]
,,,,
gen,nevals,avg,min,max
0,84,[-621.60714286  682.86904762],[-1000.    12.],[ 181. 1000.]
1,68,[ 65.79761905 108.07142857],[-1000.    12.],[ 181. 1000.]
2,57,[137.58333333  49.1547619 ],[-1000.    12.],[ 181. 1000.]
3,58,[166.46428571  25.67857143],[-1000.    13.],[ 181. 1000.]
4,59,[152.72619048  37.44047619],[-1000.    13.],[ 181. 1000.]
5,60,[152.64285714  37.44047619],[-1000.    13.],[ 181. 1000.]
6,62,[180.83333333  13.95238095],[177.  13.],[181.  14.]
7,62,[180.8452381  14.       ],[178.  14.],[181.  14.]
8,67,[166.70238095  25.71428571],[-1000.    13.],[ 181. 1000.]
9,60,[180.91666667  13.97619048],[178.  13.],[181.  14.]
10,68,[180.86904762  13.97619048],[176.  12.],[181.  14.]
11,67,[166.82142857  25.69047619],[-1000.    13.],[ 181. 1000.]
12,66,[180.78571429  13.98809524],[176.  13.],[181.  14.]
13,57,[166.91666667  25.73809524],[-1000.    14.],[ 181. 1000.]
14,68,[166.85714286  25.71428571],[-1000.    13.],[ 181. 1000.]
15,63,[180.95238095  13.96428571],[179.  13.],[181.  14.]
16,65,[180.89285714  13.96428571],[177.  13.],[181.  14.]
17,66,[180.92857143  13.97619048],[179.  13.],[181.  14.]
18,67,[180.88095238  13.96428571],[173.  11.],[181.  14.]
19,57,[181.  14.],[181.  14.],[181.  14.]
20,62,[180.98809524  14.        ],[180.  14.],[181.  14.]
21,56,[180.98809524  13.98809524],[180.  13.],[181.  14.]
22,67,[180.94047619  13.98809524],[177.  13.],[181.  14.]
23,65,[166.88095238  25.72619048],[-1000.    13.],[ 181. 1000.]
24,61,[180.98809524  14.        ],[180.  14.],[181.  14.]
25,62,[180.96428571  14.        ],[179.  14.],[181.  14.]
26,67,[180.98809524  14.        ],[180.  14.],[181.  14.]
27,65,[180.92857143  13.98809524],[179.  13.],[181.  14.]
28,63,[181.  14.],[181.  14.],[181.  14.]
29,60,[180.98809524  14.        ],[180.  14.],[181.  14.]
30,61,[180.94047619  14.        ],[179.  14.],[181.  14.]
31,58,[181.  14.],[181.  14.],[181.  14.]
32,65,[181.  14.],[181.  14.],[181.  14.]
33,64,[166.9047619   25.73809524],[-1000.    14.],[ 181. 1000.]
34,59,[180.98809524  14.        ],[180.  14.],[181.  14.]
35,51,[180.98809524  14.        ],[180.  14.],[181.  14.]
36,58,[180.92857143  14.        ],[177.  14.],[181.  14.]
37,63,[180.97619048  14.        ],[180.  14.],[181.  14.]
38,56,[180.98809524  14.        ],[180.  14.],[181.  14.]
39,66,[180.98809524  14.        ],[180.  14.],[181.  14.]
40,54,[181.  14.],[181.  14.],[181.  14.]
41,66,[180.96428571  14.        ],[179.  14.],[181.  14.]
42,65,[180.98809524  14.        ],[180.  14.],[181.  14.]
43,61,[181.  14.],[181.  14.],[181.  14.]
44,66,[180.94047619  13.98809524],[177.  13.],[181.  14.]
45,72,[181.  14.],[181.  14.],[181.  14.]
46,67,[180.96428571  14.        ],[178.  14.],[181.  14.]
47,67,[180.97619048  14.        ],[179.  14.],[181.  14.]
48,74,[180.98809524  14.        ],[180.  14.],[181.  14.]
49,62,[180.98809524  14.        ],[180.  14.],[181.  14.]
50,68,[181.  14.],[181.  14.],[181.  14.]
51,66,[180.97619048  14.        ],[180.  14.],[181.  14.]
52,63,[181.  14.],[181.  14.],[181.  14.]
53,59,[181.  14.],[181.  14.],[181.  14.]
54,59,[180.91666667  14.01190476],[174.  14.],[181.  15.]
55,68,[180.98809524  14.        ],[180.  14.],[181.  14.]
56,70,[180.98809524  13.98809524],[180.  13.],[181.  14.]
57,70,[180.86904762  14.        ],[174.  14.],[181.  14.]
58,72,[181.  14.],[181.  14.],[181.  14.]
