optimal,Avg_max_fit,Gen,Dataset,CosDist,Hof
101468,175.0,20,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.3603978509331687,"concatenate(div(add(div([10], [2]), div([11], [8])), subOneAll(if_then_else([6], [1], [3], [7]))), repeat(addOneAll(if_then_else([9], [3], [11], [2]))))","[2, 10, 3, 10, 3]"
102554,175.0,29,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.41661664880305205,"sub(concatenate(if_then_else(repeat([6]), add([5], [8]), mul([4], [1]), sub([13], [9])), repeat(mul([12], [10]))), mul(mul(concatenate([6], [6]), addOneAll([5])), sub(div([8], [12]), subOneAll([3]))))","[6, 6, 5, 4, 12]"
103705,175.0,17,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.3492086265440316,"concatenate(repeat(add(if_then_else([10], [1], [6], [11]), repeat([13]))), mul(repeat(sub([8], [4])), subOneAll(div([13], [11]))))","[10, 12, 10, 12, 5, 6]"
104673,175.0,14,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.7181990690116827,"subOneAll(if_then_else(sub(if_then_else(repeat([7]), mul([5], [4]), repeat([6]), repeat([8])), add(mul([6], [10]), sub([13], [7]))), mul(mul(if_then_else([13], [8], [8], [2]), if_then_else([8], [3], [2], [6])), mul(subOneAll([3]), div([13], [9]))), repeat(repeat(div([10], [2]))), if_then_else(add(div([9], [8]), concatenate([8], [5])), addOneAll(subOneAll([10])), addOneAll(repeat([8])), sub(mul(mul(repeat(repeat(subOneAll(repeat([5])))), add(mul(subOneAll(addOneAll([12])), repeat(add([6], [13]))), mul(subOneAll(if_then_else([7], [1], [6], [11])), mul(add([5], [9]), repeat([10]))))), [9]), sub([7], [5])))))","[6, 6, 5, 2, 5, 5, 5, 5]"
105928,175.0,14,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.37949477200597703,"subOneAll(div(if_then_else(add(subOneAll([6]), add([4], [2])), if_then_else(subOneAll([4]), mul([9], [13]), div([8], [1]), div([13], [10])), if_then_else(repeat([9]), div([13], [1]), repeat([10]), subOneAll([10])), repeat(repeat([7]))), div(div(concatenate(addOneAll(sub(sub(div(sub(if_then_else([7], [5], [10], [3]), subOneAll([12])), subOneAll(div([1], [11]))), concatenate(concatenate(repeat([2]), mul([9], [3])), sub(div([13], [9]), concatenate([1], [6])))), if_then_else(concatenate(subOneAll(mul([9], [6])), div(concatenate([12], [1]), addOneAll([9]))), if_then_else(concatenate(concatenate([8], [3]), addOneAll([10])), concatenate(concatenate([12], [9]), concatenate([5], [11])), sub(subOneAll([8]), div([10], [5])), repeat(repeat([4]))), subOneAll(mul(concatenate([11], [5]), sub([6], [3]))), addOneAll(subOneAll(add([5], [12])))))), [5]), concatenate([6], [5])), addOneAll(repeat([10])))))","[12, 6, 6, 6, 13]"
107418,175.0,16,"[1, 3]",0.3291796067500631,"repeat(concatenate(repeat([3]), concatenate([2], [3])))","[3, 3, 2, 3, 3, 3, 2, 3]"
108333,175.0,15,"[1, 3]",0.4654775161751513,"concatenate(mul(subOneAll(subOneAll(mul([3], [1]))), add(concatenate(repeat([12]), add([2], [1])), addOneAll(concatenate([7], [1])))), mul(if_then_else(add(concatenate([3], [8]), subOneAll([5])), add(subOneAll([5]), sub([9], [9])), repeat(if_then_else([9], [1], [13], [1])), if_then_else(addOneAll([3]), if_then_else([8], [5], [5], [8]), div([7], [4]), mul([1], [13]))), repeat(if_then_else(addOneAll([13]), add([9], [11]), concatenate([8], [6]), concatenate([7], [7])))))","[12, 3, 13, 4, 3]"
109440,175.0,20,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.40784347453620795,"if_then_else(repeat(repeat(addOneAll(concatenate(mul([3], [13]), div([7], [6]))))), div(repeat(add(div(concatenate([13], [5]), add([6], [5])), addOneAll(mul([11], [3])))), if_then_else(subOneAll(div(mul([11], [11]), sub([1], [13]))), repeat(if_then_else(repeat([6]), mul([8], [12]), div([8], [10]), add([11], [7]))), add(sub(subOneAll([11]), add([9], [3])), subOneAll(sub([11], [9]))), concatenate(if_then_else(if_then_else([2], [1], [10], [8]), addOneAll([4]), if_then_else([13], [7], [8], [6]), mul([3], [9])), if_then_else(concatenate([10], [2]), repeat([13]), div([1], [4]), add([11], [11]))))), add(repeat(repeat(add(sub([6], [9]), addOneAll([10])))), concatenate([6], addOneAll(addOneAll(mul([8], [8]))))), concatenate(sub(repeat(sub(concatenate([12], [6]), sub([6], [5]))), sub(subOneAll(div([8], [12])), addOneAll(mul([9], [7])))), mul(addOneAll(mul(sub([6], [12]), repeat([3]))), concatenate(addOneAll(mul([12], [10])), addOneAll(div([13], [1]))))))","[2, 3, 2, 3, 2, 3, 2, 3, 10, 10, 10, 4]"
110988,175.0,10,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.7208547368804588,"concatenate(repeat(repeat(div([10], [8]))), if_then_else(sub(subOneAll([12]), div([8], [10])), addOneAll(if_then_else([3], [10], [8], [6])), mul(mul([9], [1]), addOneAll([1])), subOneAll(subOneAll(repeat([6])))))","[2, 2, 2, 2, 11, 4, 4]"
111982,175.0,15,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.7414561550024904,"repeat(concatenate(div(repeat(addOneAll(repeat([10]))), addOneAll(if_then_else(sub([4], [10]), addOneAll([9]), repeat(concatenate(if_then_else([2], [5], [4], [9]), concatenate([8], [7]))), div([9], [7])))), addOneAll(addOneAll(add(subOneAll([2]), subOneAll([7]))))))","[11, 11, 11, 2, 10, 11, 11, 11, 2, 10]"
