gen,nevals,avg,min,max
0,80,790.4125,12.0,1000.0
1,56,272.525,11.0,1000.0
2,65,37.125,11.0,1000.0
3,54,11.6875,10.0,13.0
4,71,11.75,10.0,30.0
5,60,11.05,10.0,13.0
6,61,10.925,10.0,27.0
7,65,10.625,10.0,14.0
8,70,10.675,9.0,22.0
9,66,23.4125,10.0,1000.0
10,58,10.5125,10.0,14.0
11,65,22.8125,10.0,1000.0
12,59,23.2625,10.0,1000.0
13,64,10.575,10.0,14.0
14,66,47.675,10.0,1000.0
15,66,23.2125,10.0,1000.0
16,62,10.4,10.0,15.0
17,68,10.6,10.0,15.0
18,70,10.475,10.0,14.0
19,67,22.8375,10.0,1000.0
20,65,10.3875,10.0,14.0
21,66,10.3,10.0,14.0
22,64,22.6125,9.0,1000.0
23,66,10.0875,9.0,14.0
24,48,9.3,9.0,12.0
25,64,9.1875,9.0,16.0
26,69,9.25,9.0,14.0
27,60,9.15,9.0,12.0
28,61,9.125,9.0,12.0
29,63,9.275,9.0,14.0
30,69,9.475,9.0,17.0
31,51,9.2375,9.0,12.0
32,59,9.2625,9.0,12.0
33,61,10.0,9.0,27.0
34,62,9.0875,9.0,12.0
35,70,9.5375,9.0,26.0
36,65,9.1375,9.0,12.0
37,73,9.0375,9.0,11.0
38,56,9.1875,9.0,14.0
39,65,9.075,9.0,11.0
40,66,9.1375,9.0,12.0
41,64,21.5875,9.0,1000.0
42,68,21.45,9.0,1000.0
43,61,9.1375,9.0,12.0
44,63,9.1625,9.0,12.0
45,70,9.0875,9.0,11.0
46,63,9.325,9.0,18.0
47,70,9.0875,9.0,13.0
48,66,9.0125,9.0,10.0
49,56,9.1375,9.0,16.0
50,73,9.15,9.0,12.0
51,56,9.0625,9.0,14.0
52,67,21.45,9.0,1000.0
53,59,9.1125,9.0,12.0
54,58,9.075,9.0,11.0
55,63,9.2375,9.0,13.0
56,64,9.025,9.0,11.0
57,67,9.225,9.0,14.0
58,65,9.0125,9.0,10.0
59,76,9.1125,9.0,13.0
60,62,9.325,9.0,16.0
,,,,
gen,nevals,avg,min,max
0,81,780.8395061728395,12.0,1000.0
1,72,123.27160493827161,12.0,1000.0
2,64,98.45679012345678,12.0,1000.0
3,70,73.12345679012346,12.0,1000.0
4,74,48.65432098765432,12.0,1000.0
5,58,36.407407407407405,12.0,1000.0
6,69,24.246913580246915,12.0,1000.0
7,61,48.76543209876543,12.0,1000.0
8,60,48.72839506172839,12.0,1000.0
9,73,36.4320987654321,11.0,1000.0
10,67,24.037037037037038,11.0,1000.0
11,71,48.08641975308642,11.0,1000.0
12,60,23.271604938271604,10.0,1000.0
13,59,35.4320987654321,10.0,1000.0
14,66,35.23456790123457,10.0,1000.0
15,63,10.246913580246913,10.0,12.0
16,66,46.82716049382716,10.0,1000.0
17,66,22.567901234567902,10.0,1000.0
18,60,34.666666666666664,10.0,1000.0
19,74,35.074074074074076,10.0,1000.0
20,69,10.148148148148149,10.0,12.0
21,63,46.864197530864196,10.0,1000.0
22,62,22.48148148148148,10.0,1000.0
23,66,22.395061728395063,10.0,1000.0
24,62,10.123456790123457,10.0,12.0
25,62,10.17283950617284,10.0,12.0
26,60,22.333333333333332,10.0,1000.0
27,68,34.617283950617285,10.0,1000.0
28,70,10.283950617283951,10.0,12.0
29,63,10.098765432098766,10.0,12.0
30,69,10.135802469135802,10.0,12.0
31,62,22.246913580246915,10.0,1000.0
32,64,10.061728395061728,10.0,12.0
33,67,46.7037037037037,10.0,1000.0
34,70,22.308641975308642,10.0,1000.0
35,60,22.308641975308642,10.0,1000.0
36,65,34.54320987654321,10.0,1000.0
37,65,22.296296296296298,10.0,1000.0
38,72,22.308641975308642,10.0,1000.0
39,66,22.296296296296298,10.0,1000.0
40,62,10.098765432098766,10.0,12.0
41,58,46.71604938271605,10.0,1000.0
42,66,10.123456790123457,10.0,12.0
43,61,10.098765432098766,10.0,12.0
44,63,10.074074074074074,10.0,12.0
45,67,10.11111111111111,10.0,12.0
46,65,22.271604938271604,10.0,1000.0
47,67,34.49382716049383,10.0,1000.0
48,71,10.061728395061728,10.0,12.0
49,59,10.024691358024691,10.0,11.0
50,72,22.28395061728395,10.0,1000.0
51,64,10.037037037037036,10.0,11.0
52,68,10.08641975308642,10.0,12.0
53,56,10.037037037037036,10.0,11.0
54,75,22.37037037037037,10.0,1000.0
55,62,10.11111111111111,10.0,12.0
56,63,10.08641975308642,10.0,14.0
57,62,10.049382716049383,10.0,12.0
58,60,10.08641975308642,10.0,12.0
59,59,10.037037037037036,10.0,12.0
60,62,10.0,10.0,10.0
,,,,
gen,nevals,avg,min,max
0,82,783.5487804878048,13.0,1000.0
1,56,230.3170731707317,13.0,1000.0
2,78,61.68292682926829,13.0,1000.0
3,68,61.24390243902439,12.0,1000.0
4,57,37.09756097560975,12.0,1000.0
5,66,73.08536585365853,12.0,1000.0
6,68,121.1219512195122,12.0,1000.0
7,66,60.81707317073171,12.0,1000.0
8,66,84.84146341463415,11.0,1000.0
9,68,108.64634146341463,11.0,1000.0
