size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,9.0125,48,"[7, 7, 9, 7, 7, 7, 7, 7, 7, 9, 7]",0.2931379347858917,"if_then_else(if_then_else(repeat(repeat([3])), sub(addOneAll([10]), repeat([7])), div(repeat(sub(add(if_then_else([7], [5], [5], [10]), mul([12], [12])), sub(mul([9], [13]), sub([12], [5])))), sub([8], [7])), if_then_else(concatenate([11], [11]), subOneAll([6]), mul([7], [3]), addOneAll(if_then_else([9], concatenate(concatenate(mul([7], [4]), concatenate([9], [5])), [13]), [5], [10])))), addOneAll(repeat(mul([13], [8]))), concatenate([3], [12]), sub(add(if_then_else([9], [5], [5], [10]), mul([2], [7])), sub(mul([9], [13]), sub([12], [5]))))","[3, 3, 3, 3, 7, 7, 7, 4, 9, 7]"
81,10.0,60,"[6, 7, 7, 7, 7]",0.3816530575991576,"div(mul(repeat(add(concatenate(if_then_else([7], [2], [8], [3]), add(repeat([3]), [2])), sub([11], if_then_else([13], [11], [11], [1])))), sub(repeat(repeat([3])), concatenate(div(div([7], [11]), if_then_else([1], [9], [12], [1])), add(div([10], [1]), repeat([10]))))), mul(addOneAll(div(if_then_else(sub([1], repeat(subOneAll(add(mul(mul([13], [4]), if_then_else([13], [8], [13], [13])), concatenate(div([3], [5]), concatenate([2], [4])))))), concatenate([1], [6]), repeat([11]), concatenate([9], [1])), subOneAll(repeat([1])))), concatenate(mul(if_then_else(div([7], [9]), subOneAll(div([10], [6])), add(sub(repeat([3]), mul([7], [11])), [3]), if_then_else([3], [5], [4], [8])), if_then_else(subOneAll([12]), addOneAll([13]), addOneAll([5]), div([5], [8]))), concatenate(add([9], subOneAll(repeat([11]))), [13]))))","[7, 3, 3, 6, 7, 3, 3, 7]"
82,10.024390243902438,56,"[7, 7, 7, 7, 7, 7]",0.33333333333333337,"repeat(addOneAll(concatenate(mul([10], add([3], [3])), if_then_else([3], subOneAll([4]), subOneAll(add([10], [9])), if_then_else([3], subOneAll([4]), if_then_else(if_then_else([3], subOneAll([4]), if_then_else([13], [2], [1], [10]), mul(repeat(add([8], [5])), [7])), [2], [10], [10]), mul(repeat([10]), [7]))))))","[7, 4, 4, 11, 7, 7, 4, 4, 11, 7]"
83,10.024096385542169,38,"[3, 4, 3, 4, 3, 4, 9, 3, 4, 3, 4, 3, 4]",0.30187190239662887,"if_then_else(concatenate(div(div(if_then_else(mul(if_then_else([7], [1], [13], [7]), [6]), repeat([5]), sub([1], [2]), if_then_else([10], [9], [7], [10])), mul(div([10], [6]), concatenate([12], [5]))), concatenate(if_then_else(sub([3], [11]), sub([5], [4]), subOneAll([5]), repeat([13])), subOneAll(div([13], [2])))), add(div(if_then_else(mul(if_then_else([7], [1], [13], [7]), [6]), repeat([5]), sub([1], [2]), [8]), mul(repeat([13]), repeat([11]))), div(sub(repeat([7]), add([4], [10])), sub(subOneAll([7]), mul([7], [8]))))), addOneAll(repeat(sub(mul([11], [12]), add([9], [1])))), add(repeat([5]), sub(sub(mul(concatenate([8], [7]), repeat([13])), repeat(repeat([7]))), if_then_else(mul(add([9], [2]), mul([10], [6])), addOneAll(sub([13], [2])), subOneAll([8]), sub(repeat([7]), sub([11], [10]))))), sub(concatenate(sub(if_then_else(repeat([9]), addOneAll([4]), add([1], [9]), sub([13], [5])), addOneAll(concatenate([6], [12]))), subOneAll(mul(if_then_else([13], [12], [5], [5]), repeat([10])))), sub(if_then_else(concatenate(addOneAll([8]), concatenate([7], [2])), mul(sub([5], [8]), subOneAll([8])), mul(mul([11], addOneAll([4])), add([8], [7])), concatenate(concatenate([5], [9]), sub([2], [13]))), concatenate(sub(sub([13], if_then_else(concatenate(addOneAll(concatenate(concatenate(repeat([7]), add([8], [1])), addOneAll(concatenate([5], [5])))), mul(div(sub(subOneAll([7]), mul([4], [12])), div(if_then_else([4], [13], [5], [1]), add([5], [10]))), add(add(add([2], [4]), mul([13], [3])), sub(addOneAll([7]), subOneAll([3]))))), concatenate(subOneAll(concatenate(add(concatenate([10], [3]), addOneAll([7])), repeat(mul([11], [4])))), if_then_else(add(repeat(add([12], [4])), repeat(repeat([13]))), sub(add(add([7], [7]), sub([8], [3])), mul(mul([5], [1]), if_then_else([11], [2], [1], [4]))), subOneAll(if_then_else(add([4], [10]), repeat([9]), sub(repeat(add(subOneAll(addOneAll([1])), concatenate(div([6], [10]), sub(concatenate(addOneAll(subOneAll(if_then_else(div([7], [9]), div([7], [6]), subOneAll([11]), if_then_else([5], [3], [6], [8])))), add(mul(concatenate(if_then_else([6], [7], [11], [6]), sub([11], [4])), sub(mul([3], [5]), sub([5], [5]))), subOneAll(subOneAll(add([1], [11]))))), [9])))), [1]), addOneAll([12]))), repeat(mul(mul([3], [3]), add([7], [3]))))), addOneAll(add(concatenate(subOneAll(if_then_else([11], [10], [10], [3])), subOneAll(repeat([3]))), concatenate(concatenate(subOneAll([4]), mul([3], [9])), repeat(sub([8], [8]))))), addOneAll(if_then_else(repeat(sub(add([2], [4]), sub([5], [3]))), concatenate(sub(add([3], [3]), mul([13], [1])), if_then_else(div([11], [7]), subOneAll([8]), sub(subOneAll([7]), mul([7], [8])), addOneAll([12]))), addOneAll(addOneAll(add([12], [2]))), add(add(subOneAll([3]), sub([9], [8])), subOneAll(add([12], [5]))))))), subOneAll([12])), add(mul([4], [13]), [7])))))","[7, 4, 1, 7, 4, 10, 9, 9, 3, 12, 3]"
84,10.0,36,"[7, 7, 7, 7, 7, 7, 7]",0.2928932188134524,"subOneAll(repeat(repeat(if_then_else([8], [9], [4], repeat(repeat(if_then_else([8], [13], [4], [9])))))))","[7, 3, 7, 3, 7, 3, 7, 3]"
