gen,nevals,avg,min,max
0,80,753.45,12.0,1000.0
1,2,99.85,12.0,1000.0
2,4,12.575,12.0,13.0
3,2,12.025,12.0,13.0
4,0,12.0,12.0,12.0
5,6,12.0875,11.0,17.0
6,3,11.875,11.0,13.0
7,2,11.3875,11.0,12.0
8,5,11.025,11.0,13.0
9,5,11.0875,11.0,18.0
10,2,11.0,11.0,11.0
11,3,11.0125,11.0,12.0
12,2,11.0,11.0,11.0
13,1,11.0,11.0,11.0
14,4,11.2,11.0,27.0
15,3,11.0,11.0,11.0
16,6,11.1625,11.0,22.0
17,7,23.4125,11.0,1000.0
18,6,11.0125,11.0,12.0
19,2,11.0625,11.0,16.0
20,3,11.0125,11.0,12.0
21,5,11.0125,11.0,12.0
22,5,11.0,11.0,11.0
23,6,11.2125,11.0,28.0
24,2,11.0,11.0,11.0
25,7,11.025,11.0,13.0
26,2,11.0,11.0,11.0
27,5,11.025,11.0,12.0
28,4,11.0,11.0,11.0
29,2,11.0,11.0,11.0
30,5,11.0,11.0,11.0
31,3,11.0125,11.0,12.0
32,3,11.0125,11.0,12.0
33,3,11.0,11.0,11.0
34,8,11.0375,11.0,13.0
35,5,11.0,11.0,11.0
36,3,11.0,11.0,11.0
37,3,11.0125,11.0,12.0
38,0,11.0,11.0,11.0
39,3,11.0125,11.0,12.0
40,5,11.0,11.0,11.0
41,6,11.0125,11.0,12.0
42,2,11.0,11.0,11.0
43,2,11.0,11.0,11.0
44,4,11.0,11.0,11.0
45,6,11.0125,11.0,12.0
46,7,11.0125,11.0,12.0
47,2,11.0,11.0,11.0
48,4,11.0,11.0,11.0
49,2,11.0,11.0,11.0
50,5,11.0125,11.0,12.0
51,1,11.0,11.0,11.0
52,4,11.0125,11.0,12.0
53,4,11.0,11.0,11.0
54,2,10.9875,10.0,11.0
55,6,10.975,10.0,14.0
56,3,10.6125,10.0,13.0
57,2,10.025,10.0,11.0
58,4,10.0,10.0,10.0
59,2,10.2375,10.0,28.0
60,2,10.0125,10.0,11.0
,,,,
gen,nevals,avg,min,max
0,80,778.0875,13.0,1000.0
1,17,161.5875,13.0,1000.0
2,11,25.375,13.0,1000.0
3,16,25.3625,13.0,1000.0
4,9,25.45,13.0,1000.0
5,18,13.1,13.0,18.0
6,14,25.3625,13.0,1000.0
7,11,13.0125,13.0,14.0
