cross,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,175.0,3,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.11303140601637607,"[6, 3, 6, 10, 4, 10, 4]"
0.1,175.0,4,"[1, 3]",0.29445934871230206,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 11]"
0.2,175.0,7,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.5954800825220548,"[4, 4, 4, 10, 4, 4, 4, 10]"
0.3,175.0,31,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.48574052277342006,"[3, 2, 11, 2, 4, 4, 10]"
0.4,174.975,31,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.2022759647825344,"[10, 5, 10, 10, 11, 3, 2, 6, 10, 5, 10, 10, 11, 3, 2, 6]"
0.5,175.0,45,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.1748770475194381,"[6, 6, 6, 6, 10, 4, 6, 6, 6, 6, 6, 10, 4, 6]"
0.6,174.95,43,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.614305392080065,"[11, 5, 10, 13, 3, 2, 5, 12, 4]"
0.7,174.938,30,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.24074339763470354,"[6, 6, 2, 2, 10, 12, 6, 6, 2, 2, 10, 12, 6, 6, 2, 2, 10, 12, 6, 6, 2, 2, 10, 12]"
0.8,174.95,45,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.5149287499273341,"[5, 10, 5, 10, 5, 10, 5, 10]"
