size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,160.062,41,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.27475933237715777,"[3, 6, 4, 3, 6, 4, 2, 2, 6, 6]"
81,174.988,50,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.33100639199432735,"[3, 3, 3, 4, 6, 6, 6, 6, 3, 3, 3, 4, 6, 6, 6, 6]"
82,174.976,37,"[1, 3]",0.3195861825602284,"[10, 3, 3, 3, 3, 3, 4, 10, 3, 3, 3, 3, 3, 4]"
83,174.976,46,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.3957553791169295,"[13, 10, 10, 13, 10, 10, 13, 10, 10, 13, 10, 10, 13, 10, 10, 13, 10, 10, 13, 10, 10, 13, 10, 11]"
84,174.976,39,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.44487261834663105,"[4, 3, 4, 6, 2, 6, 2, 2, 2, 2, 2, 4, 13, 4, 10]"
