optimal,Avg_max_fit,Gen,Dataset,CosDist,Hof
36677,109.0,17,"[6, 6, 6, 6]",0.6077677297236319,"if_then_else(concatenate(addOneAll(repeat(concatenate(concatenate([2], [5]), div([11], [9])))), repeat(sub(div(addOneAll([4]), addOneAll([3])), sub(mul([11], [6]), concatenate([12], [10]))))), div(div(addOneAll(mul(addOneAll([4]), add([7], [6]))), repeat(sub(sub([8], [12]), subOneAll([6])))), addOneAll(repeat(concatenate(mul([8], [3]), concatenate([4], [4]))))), subOneAll(sub(addOneAll(concatenate(concatenate([6], [11]), sub([4], [6]))), mul(div(subOneAll([2]), add([8], [9])), concatenate(sub([1], [13]), mul([4], [2]))))), sub(addOneAll(mul(if_then_else(sub([6], [6]), if_then_else([11], [11], [9], [4]), subOneAll([4]), if_then_else([7], [6], [8], [10])), div(repeat([6]), mul([12], [7])))), addOneAll(add(subOneAll(add([1], [13])), addOneAll(div([5], [1]))))))","[3, 6, 3, 3, 6, 3, 12, 12, 2, 11]"
37574,109.0,13,"[6, 6, 6, 6]",1.0,"concatenate(add(sub(if_then_else([5], [12], [10], [10]), addOneAll([7])), if_then_else(add([12], [8]), if_then_else([2], [11], [7], [9]), sub([8], [8]), mul([8], [9]))), concatenate(addOneAll(mul([5], [7])), if_then_else(mul([12], [2]), mul([10], [9]), add([5], [7]), subOneAll([12]))))","[5, 12, 11, 12, 13]"
39087,109.0,21,"[6, 6, 6, 6]",1.0,"concatenate(add(concatenate(add(subOneAll(if_then_else([4], [9], [12], [1])), div(mul([3], [13]), sub([4], [13]))), mul(addOneAll(mul([11], [10])), if_then_else(div([4], [5]), if_then_else([13], [3], [2], [6]), mul([13], [7]), sub([3], [8])))), add(add(concatenate(if_then_else([6], [10], [11], [1]), if_then_else([2], [5], [8], [13])), addOneAll(add([11], [12]))), repeat(concatenate(mul([8], [6]), add([11], [2]))))), concatenate(sub(sub(addOneAll(mul([2], [9])), concatenate(div([8], [3]), div([1], [13]))), if_then_else(add(mul([11], [7]), mul([13], [4])), if_then_else(concatenate([8], [9]), addOneAll([9]), concatenate([4], [3]), repeat([5])), mul(addOneAll([2]), subOneAll([1])), if_then_else(if_then_else([13], [8], [1], [6]), sub([12], [2]), add([4], [1]), addOneAll([3])))), add(repeat(if_then_else(div([12], [9]), div([10], [3]), repeat([4]), div([7], [12]))), subOneAll(if_then_else(subOneAll([7]), subOneAll([7]), concatenate([12], [11]), if_then_else([8], [3], [6], [7]))))))","[3, 13, 3, 4, 2, 4, 4, 2, 4, 10]"
40123,109.0,12,"[6, 6, 6, 6]",0.6220355269907728,"concatenate(sub(subOneAll(div(if_then_else(div([12], [2]), subOneAll([8]), add([3], [12]), mul([13], [5])), repeat(addOneAll([11])))), if_then_else(sub(div(addOneAll([10]), subOneAll([13])), add(sub([10], [10]), concatenate([1], [4]))), repeat(if_then_else(if_then_else([7], [1], [13], [4]), div([8], [5]), sub([7], [4]), add([8], [10]))), mul(mul(div([4], [10]), repeat([10])), addOneAll(concatenate([5], [5]))), addOneAll(if_then_else(div([2], [9]), mul([6], [12]), if_then_else([10], [8], [9], [3]), repeat([8]))))), if_then_else(div(add(repeat(subOneAll([3])), add(mul([8], [7]), div([7], [1]))), sub(div(div([5], [4]), mul([4], [1])), addOneAll(sub([11], [13])))), add(if_then_else(div(sub([10], [3]), div([13], [5])), add(if_then_else([4], [5], [9], [3]), if_then_else([13], [10], [7], [10])), subOneAll(sub([10], [7])), repeat(repeat([4]))), concatenate(repeat(addOneAll([12])), add(addOneAll([11]), mul([13], [13])))), div(subOneAll(concatenate(sub([13], [5]), div([1], [10]))), add(if_then_else(div([10], [8]), mul([4], [11]), concatenate([6], [9]), mul([1], [1])), mul(addOneAll([4]), add([10], [12])))), mul(subOneAll(addOneAll(subOneAll([2]))), if_then_else(mul(repeat([12]), add([4], [6])), sub(if_then_else([9], [13], [10], [2]), div([12], [12])), concatenate(if_then_else([6], [6], [1], [10]), add([1], [8])), sub(addOneAll([13]), repeat([5]))))))","[6, 2, 2, 3, 13]"
40989,109.0,21,"[6, 6, 6, 6]",0.4654775161751512,"if_then_else(if_then_else(repeat(add(sub(repeat([4]), if_then_else([10], [13], [13], [7])), div(repeat([1]), add([13], [9])))), subOneAll(add(add(add([9], [3]), repeat([5])), subOneAll(concatenate([6], [3])))), sub(add(subOneAll(subOneAll([4])), sub(if_then_else([4], [9], [5], [6]), mul([11], [1]))), concatenate(sub(subOneAll([9]), mul([2], [3])), concatenate(add([7], [2]), repeat([4])))), subOneAll(concatenate(div(sub([10], [1]), subOneAll([1])), concatenate(addOneAll([9]), mul([11], [10]))))), concatenate(concatenate(add(div(subOneAll([7]), subOneAll([13])), sub(mul([2], [12]), sub([9], [1]))), div(addOneAll(repeat([13])), sub(div([5], [12]), sub([7], [13])))), if_then_else(concatenate(mul(subOneAll([12]), if_then_else([13], [1], [3], [3])), mul(concatenate([5], [10]), div([7], [5]))), if_then_else(div(div([1], [11]), addOneAll([1])), add(concatenate([6], [4]), mul([9], [10])), add(div([1], [1]), addOneAll([13])), subOneAll(addOneAll([4]))), addOneAll(concatenate(div([9], [9]), addOneAll([8]))), concatenate(repeat(subOneAll([4])), if_then_else(repeat([6]), div([5], [12]), concatenate([13], [12]), add([8], [7]))))), sub(addOneAll(subOneAll(concatenate(add([3], [1]), sub([12], [8])))), repeat(repeat(repeat(addOneAll([10]))))), sub(subOneAll(if_then_else(subOneAll(sub([8], [1])), add(mul([4], [5]), sub([6], [11])), mul(sub([9], [7]), subOneAll([12])), mul(if_then_else([3], [10], [2], [10]), add([3], [5])))), if_then_else(repeat(subOneAll(addOneAll([3]))), div(mul(div([4], [11]), concatenate([1], [8])), mul(div([5], [10]), if_then_else([12], [6], [4], [5]))), sub(if_then_else(if_then_else([7], [4], [2], [8]), mul([2], [13]), concatenate([8], [8]), concatenate([12], [5])), if_then_else(div([13], [11]), add([6], [6]), sub([10], [13]), addOneAll([8]))), addOneAll(div(subOneAll([10]), addOneAll([5]))))))","[4, 10, 4, 10, 6, 6, 2, 3]"
42150,109.0,22,"[6, 6, 6, 6]",0.44529980377477085,"concatenate(subOneAll(concatenate(div([7], [9]), repeat([7]))), mul(concatenate(if_then_else([12], [9], [8], [10]), if_then_else([13], [3], [4], [1])), concatenate(add([6], [4]), repeat([10]))))","[13, 6, 6, 12, 10, 13, 12]"
43015,109.0,23,"[6, 6, 6, 6]",0.6464466094067263,"if_then_else(concatenate(concatenate([6], [11]), sub([11], [12])), concatenate(if_then_else([3], [6], [13], [6]), sub([11], [2])), concatenate(subOneAll([7]), addOneAll([8])), if_then_else(addOneAll([3]), sub([13], [11]), subOneAll([10]), concatenate([1], [1])))","[6, 11, 13, 4, 1, 1]"
43928,109.0,19,"[6, 6, 6, 6]",0.29289321881345254,"mul(concatenate(concatenate(mul([7], [2]), concatenate([10], [6])), if_then_else(if_then_else([3], [4], [11], if_then_else(repeat(repeat(div(add(repeat(mul(repeat(repeat([7])), concatenate(concatenate([7], [5]), if_then_else([3], [9], [7], [1])))), if_then_else(add(add(concatenate([1], [12]), div([9], [9])), div(add([1], [5]), addOneAll([9]))), if_then_else(div(sub([12], [11]), mul([6], [7])), if_then_else(add([1], [10]), if_then_else([12], [11], [5], [7]), if_then_else([8], [4], [10], [1]), sub([10], [2])), addOneAll(mul([8], [6])), sub(concatenate([9], [7]), concatenate([8], [5]))), addOneAll(subOneAll(sub([6], [5]))), addOneAll(addOneAll(mul([2], [12]))))), subOneAll(concatenate(add(subOneAll(subOneAll([7])), concatenate(addOneAll([10]), div([11], [8]))), add(sub(if_then_else([9], [13], [9], [4]), repeat([4])), if_then_else(subOneAll([13]), repeat([3]), div([5], [4]), sub([12], [6])))))))), repeat(div([7], [6])), addOneAll(add([3], [4])), if_then_else(div([6], [4]), repeat([5]), subOneAll([13]), add([2], [1])))), concatenate([12], [13]), mul([13], [9]), addOneAll([12]))), addOneAll(concatenate(subOneAll([5]), subOneAll([11]))))","[2, 10, 6, 3, 11, 6]"
44877,109.0,20,"[6, 6, 6, 6]",1.0,"repeat(subOneAll(repeat(addOneAll(if_then_else([12], [13], [4], [7])))))","[12, 4, 12, 4, 12, 4, 12, 4]"
45805,109.0,12,"[6, 6, 6, 6]",1.0,"mul(div(div(if_then_else(sub(subOneAll([12]), if_then_else([2], [1], [6], [5])), sub(sub([13], [11]), mul([6], [11])), subOneAll(repeat([8])), concatenate(if_then_else([3], [6], [12], [1]), if_then_else([1], [13], [12], [8]))), add(div(repeat([1]), subOneAll([8])), addOneAll(sub([6], [8])))), concatenate(div(mul(concatenate([6], [2]), if_then_else([9], add(concatenate([5], [13]), addOneAll([4])), [13], [9])), repeat(repeat([11]))), if_then_else(add(if_then_else([13], [2], [9], [6]), div([1], [11])), addOneAll(subOneAll([5])), mul(mul([11], [1]), concatenate([9], [4])), repeat(concatenate([2], [3]))))), repeat(repeat(if_then_else(repeat(subOneAll([5])), mul(mul([10], [9]), add([12], [11])), add(div([10], [7]), sub([4], [12])), concatenate(addOneAll([4]), addOneAll([1]))))))","[10, 3, 12, 1, 13]"
