rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
17350,108.967,46,"[6, 6, 6, 6]",1.0,"[12, 3, 12, 3, 12, 3, 12, 10, 3, 4, 4, 4, 3]"
18358,108.978,37,"[6, 6, 6, 6]",0.5285954792089682,"[6, 2, 13, 2, 2, 4, 4, 6]"
19343,109.0,34,"[6, 6, 6, 6]",1.0,"[4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1]"
20511,108.989,28,"[6, 6, 6, 6]",0.5,"[11, 3, 1, 6, 11, 3, 1, 6]"
21487,109.0,67,"[6, 6, 6, 6]",0.6666666666666667,"[10, 6, 11, 11, 3, 2, 4]"
