gen,nevals,avg,min,max
0,84,787.8095238095239,7.0,1000.0
1,65,151.64285714285714,7.0,1000.0
2,64,19.976190476190474,7.0,1000.0
3,69,7.285714285714286,6.0,9.0
4,58,7.2976190476190474,6.0,24.0
5,67,30.238095238095237,6.0,1000.0
6,64,18.095238095238095,6.0,1000.0
7,58,6.369047619047619,6.0,27.0
8,62,6.226190476190476,6.0,12.0
9,71,6.0476190476190474,6.0,7.0
10,64,6.095238095238095,6.0,8.0
11,65,18.226190476190474,6.0,1000.0
12,58,18.083333333333332,6.0,1000.0
13,63,6.261904761904762,6.0,22.0
14,65,18.0,6.0,1000.0
15,72,6.071428571428571,6.0,10.0
16,62,6.011904761904762,6.0,7.0
17,57,6.273809523809524,6.0,28.0
18,68,6.083333333333333,6.0,10.0
19,62,6.035714285714286,6.0,7.0
20,62,17.892857142857142,6.0,1000.0
21,61,17.833333333333332,6.0,1000.0
22,55,6.0476190476190474,6.0,10.0
23,67,17.86904761904762,6.0,1000.0
24,59,17.857142857142858,6.0,1000.0
25,62,17.88095238095238,6.0,1000.0
26,69,6.071428571428571,6.0,10.0
27,65,6.035714285714286,6.0,8.0
28,57,6.083333333333333,6.0,10.0
29,61,6.214285714285714,6.0,22.0
30,57,6.011904761904762,6.0,7.0
31,57,6.011904761904762,6.0,7.0
32,64,6.095238095238095,6.0,13.0
33,65,6.2023809523809526,6.0,13.0
34,59,6.119047619047619,6.0,10.0
35,58,6.059523809523809,6.0,10.0
36,60,6.345238095238095,6.0,32.0
37,71,6.095238095238095,6.0,10.0
38,56,6.0,6.0,6.0
39,63,6.142857142857143,6.0,13.0
40,58,6.0,6.0,6.0
41,62,6.0,6.0,6.0
42,60,6.011904761904762,6.0,7.0
43,65,6.011904761904762,6.0,7.0
44,62,6.0,6.0,6.0
45,64,6.095238095238095,6.0,13.0
46,58,6.0,6.0,6.0
47,55,6.0,6.0,6.0
48,65,6.821428571428571,6.0,75.0
49,64,6.0,6.0,6.0
