cross,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,121.0,5,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.7094899330061759,"[3, 10, 3, 3, 3, 5, 3, 4, 4]"
0.1,121.0,12,"[1, 2, 1, 9, 2]",0.4836022205056778,"[8, 12, 2, 2, 12, 2, 13]"
0.2,121.0,14,"[1, 2, 1, 9, 2]",0.7678964587257362,"[12, 12, 3, 6, 3, 2, 3, 2, 13, 12, 10, 6, 6]"
0.3,121.0,28,"[1, 2, 1, 9, 2]",0.7777777777777778,"[12, 12, 12, 4, 8, 2, 6, 6, 8, 2, 6, 6, 10, 13]"
0.4,120.962,27,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.7333845302912432,"[3, 10, 5, 2, 3, 12, 3, 12, 10, 5, 2, 3, 12, 3, 12]"
0.5,121.0,15,"[1, 2, 1, 9, 2]",0.6666666666666667,"[5, 4, 2, 6, 5, 4, 2, 6, 5, 4, 2, 6, 5, 4, 2, 6]"
0.6,121.0,46,"[1, 2, 1, 9, 2]",0.8470561774196255,"[11, 5, 13, 5, 2, 5, 5]"
0.7,120.962,50,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.795401698158858,"[3, 4, 13, 3, 13, 6, 3, 4, 13, 3, 13, 6, 3, 4, 13, 3, 13, 6, 3, 4, 13, 3, 13, 6]"
0.8,121.0,45,"[1, 2, 1, 9, 2]",0.42264973081037427,"[12, 8, 2, 2, 2, 10, 12, 8, 2, 2, 2, 10]"
