gen,nevals,avg,min,max
0,84,[-696.89285714  727.91666667],[-1000.     4.],[ 109. 1000.]
1,62,[-11.1547619  114.03571429],[-1000.     4.],[ 109. 1000.]
2,68,[82.11904762 31.39285714],[-1000.     4.],[ 109. 1000.]
3,64,[68.86904762 41.48809524],[-1000.     4.],[ 109. 1000.]
4,68,[68.97619048 40.88095238],[-1000.     4.],[ 109. 1000.]
5,62,[82.47619048 27.9047619 ],[-1000.     4.],[ 109. 1000.]
6,62,[82.52380952 27.76190476],[-1000.     4.],[ 109. 1000.]
7,60,[108.98809524   4.01190476],[108.   3.],[109.   6.]
8,57,[108.85714286   4.39285714],[102.   4.],[109.  22.]
9,68,[108.98809524   4.01190476],[108.   4.],[109.   5.]
10,69,[95.75       15.97619048],[-1000.     4.],[ 109. 1000.]
11,58,[109.           4.07142857],[109.   4.],[109.  10.]
12,56,[108.97619048   4.05952381],[107.   4.],[109.   8.]
13,66,[82.55952381 27.78571429],[-1000.     4.],[ 109. 1000.]
14,67,[95.79761905 15.86904762],[-1000.     3.],[ 109. 1000.]
15,61,[108.92857143   4.0952381 ],[103.   3.],[109.  16.]
16,62,[95.79761905 15.61904762],[-1000.     3.],[ 109. 1000.]
17,66,[108.98809524   3.20238095],[108.   3.],[109.   4.]
18,63,[108.97619048   3.01190476],[108.   3.],[109.   4.]
19,68,[109.   3.],[109.   3.],[109.   3.]
20,54,[109.           3.03571429],[109.   3.],[109.   5.]
21,65,[69.38095238 38.79761905],[-1000.     3.],[ 109. 1000.]
22,65,[82.57142857 26.82142857],[-1000.     3.],[ 109. 1000.]
23,64,[82.57142857 26.75      ],[-1000.     3.],[ 109. 1000.]
24,60,[82.5952381  26.73809524],[-1000.     3.],[ 109. 1000.]
25,61,[108.95238095   3.01190476],[107.   3.],[109.   4.]
26,53,[95.78571429 14.88095238],[-1000.     3.],[ 109. 1000.]
27,67,[95.79761905 14.88095238],[-1000.     3.],[ 109. 1000.]
28,55,[56.10714286 50.80952381],[-1000.     3.],[ 109. 1000.]
29,65,[108.96428571   3.03571429],[108.   2.],[109.   8.]
30,58,[82.5952381  26.73809524],[-1000.     3.],[ 109. 1000.]
31,58,[69.39285714 38.60714286],[-1000.     3.],[ 109. 1000.]
32,60,[108.95238095   3.07142857],[106.   3.],[109.   7.]
33,72,[95.73809524 15.1547619 ],[-1000.     3.],[ 109. 1000.]
34,55,[82.57142857 26.80952381],[-1000.     3.],[ 109. 1000.]
35,61,[109.   3.],[109.   3.],[109.   3.]
36,66,[109.   3.],[109.   3.],[109.   3.]
37,72,[82.5952381  26.78571429],[-1000.     3.],[ 109. 1000.]
38,51,[109.   3.],[109.   3.],[109.   3.]
39,64,[95.79761905 14.88095238],[-1000.     3.],[ 109. 1000.]
40,63,[95.76190476 14.91666667],[-1000.     3.],[ 109. 1000.]
41,64,[108.98809524   3.        ],[108.   2.],[109.   4.]
42,68,[95.78571429 14.88095238],[-1000.     3.],[ 109. 1000.]
43,58,[108.96428571   3.02380952],[107.   3.],[109.   4.]
44,75,[108.98809524   3.01190476],[108.   2.],[109.   4.]
45,68,[95.78571429 14.9047619 ],[-1000.     3.],[ 109. 1000.]
46,63,[108.96428571   3.13095238],[108.   3.],[109.  13.]
47,64,[109.   3.],[109.   3.],[109.   3.]
48,71,[95.75       15.20238095],[-1000.     3.],[ 109. 1000.]
49,61,[109.           3.01190476],[109.   3.],[109.   4.]
50,65,[108.96428571   3.02380952],[107.   3.],[109.   4.]
51,63,[95.79761905 14.88095238],[-1000.     3.],[ 109. 1000.]
52,64,[82.57142857 26.75      ],[-1000.     3.],[ 109. 1000.]
53,63,[108.98809524   3.01190476],[108.   3.],[109.   4.]
54,62,[95.76190476 14.89285714],[-1000.     3.],[ 109. 1000.]
55,67,[108.97619048   3.05952381],[108.   3.],[109.   6.]
56,62,[109.   3.],[109.   3.],[109.   3.]
57,62,[95.79761905 14.86904762],[-1000.     3.],[ 109. 1000.]
58,59,[109.   3.],[109.   3.],[109.   3.]
59,61,[109.           3.01190476],[109.   3.],[109.   4.]
60,60,[108.95238095   3.10714286],[106.   3.],[109.  11.]
,,,,
gen,nevals,avg,min,max
0,84,[-736.46428571  763.61904762],[-1000.     3.],[ 109. 1000.]
1,62,[-116.64285714  208.48809524],[-1000.     3.],[ 109. 1000.]
2,66,[68.73809524 42.08333333],[-1000.     3.],[ 109. 1000.]
3,54,[95.69047619 15.73809524],[-1000.     3.],[ 109. 1000.]
4,64,[95.45238095 15.32142857],[-1000.     2.],[ 109. 1000.]
5,62,[95.67857143 15.13095238],[-1000.     3.],[ 109. 1000.]
6,59,[95.73809524 14.89285714],[-1000.     2.],[ 109. 1000.]
7,63,[108.91666667   3.0952381 ],[108.   3.],[109.  10.]
8,68,[95.6547619  15.07142857],[-1000.     3.],[ 109. 1000.]
9,64,[108.94047619   3.04761905],[108.   3.],[109.   7.]
10,62,[95.76190476 14.89285714],[-1000.     3.],[ 109. 1000.]
11,63,[108.98809524   3.02380952],[108.   3.],[109.   5.]
12,64,[95.75       14.91666667],[-1000.     3.],[ 109. 1000.]
13,68,[108.91666667   3.30952381],[106.   3.],[109.  18.]
14,63,[108.98809524   3.        ],[108.   3.],[109.   3.]
15,55,[95.77380952 14.91666667],[-1000.     3.],[ 109. 1000.]
16,64,[108.94047619   3.05952381],[106.   3.],[109.   8.]
