optimal,Avg_max_fit,Gen,Dataset,CosDist,Hof
36360,175.0,9,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.4669982091109739,"repeat(concatenate(addOneAll(concatenate(concatenate(div([7], [2]), addOneAll([2])), div(subOneAll([8]), sub([6], [9])))), mul(addOneAll(add(mul([11], [9]), concatenate([4], [10]))), if_then_else(div(sub(addOneAll(repeat(repeat([8]))), repeat(add(subOneAll([2]), repeat([12])))), subOneAll(mul(repeat(sub([5], [13])), div(div([10], [1]), repeat([6]))))), concatenate(if_then_else(subOneAll(concatenate(div([12], [1]), div([2], [7]))), sub(if_then_else(sub([3], [1]), if_then_else([12], [9], [13], [3]), addOneAll([6]), add([7], [10])), concatenate(add([1], [2]), repeat([11]))), add(repeat(addOneAll([8])), subOneAll(sub([4], [9]))), repeat(concatenate(mul([6], [7]), subOneAll([6])))), concatenate(repeat(div(mul([9], [7]), concatenate([9], [11]))), div(concatenate(concatenate([13], [11]), sub([2], [12])), mul(add([6], [12]), div([7], [9]))))), subOneAll(subOneAll(add(if_then_else(div([3], [6]), if_then_else([9], [5], [9], [10]), subOneAll([4]), addOneAll([2])), concatenate(concatenate([12], [7]), concatenate([9], [7]))))), concatenate(repeat(concatenate(div(sub([9], [1]), subOneAll([8])), addOneAll(mul([5], [5])))), add(div(mul(repeat([7]), addOneAll([11])), subOneAll(subOneAll([7]))), sub(subOneAll(div([10], [1])), addOneAll(concatenate([13], [13])))))))))","[5, 4, 2, 6, 5, 4, 2, 6]"
