cross,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,121.0,3,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.7772615814441182,"[4, 13, 8, 4, 8, 4, 3]"
0.1,121.0,31,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.8607884884025738,"[11, 11, 6, 8, 11, 4, 8]"
0.2,121.0,33,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.7215769768051477,"[4, 12, 4, 12, 2, 12, 3]"
0.3,121.0,19,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.6861605314204351,"[3, 4, 3, 4, 11, 3, 11]"
0.4,121.0,36,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.7372021304776027,"[6, 3, 2, 12, 5, 4, 6, 3, 2, 12, 5, 13, 12, 10, 5]"
0.5,120.988,39,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.730418066991404,"[3, 13, 5, 3, 13, 5, 4, 4]"
0.6,120.975,37,"[1, 2, 1, 9, 2]",0.4836022205056778,"[11, 5, 2, 2, 2, 5, 4]"
0.7,120.912,13,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.8871822526231224,"[12, 6, 11, 10, 12, 6, 11, 10, 5, 12, 6, 11, 10, 12, 6, 11, 10, 10]"
0.8,120.975,28,"[9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 3, 5, 11, 4, 1, 3, 12, 4, 2]",0.8112926468939827,"[8, 11, 4, 8, 4, 8, 3, 13]"
