gen,nevals,avg,min,max
0,80,702.9625,7.0,1000.0
1,0,120.05,7.0,1000.0
2,0,7.4625,7.0,9.0
3,0,7.0,7.0,7.0
4,0,7.0,7.0,7.0
5,0,7.0,7.0,7.0
6,0,7.0,7.0,7.0
7,0,7.0,7.0,7.0
8,0,7.0,7.0,7.0
9,0,7.0,7.0,7.0
10,0,7.0,7.0,7.0
11,0,7.0,7.0,7.0
12,0,7.0,7.0,7.0
13,0,7.0,7.0,7.0
14,0,7.0,7.0,7.0
15,0,7.0,7.0,7.0
16,0,7.0,7.0,7.0
17,0,7.0,7.0,7.0
18,0,7.0,7.0,7.0
19,0,7.0,7.0,7.0
20,0,7.0,7.0,7.0
21,0,7.0,7.0,7.0
22,0,7.0,7.0,7.0
23,0,7.0,7.0,7.0
24,0,7.0,7.0,7.0
25,0,7.0,7.0,7.0
26,0,7.0,7.0,7.0
27,0,7.0,7.0,7.0
28,0,7.0,7.0,7.0
29,0,7.0,7.0,7.0
30,0,7.0,7.0,7.0
31,0,7.0,7.0,7.0
32,0,7.0,7.0,7.0
33,0,7.0,7.0,7.0
34,0,7.0,7.0,7.0
35,0,7.0,7.0,7.0
36,0,7.0,7.0,7.0
37,0,7.0,7.0,7.0
38,0,7.0,7.0,7.0
39,0,7.0,7.0,7.0
40,0,7.0,7.0,7.0
41,0,7.0,7.0,7.0
42,0,7.0,7.0,7.0
43,0,7.0,7.0,7.0
44,0,7.0,7.0,7.0
45,0,7.0,7.0,7.0
46,0,7.0,7.0,7.0
47,0,7.0,7.0,7.0
48,0,7.0,7.0,7.0
49,0,7.0,7.0,7.0
50,0,7.0,7.0,7.0
51,0,7.0,7.0,7.0
52,0,7.0,7.0,7.0
53,0,7.0,7.0,7.0
54,0,7.0,7.0,7.0
55,0,7.0,7.0,7.0
56,0,7.0,7.0,7.0
57,0,7.0,7.0,7.0
58,0,7.0,7.0,7.0
59,0,7.0,7.0,7.0
60,0,7.0,7.0,7.0
,,,,
gen,nevals,avg,min,max
0,80,665.8375,7.0,1000.0
1,4,96.025,7.0,1000.0
2,3,8.1625,7.0,19.0
3,6,7.25,7.0,15.0
4,7,7.1875,7.0,20.0
5,7,7.075,7.0,11.0
6,6,19.425,7.0,1000.0
7,8,7.15,7.0,14.0
8,5,7.05,7.0,9.0
9,7,7.025,7.0,8.0
10,5,7.0375,7.0,8.0
11,9,7.0875,7.0,13.0
12,6,7.325,7.0,26.0
13,14,7.15,7.0,15.0
14,7,7.0125,7.0,8.0
15,6,7.15,7.0,19.0
16,10,19.425,7.0,1000.0
17,10,7.3,7.0,26.0
18,4,7.1375,7.0,13.0
19,8,7.0375,7.0,9.0
20,12,7.0,7.0,7.0
21,7,7.0125,6.0,9.0
22,12,7.1875,6.0,16.0
23,9,6.85,6.0,9.0
24,5,6.4125,6.0,10.0
25,12,30.8875,6.0,1000.0
26,6,6.2625,6.0,23.0
27,6,6.025,6.0,7.0
28,7,6.1875,6.0,17.0
29,10,6.075,6.0,8.0
30,6,6.1125,6.0,15.0
31,4,6.0375,6.0,8.0
32,8,6.025,6.0,7.0
33,9,6.0125,6.0,7.0
34,8,6.275,6.0,19.0
35,7,6.0125,6.0,7.0
36,7,6.05,6.0,9.0
37,11,18.625,6.0,1000.0
38,8,6.0125,6.0,7.0
39,11,19.1875,6.0,1000.0
40,8,6.0875,6.0,11.0
41,4,6.0125,6.0,7.0
42,13,6.1125,6.0,14.0
43,13,6.05,6.0,9.0
44,6,6.0625,6.0,10.0
45,6,6.0125,6.0,7.0
46,11,6.0625,6.0,8.0
47,9,6.025,6.0,7.0
48,4,6.1,6.0,12.0
49,9,6.0,6.0,6.0
50,5,6.0375,6.0,7.0
51,7,6.05,6.0,10.0
52,12,6.0875,6.0,11.0
53,5,6.0125,6.0,7.0
54,3,6.0,6.0,6.0
55,7,6.25,6.0,26.0
56,9,6.0,6.0,6.0
57,7,6.025,6.0,7.0
58,8,6.0,6.0,6.0
59,4,6.0125,6.0,7.0
60,9,6.0375,6.0,9.0
,,,,
gen,nevals,avg,min,max
0,80,690.45,6.0,1000.0
1,14,108.0,6.0,1000.0
2,20,6.6625,6.0,14.0
3,22,18.6625,6.0,1000.0
4,16,18.8375,6.0,1000.0
5,16,6.0875,6.0,11.0
6,22,6.1375,6.0,13.0
7,12,6.025,6.0,8.0
8,13,6.0,6.0,6.0
9,12,6.025,6.0,7.0
10,22,6.1,6.0,9.0
11,14,6.0375,6.0,7.0
12,15,6.1375,6.0,14.0
13,18,6.075,6.0,9.0
14,19,6.0,6.0,6.0
15,17,6.0625,6.0,8.0
16,14,6.05,6.0,8.0
17,14,6.0,6.0,6.0
18,16,6.0,6.0,6.0
19,18,6.3,6.0,29.0
20,20,18.475,6.0,1000.0
21,23,6.0125,6.0,7.0
22,16,6.0,6.0,6.0
23,10,6.0,6.0,6.0
24,13,6.025,6.0,8.0
25,12,6.1125,6.0,15.0
26,13,6.0,6.0,6.0
27,13,6.0,6.0,6.0
28,22,6.025,6.0,7.0
29,17,6.0,6.0,6.0
30,11,6.0,6.0,6.0
31,17,6.1125,6.0,15.0
32,23,6.025,6.0,7.0
33,12,6.0,6.0,6.0
34,15,6.0125,6.0,7.0
35,17,6.025,6.0,8.0
36,14,6.025,6.0,8.0
37,19,6.0125,6.0,7.0
38,13,6.0,6.0,6.0
39,17,6.0,6.0,6.0
40,10,6.0,6.0,6.0
41,15,6.0125,6.0,7.0
42,18,6.0375,6.0,9.0
43,20,6.0,6.0,6.0
44,19,6.0,6.0,6.0
45,19,6.0,6.0,6.0
46,22,6.0,6.0,6.0
47,12,6.0,6.0,6.0
48,21,6.0,6.0,6.0
49,15,6.0,6.0,6.0
