gen,nevals,avg,min,max
0,80,740.275,7.0,1000.0
1,4,133.7,7.0,1000.0
2,4,7.875,7.0,15.0
3,5,7.0,7.0,7.0
4,7,7.0375,7.0,10.0
5,3,7.0125,7.0,8.0
6,6,7.0,6.0,8.0
7,3,6.9375,6.0,7.0
8,4,6.725,6.0,8.0
9,4,6.175,6.0,7.0
10,9,18.4625,6.0,1000.0
11,4,6.0,6.0,6.0
12,4,6.025,6.0,7.0
13,3,6.0125,6.0,7.0
14,4,6.4125,6.0,29.0
15,4,6.025,6.0,7.0
16,4,6.025,6.0,7.0
17,2,6.0125,6.0,7.0
18,3,6.0,6.0,6.0
19,6,6.0,6.0,6.0
20,5,6.0625,6.0,10.0
21,4,6.0,6.0,6.0
22,5,6.025,6.0,7.0
23,3,6.0,6.0,6.0
24,2,6.025,6.0,7.0
25,2,6.0,6.0,6.0
26,1,6.0,6.0,6.0
27,3,6.0,6.0,6.0
28,5,6.125,6.0,15.0
29,6,6.0,6.0,6.0
30,4,6.05,6.0,9.0
31,3,6.05,6.0,9.0
32,2,6.0,6.0,6.0
33,4,6.0125,6.0,7.0
34,3,6.0125,6.0,7.0
35,3,6.025,6.0,8.0
36,4,6.0125,6.0,7.0
37,4,6.0,6.0,6.0
38,2,6.0,6.0,6.0
39,8,6.025,6.0,7.0
40,6,6.0,6.0,6.0
41,8,6.0,6.0,6.0
42,3,6.0,6.0,6.0
43,3,6.0,6.0,6.0
44,3,6.0125,6.0,7.0
45,4,6.0,6.0,6.0
46,3,6.0,6.0,6.0
47,6,6.05,6.0,10.0
48,3,6.2125,6.0,23.0
49,2,6.0,6.0,6.0
50,1,6.0,6.0,6.0
51,2,6.0,6.0,6.0
52,1,6.0,6.0,6.0
53,5,6.0125,6.0,7.0
54,3,6.025,6.0,7.0
55,4,6.0125,6.0,7.0
56,6,6.0,6.0,6.0
57,4,6.0,6.0,6.0
58,3,6.0,6.0,6.0
59,2,6.0,6.0,6.0
60,5,6.0,6.0,6.0
,,,,
gen,nevals,avg,min,max
0,80,702.9,7.0,1000.0
1,12,120.4,7.0,1000.0
2,13,19.8125,7.0,1000.0
3,9,7.1125,7.0,13.0
4,5,7.0125,7.0,8.0
5,9,7.05,7.0,9.0
6,8,19.6125,7.0,1000.0
7,6,7.0375,7.0,9.0
8,13,32.05,7.0,1000.0
9,12,19.4875,7.0,1000.0
10,7,7.0,7.0,7.0
11,9,32.125,6.0,1000.0
12,16,7.075,6.0,18.0
13,12,19.1,6.0,1000.0
14,10,18.55,6.0,1000.0
15,11,6.125,6.0,9.0
16,8,6.025,6.0,7.0
17,18,18.4875,6.0,1000.0
18,3,6.0,6.0,6.0
19,10,6.0625,6.0,8.0
20,12,6.0875,6.0,7.0
21,4,6.0,6.0,6.0
22,15,6.025,6.0,7.0
23,6,18.4375,6.0,1000.0
24,17,6.0375,6.0,8.0
25,15,18.5375,6.0,1000.0
26,8,18.4625,6.0,1000.0
