size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,109.0,49,"[6, 6, 6, 6]",1.0,"[3, 10, 10, 3, 10, 5, 3, 11, 10, 4, 1]"
81,109.0,42,"[6, 6, 6, 6]",1.0,"[12, 1, 12, 11, 2, 10, 10, 11, 2, 10, 5]"
82,109.0,46,"[6, 6, 6, 6]",1.0,"[3, 1, 3, 1, 3, 1, 3, 1]"
83,108.988,41,"[6, 6, 6, 6]",1.0,"[11, 3, 3, 3, 3, 3, 3, 3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]"
84,108.964,43,"[6, 6, 6, 6]",0.7642977396044841,"[11, 4, 4, 3, 6, 2, 1, 2, 1, 3, 11, 4, 4, 3, 6, 2, 1, 2, 1, 3]"
