cross,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,109.0,4,"[6, 6, 6, 6]",0.5285954792089682,"[2, 13, 6, 2, 13, 6, 2, 1]"
0.1,109.0,12,"[6, 6, 6, 6]",1.0,"[2, 3, 2, 1, 2, 3, 2, 4]"
0.2,108.988,22,"[6, 6, 6, 6]",1.0,"[11, 4, 10, 11, 4, 10, 11, 4, 10, 11, 4, 10]"
0.3,108.988,13,"[6, 6, 6, 6]",0.7418011102528389,"[2, 6, 3, 3, 13, 3, 13, 2, 6, 3, 3, 13, 3, 13]"
0.4,109.0,11,"[6, 6, 6, 6]",0.6666666666666667,"[11, 2, 11, 5, 1, 10, 6]"
0.5,109.0,49,"[6, 6, 6, 6]",1.0,"[2, 12, 13, 12, 13, 2, 12, 13, 12, 1]"
0.6,109.0,17,"[6, 6, 6, 6]",0.6666666666666667,"[10, 10, 6, 13, 13, 10, 10, 6, 13, 13]"
0.7,108.975,45,"[6, 6, 6, 6]",0.5411685322588765,"[2, 11, 12, 12, 6, 1, 12, 6, 1]"
0.8,108.962,47,"[6, 6, 6, 6]",1.0,"[3, 1, 3, 1, 3, 1, 3, 1]"
