rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
172159,108.922,35,"[6, 6, 6, 6]",0.683772233983162,"[11, 11, 5, 6, 2, 3, 12, 1]"
172862,108.956,3,"[6, 6, 6, 6]",0.6666666666666667,"[4, 4, 6, 3, 13, 10, 11]"
173526,108.956,49,"[6, 6, 6, 6]",0.6666666666666667,"[4, 3, 1, 2, 13, 6, 1]"
174256,109.0,46,"[6, 6, 6, 6]",1.0,"[13, 1, 5, 13, 13, 1, 5, 13]"
175140,108.956,43,"[6, 6, 6, 6]",0.6220355269907728,"[11, 1, 10, 11, 1, 10, 6, 1, 6, 1]"
