size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,108.975,34,"[6, 6, 6, 6]",0.7327387580875756,"[4, 10, 12, 4, 10, 6, 13, 13]"
81,109.0,37,"[6, 6, 6, 6]",0.5,"[4, 6, 12, 10, 4, 6, 12, 10]"
82,108.976,44,"[6, 6, 6, 6]",0.8492443277111181,"[13, 2, 6, 13, 2, 1, 2, 2, 2, 2, 3, 4]"
83,108.952,43,"[6, 6, 6, 6]",1.0,"[2, 10, 12, 11, 13, 13, 13, 13]"
84,108.94,43,"[6, 6, 6, 6]",0.6984886554222364,"[13, 4, 5, 1, 1, 6, 4]"
