mutate,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,96.731,2,"[6, 7]",0.6464466094067263,"repeat(mul(if_then_else(concatenate([4], [10]), mul([2], [4]), subOneAll([13]), if_then_else([6], [3], [1], [12])), concatenate(addOneAll([1]), add([1], [7]))))","[4, 10, 6, 12, 4, 10, 6, 12]"
0.1,97.519,9,"[6, 7]",0.7867992836443896,"sub(concatenate(concatenate(repeat(addOneAll([12])), addOneAll(addOneAll([4]))), if_then_else(mul(mul([6], [7]), repeat([3])), div(addOneAll([6]), subOneAll([11])), if_then_else(add([13], [11]), div([2], [9]), if_then_else([12], [9], [1], [11]), if_then_else([2], [2], [5], [3])), subOneAll(mul([3], [12])))), concatenate(add(if_then_else(subOneAll(mul(add(mul(add([7], [8]), div([10], [10])), repeat(subOneAll([5]))), div(mul(addOneAll([7]), subOneAll([6])), sub(repeat([13]), add([10], [6]))))), concatenate(if_then_else(if_then_else(addOneAll(repeat([2])), subOneAll(concatenate([7], [1])), div(add([13], [9]), repeat([5])), concatenate(concatenate([13], [1]), repeat([10]))), concatenate(subOneAll(sub([7], [8])), add(add([1], [8]), div([7], [12]))), add(if_then_else(addOneAll([10]), repeat([3]), if_then_else([1], [6], [4], [6]), sub([5], [12])), if_then_else(sub([10], [2]), addOneAll([12]), sub([10], [13]), add([13], [4]))), sub(addOneAll(repeat([10])), add(div([9], [1]), if_then_else([8], [13], [10], [9])))), sub(repeat(add(if_then_else([10], [3], [9], [10]), addOneAll([12]))), concatenate(repeat(div([1], [2])), addOneAll(if_then_else([1], [9], [3], [11]))))), if_then_else(if_then_else(addOneAll(mul(mul([6], [11]), add([6], [10]))), addOneAll(subOneAll(add([9], [12]))), if_then_else(sub(subOneAll([11]), subOneAll([2])), mul(subOneAll([7]), mul([6], [3])), add(sub([11], [10]), div([7], [8])), repeat(div([2], [2]))), addOneAll(sub(div([3], [4]), subOneAll([11])))), add(mul(mul(sub([4], [5]), addOneAll([5])), sub(addOneAll([1]), repeat([2]))), div(div(div([4], [1]), repeat([6])), div(concatenate([4], [6]), if_then_else([11], [11], [8], [10])))), addOneAll(if_then_else(div(subOneAll([13]), subOneAll([12])), mul(add([2], [10]), div([13], [11])), add(add([4], [10]), concatenate([13], [10])), addOneAll(repeat([9])))), concatenate(concatenate(add(repeat([5]), div([5], [11])), concatenate(add([1], [9]), add([13], [6]))), div(div(add([12], [1]), subOneAll([1])), subOneAll(repeat([9]))))), div(addOneAll(add(div(if_then_else([13], [10], [5], [4]), div([10], [8])), if_then_else(add([10], [1]), sub([2], [7]), add([4], [10]), addOneAll([3])))), mul(if_then_else(if_then_else(addOneAll([3]), sub([10], [8]), addOneAll([4]), subOneAll([10])), concatenate(div([6], [12]), subOneAll([12])), concatenate(mul([3], [13]), mul([9], [4])), mul(subOneAll([1]), repeat([5]))), subOneAll(addOneAll(concatenate(addOneAll(if_then_else(add(add(mul(repeat([8]), subOneAll([11])), concatenate(repeat([12]), mul([2], [11]))), mul(div(div([9], [1]), div([8], [7])), repeat(concatenate([12], [10])))), div(div(repeat(add([1], [8])), mul(repeat([1]), mul([6], [4]))), add(repeat(concatenate([11], [10])), mul(mul([10], [6]), concatenate([8], [5])))), concatenate(subOneAll(concatenate(div([13], [7]), concatenate([12], [12]))), subOneAll(mul(addOneAll([10]), repeat([8])))), subOneAll(add(concatenate(subOneAll([13]), subOneAll([3])), repeat(mul([1], [7])))))), [8])))))), if_then_else(if_then_else([13], [12], [11], [1]), addOneAll([13]), mul([1], [9]), mul([13], [2]))), subOneAll(addOneAll(div([8], [13])))))","[13, 13, 6, 13, 12]"
0.2,96.825,4,"[6, 7]",0.5527864045000421,"concatenate(addOneAll(addOneAll(concatenate([9], [4]))), sub(sub(add(div(subOneAll(if_then_else(sub(sub([13], [10]), mul([13], [13])), div(mul([13], [8]), sub([7], [10])), repeat(subOneAll([9])), if_then_else(repeat([11]), concatenate([7], [9]), div([5], [5]), div([8], [5])))), add(mul(concatenate(div([1], [8]), mul([2], [6])), div(div([2], [9]), mul([9], [12]))), if_then_else(if_then_else(addOneAll([1]), add([7], [9]), subOneAll([5]), subOneAll([13])), mul(mul([7], [4]), add([13], [13])), concatenate(addOneAll([10]), add([3], [1])), repeat(repeat([8]))))), div(subOneAll(div(mul(repeat([9]), mul([4], [3])), div(if_then_else([8], [7], [7], [4]), div([9], [9])))), concatenate(subOneAll(concatenate(mul([6], [9]), add([13], [5]))), repeat(mul(if_then_else([2], [9], [9], [5]), if_then_else([7], [11], [12], [8])))))), div(addOneAll(add(addOneAll(subOneAll(mul([3], [7]))), add(if_then_else(add([6], [4]), addOneAll([6]), addOneAll([8]), addOneAll([10])), if_then_else(sub([6], [12]), if_then_else([3], [6], [4], [6]), subOneAll([5]), subOneAll([5]))))), sub(addOneAll(add(sub(repeat([6]), if_then_else([8], [10], [8], [2])), concatenate(mul([8], [7]), div([3], [8])))), add(concatenate(addOneAll(addOneAll([7])), mul(add([3], [7]), concatenate([2], [1]))), sub(concatenate(addOneAll([2]), sub([7], [10])), mul(add([4], [8]), div([7], [6]))))))), mul(repeat(concatenate(if_then_else(concatenate(sub(concatenate(if_then_else([5], [9], [8], [1]), add([7], [8])), add(mul([11], [4]), concatenate([5], [3]))), subOneAll(add(mul([11], [2]), concatenate([10], [4])))), sub(repeat(sub(sub([2], [12]), div([11], [9]))), sub(div(repeat([12]), sub([9], [3])), mul(add([10], [3]), concatenate([3], [10])))), addOneAll(subOneAll(if_then_else(if_then_else([4], [1], [8], [1]), sub([10], [11]), if_then_else([9], [9], [13], [12]), sub([6], [10])))), if_then_else(if_then_else(sub(div([12], [2]), repeat([9])), div(repeat([12]), subOneAll([6])), mul(repeat([7]), concatenate([6], [10])), add(addOneAll([5]), concatenate([1], [4]))), sub(add(sub([2], [5]), if_then_else([3], [13], [10], [8])), repeat(concatenate([11], [5]))), add(subOneAll(mul([8], [5])), concatenate(concatenate([2], [7]), addOneAll([1]))), concatenate(sub(add([1], [5]), addOneAll([10])), concatenate(concatenate([10], [1]), concatenate([8], [2]))))), repeat(addOneAll(sub(if_then_else(sub([5], [10]), div([12], [9]), add([10], [2]), repeat([3])), sub(add([12], [2]), add([5], [9]))))))), add([10], [2]))))","[11, 6, 3, 10, 10, 6]"
0.3,97.594,6,"[7, 7, 7, 7, 7, 7]",1.0,"add(repeat(concatenate(concatenate([11], [12]), sub([2], [4]))), concatenate(div(subOneAll(addOneAll(if_then_else(concatenate(subOneAll(div([4], [9])), subOneAll(if_then_else([12], [7], [8], [9]))), add(repeat(repeat([9])), addOneAll(sub([12], [5]))), repeat(addOneAll(subOneAll([2]))), addOneAll(mul(sub([8], [13]), subOneAll([7])))))), subOneAll(subOneAll(concatenate(mul(add(concatenate([3], [13]), addOneAll([3])), div(add([2], [11]), concatenate([1], [11]))), add(subOneAll(add([13], [12])), sub(addOneAll([4]), addOneAll([7]))))))), repeat(addOneAll(addOneAll(repeat(if_then_else(mul([2], [6]), concatenate([11], [3]), mul([7], [1]), add([4], [1]))))))))","[11, 12, 12, 11, 12, 13]"
0.4,100.881,10,"[7, 7, 7, 7, 7, 7]",1.0,"repeat(if_then_else(sub(concatenate(add(div([12], [4]), concatenate([8], [5])), sub(sub([10], [13]), mul([9], [5]))), concatenate(addOneAll(subOneAll([1])), div(add([11], [3]), if_then_else([3], [11], [4], [8])))), mul(add(addOneAll(repeat(repeat(if_then_else(sub([2], [10]), repeat([8]), mul([1], [9]), repeat([2]))))), mul(if_then_else(mul(if_then_else(subOneAll([9]), addOneAll([12]), add([6], [7]), mul([10], [8])), sub(add([11], [9]), concatenate([9], [6]))), add(mul(concatenate([8], [8]), div([4], [7])), subOneAll(subOneAll([6]))), if_then_else(addOneAll(concatenate([2], [2])), subOneAll(addOneAll([3])), subOneAll(subOneAll([6])), addOneAll(subOneAll([8]))), sub(repeat(mul([8], [13])), subOneAll(concatenate([7], [9])))), addOneAll(addOneAll(concatenate(addOneAll([3]), concatenate([6], [6])))))), sub(div(repeat(mul(subOneAll(concatenate([10], [1])), repeat(subOneAll([2])))), addOneAll(concatenate(div(sub([8], [1]), add([2], [3])), mul(mul([2], [7]), add([12], [9]))))), addOneAll(subOneAll(add(sub(subOneAll(sub(concatenate(div(repeat(sub([5], [5])), addOneAll(sub([7], [11]))), add(div(addOneAll([1]), repeat([6])), sub(mul([2], [1]), subOneAll([11])))), mul(addOneAll(if_then_else(div([2], [9]), div([11], [10]), sub([11], [9]), mul([9], [11]))), sub(repeat(repeat([11])), mul(add([1], [8]), subOneAll([11])))))), if_then_else(sub(add(mul(repeat(add([6], [8])), sub(repeat([1]), div([10], [7]))), subOneAll(add(if_then_else([5], [11], [13], [5]), sub([4], [3])))), mul(sub(subOneAll(add([3], [1])), add(if_then_else([9], [9], [1], [13]), add([9], [9]))), mul(concatenate(addOneAll([11]), add([10], [2])), if_then_else(if_then_else([9], [11], [12], [11]), add([9], [10]), sub([5], [8]), if_then_else([7], [7], [5], [9]))))), div(addOneAll(div(subOneAll(sub([10], [9])), addOneAll(repeat([7])))), addOneAll(mul(addOneAll(repeat([9])), concatenate(div([9], [5]), div([5], [11]))))), addOneAll(subOneAll(mul(if_then_else(repeat([2]), repeat([3]), div([8], [3]), mul([7], [2])), repeat(repeat([11]))))), subOneAll(sub(concatenate(div(div([12], [6]), subOneAll([12])), div(if_then_else([7], [1], [11], [13]), mul([1], [12]))), concatenate(add(concatenate([13], [10]), addOneAll([9])), subOneAll(concatenate([8], [1]))))))), addOneAll(mul([4], [1]))))))), div(mul(subOneAll(sub([9], [1])), concatenate(add([6], [2]), div([7], [2]))), addOneAll(div(div([12], div(mul(subOneAll(div(add([2], [4]), sub([4], [9]))), repeat(sub(addOneAll([9]), mul([3], [9])))), addOneAll(if_then_else(if_then_else(sub([10], [7]), sub([13], [7]), concatenate([11], [5]), div([9], [5])), sub(addOneAll([4]), concatenate([5], [2])), sub(mul([8], [11]), subOneAll([3])), repeat(repeat([10])))))), subOneAll([2])))), repeat(concatenate(sub(addOneAll([2]), if_then_else([6], [5], [10], [12])), concatenate(repeat([13]), div([13], [3]))))))","[13, 5, 5, 13, 5, 5]"
0.5,97.5,9,"[6, 7]",0.8285014148574912,"if_then_else(addOneAll(subOneAll(addOneAll(repeat([10])))), subOneAll(add(mul(mul([9], [6]), addOneAll([4])), div(add([8], [3]), add([4], [3])))), addOneAll(div(repeat(addOneAll([3])), if_then_else(subOneAll([2]), div([9], [11]), div([9], [9]), repeat([2])))), sub(mul(concatenate(sub([12], concatenate(mul(repeat(add(mul(add([11], [11]), sub([9], [12])), repeat(concatenate([12], [4])))), if_then_else(concatenate(subOneAll(repeat([3])), mul(add([2], [3]), subOneAll([3]))), add(add(div([3], [8]), repeat([13])), sub(div([3], [5]), sub([8], [1]))), if_then_else(sub(repeat([12]), if_then_else([4], [8], [9], [2])), repeat(concatenate([5], [4])), concatenate(subOneAll([4]), subOneAll([9])), div(subOneAll([10]), div([4], [3]))), repeat(add(if_then_else([3], [13], [8], [11]), sub([13], [7]))))), mul(div(addOneAll(sub(addOneAll([4]), div([1], [5]))), mul(sub(addOneAll([6]), add([8], [10])), addOneAll(if_then_else([6], [3], [7], [4])))), div(div(concatenate(concatenate(mul(subOneAll(div(div([4], [13]), add([8], [9]))), subOneAll(subOneAll(add([11], [4])))), div(subOneAll(addOneAll(div([2], [10]))), div(sub(mul([8], [1]), sub([2], [1])), sub(addOneAll([2]), addOneAll([12]))))), if_then_else([10], [8], [1], [11])), repeat(add([3], [1]))), sub(div(sub([12], [7]), div([7], [7])), if_then_else(subOneAll([2]), if_then_else([12], [5], [13], [1]), mul([3], [13]), sub([3], [4]))))))), repeat([11])), if_then_else(addOneAll([3]), div([11], [10]), add([13], [4]), if_then_else([6], [5], [10], [12]))), sub(if_then_else(concatenate([9], [11]), concatenate([3], [11]), subOneAll([9]), add([9], [9])), sub(repeat([13]), div([8], [10])))))","[11, 11, 6, 11, 11]"
0.6,97.569,10,"[7, 7, 7, 7, 7, 7]",1.0,"sub(subOneAll(repeat(concatenate(repeat([12]), subOneAll([12])))), if_then_else(sub(sub(addOneAll([11]), add([3], [5])), addOneAll(subOneAll([12]))), if_then_else(add(add([11], [1]), add([5], [9])), sub(subOneAll([13]), add([4], [3])), subOneAll(add(add(subOneAll(subOneAll(sub([4], [8]))), mul(if_then_else(sub([13], [2]), sub([11], [11]), add([7], [11]), repeat([8])), concatenate(sub([3], [11]), repeat([13])))), div(mul(add(if_then_else([12], [11], [4], [2]), repeat([5])), mul(repeat([6]), add([12], [7]))), div(concatenate(sub([4], [9]), div([12], [12])), repeat(sub([4], [8])))))), mul(sub([12], [5]), repeat([7]))), mul(subOneAll(sub([5], [11])), div(mul([12], [11]), concatenate([8], [2]))), div(sub(if_then_else([5], [2], [10], [6]), div([8], [7])), addOneAll(add([12], [1])))))","[11, 11, 10, 11, 11, 5]"
0.7,97.031,22,"[6, 7]",0.3603978509331687,"add(if_then_else(div(div(sub(add([11], [4]), sub([7], [3])), repeat(repeat([9]))), if_then_else(subOneAll(add([8], [9])), subOneAll(addOneAll([9])), subOneAll(concatenate([10], [1])), concatenate(addOneAll([1]), addOneAll([5])))), repeat(addOneAll(addOneAll(div([5], [6])))), if_then_else(addOneAll(repeat(mul([2], [2]))), concatenate(mul(subOneAll([4]), subOneAll([12])), sub(if_then_else([13], [10], [4], [7]), if_then_else([1], [8], [2], [13]))), repeat(sub(mul([11], [3]), concatenate([3], [9]))), concatenate(addOneAll(add([11], [11])), addOneAll(subOneAll([1])))), if_then_else(sub(if_then_else(if_then_else([12], [6], [7], [4]), subOneAll([12]), mul([6], [1]), repeat([10])), addOneAll(concatenate([11], [5]))), sub(subOneAll(addOneAll([8])), repeat(add([5], [13]))), subOneAll(subOneAll(add([5], [5]))), repeat(if_then_else(concatenate(subOneAll(subOneAll(div(addOneAll([10]), sub([8], [13])))), addOneAll(add(sub(subOneAll([11]), add([8], [11])), if_then_else(subOneAll([12]), repeat([7]), if_then_else([3], [13], [6], [11]), concatenate([12], [9]))))), addOneAll([5]), add([4], [11]), addOneAll([4]))))), subOneAll(sub(concatenate(concatenate(repeat([7]), repeat([2])), add(add([7], [13]), concatenate([12], [13]))), subOneAll(sub(repeat([3]), subOneAll([5]))))))","[1, 6, 6, 6, 13]"
0.8,97.694,46,"[6, 7]",0.6913933000758161,"sub(concatenate(repeat(subOneAll(repeat(add([7], [5])))), sub(div(if_then_else(repeat([6]), subOneAll([7]), div([6], [12]), add([5], [5])), addOneAll(addOneAll([1]))), subOneAll(mul(div([13], [2]), sub([8], [5]))))), concatenate(add(add(add(sub([2], [7]), div([8], [10])), sub(mul([3], [5]), sub([10], [7]))), mul(mul(div([2], [13]), div([4], [8])), concatenate(subOneAll([4]), sub(sub(if_then_else(repeat(addOneAll(sub([4], [13]))), concatenate(div(div([5], [2]), add([1], [5])), subOneAll(add([11], [11]))), concatenate(div(addOneAll([6]), if_then_else([4], [8], [10], [7])), subOneAll(if_then_else([3], [1], [6], [7]))), div(add(if_then_else([13], [8], [1], [8]), addOneAll([10])), mul(subOneAll([4]), subOneAll([2])))), repeat(subOneAll(if_then_else(add([6], [9]), addOneAll([5]), addOneAll([12]), if_then_else([6], [3], [3], [12]))))), [11])))), addOneAll(concatenate(sub(sub([11], [12]), if_then_else([13], [5], [13], [10])), concatenate(sub([12], [8]), sub([13], [1]))))))","[12, 12, 12, 12, 6, 6, 10]"
0.9,97.525,12,"[6, 7]",0.2972180715012728,"if_then_else(mul(mul(if_then_else(sub([10], div(repeat(subOneAll(concatenate(addOneAll(if_then_else(subOneAll([7]), subOneAll([1]), add([7], [10]), subOneAll([9]))), div(concatenate(addOneAll([9]), concatenate([8], [12])), concatenate(if_then_else([2], [4], [12], [6]), sub([9], [9])))))), repeat(mul(repeat(sub(mul(sub([8], [2]), concatenate([5], [3])), add(concatenate([1], [4]), add([4], [5])))), add(sub(if_then_else(sub([4], [8]), add([7], [7]), concatenate([3], [12]), add([8], [12])), if_then_else(repeat([2]), concatenate([13], [2]), repeat([11]), add([3], [10]))), add(if_then_else(addOneAll([12]), concatenate([8], [2]), div([7], [10]), add([10], [10])), if_then_else(addOneAll([6]), div([7], [12]), subOneAll([9]), subOneAll([13])))))))), add([5], [4]), sub([1], [3]), if_then_else([4], [1], [7], [13])), subOneAll(sub([12], [7]))), div(mul(addOneAll([13]), concatenate([9], [8])), if_then_else(sub([9], [3]), div([7], [9]), repeat([7]), repeat([13])))), div(sub(if_then_else(concatenate([13], [12]), concatenate([7], [2]), add(sub(mul(addOneAll(div(if_then_else([9], [9], [7], [9]), sub([10], [5]))), addOneAll(sub(mul([3], [7]), concatenate([2], [3])))), mul(concatenate(concatenate(repeat([3]), add([11], [5])), concatenate(repeat([3]), add([6], [12]))), div(repeat(addOneAll([1])), repeat(repeat([10]))))), mul(subOneAll(addOneAll(mul(subOneAll([5]), if_then_else([13], [5], [4], [6])))), addOneAll(mul(mul(sub([10], [7]), div([6], [12])), div(div([2], [13]), mul([4], [3])))))), repeat([12])), div(mul(add(sub(addOneAll(mul(if_then_else(add(div(repeat(concatenate(concatenate([9], [2]), mul([5], [7]))), add(concatenate(mul([6], [5]), sub([12], [3])), repeat(subOneAll([8])))), mul(repeat(sub(add([3], [11]), addOneAll([6]))), div(addOneAll(repeat([1])), subOneAll(repeat([11]))))), add(repeat(addOneAll(if_then_else(concatenate([3], [2]), sub([1], [12]), repeat([10]), concatenate([4], [1])))), add(if_then_else(concatenate(if_then_else([2], [10], [5], [11]), mul([7], [6])), div(repeat([13]), mul([5], [1])), div(mul([9], [3]), concatenate([1], [9])), addOneAll(div([13], [11]))), repeat(addOneAll(if_then_else([2], [6], [9], [8]))))), if_then_else(div(concatenate(repeat(div([5], [5])), repeat(mul([13], [12]))), concatenate(subOneAll(if_then_else([11], [2], [9], [4])), if_then_else(repeat([6]), if_then_else([3], [1], [4], [9]), addOneAll([12]), subOneAll([13])))), concatenate(concatenate(addOneAll(concatenate([11], [11])), sub(sub([8], [5]), add([10], [5]))), addOneAll(add(addOneAll([10]), addOneAll([3])))), repeat(div(subOneAll(add([12], [7])), mul(add([8], [5]), sub([12], [10])))), addOneAll(add(add(if_then_else([11], [5], [10], [12]), concatenate([10], [8])), subOneAll(subOneAll([8]))))), sub(mul(subOneAll(repeat(addOneAll([10]))), addOneAll(sub(sub([2], [9]), sub([12], [9])))), subOneAll(add(add(div([7], [5]), repeat([2])), repeat(if_then_else([6], [8], [2], [10])))))), if_then_else(div([1], [7]), addOneAll([9]), sub([3], [11]), subOneAll([12])))), div(addOneAll(subOneAll(add([10], [4]))), subOneAll(add(sub([9], [7]), mul([5], [5]))))), repeat(mul(mul(addOneAll(mul([6], [10])), subOneAll(addOneAll([1]))), concatenate(concatenate(add([7], [11]), add([3], [1])), mul(addOneAll([4]), sub([9], [7])))))), [9]), sub([11], [11]))), repeat(concatenate(add([3], [8]), addOneAll([6])))), subOneAll(repeat(repeat(repeat([7])))), add(addOneAll(concatenate(if_then_else([11], [8], [1], [4]), div([12], [6]))), div(add(concatenate([13], [12]), concatenate([3], [8])), subOneAll(concatenate([2], [11])))))","[5, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
