cross,Max_fit,Gen,Dataset,Dist,Hof
0.0,13.0,0,"[7, 7, 7, 7, 7, 7]",0.18350341907227385,"[7, 3, 1, 7]"
0.1,12.0,7,"[6, 7, 7, 7, 7]",0.17497135267460995,"[4, 3, 7, 6, 7]"
0.2,12.0,2,"[3, 4, 3, 4, 3, 4, 9, 3, 4, 3, 4, 3, 4]",0.15948948511276317,"[4, 6, 3, 3, 9]"
0.30000000000000004,11.0,15,"[3, 4, 3, 4, 3, 4, 9, 3, 4, 3, 4, 3, 4]",0.1884656585485055,"[7, 4, 3, 3, 3, 6, 9]"
0.4,11.0,10,"[3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4]",0.16666666666666652,"[3, 3, 7, 4, 7, 6, 4, 4]"
0.5,9.0,56,"[3, 4, 3, 4, 3, 4, 9, 3, 4, 3, 4, 3, 4]",0.24252930447193366,"[7, 7, 3, 3, 4, 3, 4, 9, 9, 9]"
0.6000000000000001,11.0,22,"[3, 4, 3, 4, 3, 4, 9, 3, 4, 3, 4, 3, 4]",0.21377440582775042,"[6, 3, 7, 9, 4, 4]"
0.7000000000000001,10.0,52,"[7, 6, 7, 7, 9]",0.2022759647825344,"[9, 7, 3, 4, 7, 3, 3, 7, 6, 7]"
