size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,109.0,44,"[6, 6, 6, 6]",1.0,"[11, 3, 11, 3, 4, 11, 3, 11, 3, 4]"
81,108.988,44,"[6, 6, 6, 6]",1.0,"[4, 4, 4, 4, 4, 4, 4, 13, 4, 4, 4, 4, 4, 4, 4, 13]"
82,108.988,44,"[6, 6, 6, 6]",0.4836022205056778,"[12, 6, 6, 2, 2, 2, 3]"
83,108.952,34,"[6, 6, 6, 6]",0.6797436923898257,"[3, 1, 3, 1, 1, 6, 10, 6, 4, 3, 1, 3, 12]"
84,108.964,32,"[6, 6, 6, 6]",0.5285954792089682,"[6, 13, 2, 13, 2, 13, 4, 6]"
