original,Avg_max_fit,Gen,Dataset,CosDist,Hof
0,108.967,15,"[6, 6, 6, 6]",0.9042173714778848,"[6, 12, 2, 13, 1, 12, 2, 12, 12, 2, 12, 12, 2, 12, 12, 2, 12]"
