optimal,Avg_max_fit,Gen,Dataset,CosDist,Hof
137631,175.0,15,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.3486610527210704,"addOneAll(concatenate(if_then_else(div(add([2], [6]), subOneAll(repeat(add(addOneAll(sub(mul(addOneAll([4]), mul([1], [2])), sub(repeat([12]), add([12], [11])))), addOneAll(add(if_then_else(if_then_else([2], [10], [7], [5]), addOneAll(sub(subOneAll(mul(repeat([5]), add([5], [12]))), mul(subOneAll(concatenate([2], [11])), repeat(if_then_else([2], [6], [5], [11]))))), concatenate([4], [4]), sub([11], [10])), add(div([1], [12]), repeat([10])))))))), subOneAll(add([6], [4])), repeat(if_then_else([9], [4], if_then_else(add(div(repeat(div([1], [3])), div(mul([5], [2]), mul([12], [5]))), sub(addOneAll([7]), addOneAll(mul([4], [5])))), if_then_else(subOneAll(sub(concatenate([13], [3]), div([6], [8]))), addOneAll(repeat(div([6], [1]))), repeat(concatenate(subOneAll([9]), sub([11], [8]))), repeat(addOneAll(add([9], [5])))), div(sub(addOneAll(repeat([9])), add(mul([1], [8]), repeat([1]))), addOneAll(addOneAll(concatenate([8], [11])))), mul(repeat(subOneAll(mul([5], [2]))), repeat(add(sub([10], [10]), addOneAll([4]))))), [9])), repeat(mul([9], [11]))), concatenate(addOneAll(sub([2], concatenate(mul([3], [9]), [11]))), add(mul([3], [12]), if_then_else([13], [6], [8], [5])))))","[3, 10, 10, 10, 10, 3, 13]"
138917,175.0,20,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.05612019255146117,"if_then_else(sub(repeat(add(sub([4], [4]), mul([4], [13]))), mul(mul(subOneAll([4]), div([5], [12])), repeat(repeat([3])))), concatenate(concatenate(addOneAll(mul([2], [8])), div(subOneAll([6]), addOneAll([11]))), repeat(subOneAll(div([11], [9])))), repeat(add(repeat(subOneAll([7])), add(mul([4], [9]), mul([5], [11])))), if_then_else(sub(mul(if_then_else([5], [4], [12], [8]), if_then_else([1], [4], [2], [1])), concatenate(addOneAll([5]), add([8], [5]))), div(sub(subOneAll(repeat(concatenate(subOneAll(subOneAll(div(subOneAll(sub(repeat(repeat(sub([3], [11]))), sub(div(mul([8], [12]), concatenate([13], [9])), subOneAll(addOneAll([11]))))), [6]))), mul(addOneAll(mul([5], [6])), sub(sub([12], [7]), add([8], [1])))))), addOneAll(subOneAll(subOneAll(if_then_else(concatenate(subOneAll([13]), if_then_else([9], [6], [11], [7])), div(sub([11], [9]), mul([4], [12])), subOneAll(add([7], [7])), add(concatenate([12], [1]), addOneAll([3]))))))), add(concatenate([7], [5]), [12])), repeat(sub([7], div([13], [8]))), div(mul([5], [13]), addOneAll(concatenate([1], [4])))))","[3, 4, 6, 10, 6, 10]"
139957,175.0,14,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.08330150297178884,"concatenate(repeat(add(if_then_else(sub([7], [11]), sub([1], [8]), add([5], [2]), subOneAll([4])), addOneAll(if_then_else([1], [3], [6], [12])))), concatenate(mul(add([13], [9]), add([5], [3])), sub(addOneAll([9]), div(if_then_else(if_then_else(sub(sub([13], [9]), repeat([1])), repeat(if_then_else([7], [10], [3], [5])), div(subOneAll([2]), addOneAll([8])), mul(subOneAll(mul(addOneAll(sub([11], [11])), repeat(if_then_else([10], [2], [11], [9])))), if_then_else(add(div(add([13], [12]), subOneAll([10])), sub(concatenate([8], [11]), mul([10], [13]))), add(add(addOneAll([10]), div([13], [2])), mul(concatenate([8], [12]), repeat([4]))), if_then_else(sub(if_then_else([13], [10], [5], [6]), div([6], [7])), subOneAll(div([12], [10])), if_then_else(addOneAll([13]), addOneAll([3]), addOneAll([11]), repeat([2])), if_then_else(concatenate([13], [3]), mul([9], [2]), repeat([11]), if_then_else([9], [11], [6], [13]))), subOneAll(div(if_then_else([6], [6], [7], [4]), mul([10], [6])))))), if_then_else(concatenate(add([10], [5]), concatenate([12], [7])), concatenate(subOneAll([11]), if_then_else([13], [10], [3], [11])), addOneAll(mul([12], [2])), if_then_else(addOneAll([5]), sub([10], [6]), div([2], [13]), repeat([8]))), div(sub(if_then_else([5], [9], [4], [10]), div([6], [4])), if_then_else(repeat([8]), sub([3], [12]), [9], div([8], [11]))), add(div(addOneAll([5]), sub([5], [10])), if_then_else(addOneAll([6]), repeat([9]), if_then_else([9], [3], [9], [2]), subOneAll([6])))), div(repeat(subOneAll(if_then_else([9], [6], [5], [2]))), add(subOneAll(div([10], [2])), if_then_else(repeat([7]), add([3], [12]), subOneAll([8]), div([6], [6]))))))))","[10, 6, 10, 6, 13, 6]"
141072,175.0,15,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.16432834950680753,"concatenate(sub(mul(div(sub(addOneAll(concatenate([5], [10])), add(add([7], [2]), repeat([12]))), sub(if_then_else(add([5], subOneAll(concatenate(add(mul(addOneAll([5]), div([12], [1])), sub(repeat([13]), addOneAll([11]))), subOneAll(div(mul([7], [7]), mul([7], [5])))))), div([12], [6]), subOneAll([9]), concatenate([6], [5])), concatenate(if_then_else([7], [6], [2], [12]), div([1], [11])))), sub([10], [11])), repeat([5])), concatenate(subOneAll([7]), if_then_else([3], [10], [6], [5])))","[6, 10, 6, 3, 6]"
142035,175.0,31,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.07964201338315557,"addOneAll(repeat(subOneAll(subOneAll(concatenate(repeat([7]), addOneAll(add(sub(sub(add(add(add([3], [5]), mul([4], [1])), add(if_then_else([10], [8], [5], [11]), if_then_else([9], [13], [13], [12]))), concatenate(subOneAll(add([9], [12])), repeat(addOneAll([7])))), div(addOneAll(addOneAll(if_then_else([12], [1], [12], [5]))), add(if_then_else(repeat([6]), add([12], [3]), sub([6], [8]), repeat([7])), concatenate(addOneAll(repeat(subOneAll(subOneAll(concatenate(repeat([7]), subOneAll([12])))))), concatenate([12], [7]))))), sub(sub(concatenate(if_then_else(sub([11], [9]), mul([11], [3]), addOneAll([5]), add([7], [3])), addOneAll(mul([2], [10]))), addOneAll(add(div([13], [2]), add([8], [7])))), concatenate(div(repeat(addOneAll(sub(mul(add([10], [7]), subOneAll([9])), repeat(if_then_else([7], [9], [12], [9]))))), div(sub(sub(div(subOneAll([5]), subOneAll([12])), sub(repeat([9]), subOneAll([6]))), mul(sub(addOneAll([8]), mul([12], [5])), mul(concatenate([9], [3]), if_then_else([4], [1], [3], [10])))), addOneAll(subOneAll(sub(sub([8], [2]), addOneAll([13])))))), div(subOneAll(sub([4], [5])), addOneAll(sub([2], concatenate(repeat([7]), addOneAll(add(sub(sub(add(add(add([3], [5]), mul([4], [1])), add(if_then_else([10], [8], [5], [11]), if_then_else([9], [13], [13], [12]))), concatenate(subOneAll(add([9], [12])), repeat(addOneAll([7])))), div(addOneAll(addOneAll(if_then_else([12], [1], [12], [5]))), add(if_then_else(repeat([6]), add([12], [3]), sub([6], [8]), repeat([7])), concatenate(addOneAll(repeat(subOneAll(subOneAll(concatenate(repeat([7]), subOneAll([12])))))), concatenate([12], [7]))))), sub(sub(concatenate(if_then_else(sub([11], [9]), mul([11], [3]), addOneAll([5]), add([7], [3])), addOneAll(mul([2], [10]))), addOneAll(add(div([13], [2]), add([8], [7])))), concatenate(div(repeat(addOneAll(sub(mul(add([10], [7]), subOneAll([9])), repeat(if_then_else([7], [9], [12], [9]))))), div(sub(sub(div(subOneAll([5]), subOneAll([12])), sub(repeat([9]), subOneAll([6]))), mul(sub(addOneAll([8]), mul([12], [5])), mul(concatenate([9], [3]), if_then_else([4], [1], [3], [10])))), addOneAll(subOneAll(sub(sub([8], [2]), addOneAll([13])))))), div(subOneAll(sub([4], [5])), addOneAll(sub([2], [4]))))))))))))))))))))","[6, 6, 10, 6, 6, 10]"
143063,175.0,29,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.08330150297178884,"if_then_else(sub(concatenate(div(concatenate([6], [6]), sub([7], [5])), subOneAll([10])), concatenate(div(concatenate([4], [10]), if_then_else([3], [7], [13], [2])), sub(subOneAll([8]), div([4], [6])))), div(mul(if_then_else(sub([12], [5]), if_then_else([12], [2], [13], [3]), repeat(mul(add(addOneAll(subOneAll(addOneAll(mul(subOneAll(mul(mul([13], [9]), add([11], [12]))), repeat([7]))))), add(div(div(subOneAll(add([2], [5])), mul(if_then_else([12], [11], [2], [4]), div([4], [1]))), addOneAll(sub(concatenate([10], [4]), add([13], [3])))), div(mul(if_then_else(subOneAll(subOneAll(concatenate(concatenate(sub(sub([2], add(sub(div(subOneAll(add(concatenate([7], [8]), sub([4], [6]))), if_then_else(sub(addOneAll([10]), addOneAll([4])), sub(add([7], [2]), repeat([7])), concatenate(repeat([10]), add([5], [12])), add(div([5], [7]), sub([5], [4])))), if_then_else(if_then_else(add(concatenate([7], [7]), mul([7], [10])), subOneAll(concatenate([10], [6])), repeat(addOneAll([7])), concatenate(sub([12], [11]), mul([10], [3]))), add(add(mul([9], [11]), sub([8], [8])), sub(div([11], [3]), sub([1], [13]))), div(if_then_else(concatenate([11], [7]), if_then_else([10], [5], [7], [4]), add([2], [2]), div([1], [11])), addOneAll(addOneAll([13]))), add(sub(subOneAll([6]), div([6], [7])), concatenate(div([12], [9]), div([3], [13]))))), subOneAll(if_then_else(div(concatenate(subOneAll([13]), concatenate([6], [7])), sub(mul([11], [11]), add([2], [7]))), div(div(if_then_else([3], [13], [6], [1]), mul([5], [11])), addOneAll(sub([2], [11]))), mul(mul(subOneAll([5]), repeat([11])), subOneAll(subOneAll([2]))), sub(subOneAll(repeat([5])), subOneAll(repeat([7]))))))), sub([6], [13])), mul(addOneAll([12]), addOneAll([4]))), [1]))), mul([9], [3]), sub([3], [10]), sub([9], [3])), div(sub([13], [8]), concatenate([1], [1]))), addOneAll(addOneAll(sub([8], [6])))))), subOneAll(concatenate(div(concatenate([4], [10]), if_then_else([3], [7], [13], [2])), add(subOneAll(repeat(sub([9], [7]))), if_then_else(concatenate(sub([3], [1]), addOneAll([3])), mul(repeat([2]), subOneAll([12])), sub(div([3], [10]), concatenate([10], [4])), add(concatenate([7], [11]), subOneAll([7])))))))), mul([4], [4])), concatenate(repeat([3]), add([10], [4]))), mul(mul(subOneAll([3]), addOneAll([10])), subOneAll(if_then_else([1], [4], [13], [6])))), if_then_else(add(sub(div([5], [1]), subOneAll([2])), if_then_else(concatenate([12], [1]), concatenate([9], [12]), concatenate([9], [10]), addOneAll([4]))), mul(repeat(addOneAll([13])), repeat(subOneAll([6]))), sub(div(sub([6], [1]), sub([1], [5])), div(repeat(repeat(add(concatenate(div([3], [10]), concatenate([6], [2])), sub(add([2], [9]), mul([10], [12]))))), if_then_else([12], [9], [2], [1]))), repeat(add(div([8], [6]), if_then_else([7], [12], [7], [8])))), div(div(concatenate([6], [1]), add(concatenate(addOneAll([6]), div([10], [7])), subOneAll([3]))), concatenate(addOneAll(sub(div([3], [9]), concatenate([9], [8]))), addOneAll(subOneAll(sub([7], [9]))))))","[6, 3, 6, 6, 10, 10]"
144098,175.0,18,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.31281572906372324,"concatenate(repeat(add(repeat(sub(mul([1], [7]), if_then_else(sub(mul(concatenate(concatenate(repeat(repeat([3])), subOneAll(add([5], [7]))), concatenate(mul(if_then_else([13], [2], [13], [9]), sub([1], [10])), repeat(div([13], [4])))), if_then_else(concatenate(subOneAll(addOneAll([4])), if_then_else(repeat([10]), if_then_else([7], [8], [8], [9]), subOneAll([11]), mul([10], [13]))), repeat(if_then_else(addOneAll([1]), addOneAll([10]), mul([5], [10]), if_then_else([6], [7], [10], [6]))), repeat(subOneAll(div([12], [3]))), subOneAll(if_then_else(concatenate([5], [2]), if_then_else([6], [2], [4], [4]), subOneAll([8]), add([10], [13]))))), repeat(addOneAll(subOneAll(if_then_else(addOneAll([2]), add([8], [13]), subOneAll([3]), subOneAll([3])))))), addOneAll(mul(subOneAll(add(if_then_else(sub([8], [4]), addOneAll([10]), mul([6], [7]), concatenate([3], [11])), sub(concatenate([4], [10]), if_then_else([7], [5], [5], [13])))), subOneAll(repeat(concatenate(repeat([7]), sub([5], [7])))))), div(div(add(div(concatenate(addOneAll([7]), sub([12], [3])), if_then_else(concatenate([10], [12]), concatenate([1], [5]), mul([7], [5]), add([7], [13]))), if_then_else(mul(addOneAll([7]), subOneAll([8])), repeat(concatenate([5], [11])), div(div([4], [5]), addOneAll([10])), addOneAll(if_then_else([4], [1], [4], addOneAll(sub(repeat(add([4], [3])), subOneAll(add([13], [7])))))))), concatenate(mul(sub(addOneAll([10]), repeat([10])), concatenate(div([7], [3]), subOneAll([11]))), div(add(if_then_else([13], [4], [11], [5]), mul([4], [8])), add(if_then_else([5], [13], [13], [2]), subOneAll([1]))))), div(concatenate(if_then_else(add(if_then_else([9], [4], [1], [4]), if_then_else([10], [2], [5], [10])), div(concatenate([13], [10]), sub([12], [3])), if_then_else(repeat([13]), addOneAll([7]), sub([4], [3]), add([8], [5])), mul(addOneAll([6]), repeat([3]))), addOneAll(if_then_else(repeat([5]), div([8], [8]), div([7], [13]), add([5], [10])))), sub(sub(add(add([8], [5]), if_then_else([5], [4], [3], [5])), subOneAll(mul([10], [9]))), repeat(div(repeat([12]), mul([4], [1])))))), sub(div(addOneAll(add(add(addOneAll([13]), concatenate([3], [2])), subOneAll(subOneAll([8])))), repeat(sub(subOneAll(addOneAll([11])), add(add([7], [12]), if_then_else([9], [2], [13], [2]))))), mul(mul(if_then_else(div(div([8], [3]), if_then_else([12], [13], [11], [9])), addOneAll(subOneAll([4])), add(subOneAll([3]), subOneAll([4])), add(sub([2], [6]), if_then_else([5], [10], [3], [12]))), repeat(repeat(repeat([11])))), mul(repeat(concatenate(div([10], [5]), concatenate([11], [13]))), subOneAll(div(sub([3], [12]), concatenate([12], [5]))))))))), subOneAll(sub(subOneAll([6]), concatenate([6], [3]))))), subOneAll(div(repeat(mul(div([3], [1]), add([9], concatenate(repeat(mul(sub(subOneAll(sub(if_then_else([5], [6], [5], [13]), div([3], [4]))), if_then_else(subOneAll(sub([8], [4])), repeat(if_then_else([7], [3], [5], [3])), sub(add([8], [3]), concatenate([1], [6])), addOneAll(add([7], [6])))), div(if_then_else(repeat(subOneAll([5])), repeat(mul([8], [9])), sub(if_then_else([10], [10], [5], [8]), addOneAll([12])), repeat(if_then_else([4], [9], [4], [8]))), concatenate(sub(if_then_else([8], [13], [13], [8]), add([4], [5])), concatenate(addOneAll([10]), repeat([2])))))), subOneAll(div(mul(mul(sub(add([5], [12]), concatenate([10], [12])), sub(if_then_else([9], [2], [7], [1]), subOneAll([2]))), div(if_then_else(add([6], [13]), subOneAll([13]), div([2], [5]), div([2], [7])), repeat(mul([10], [3])))), subOneAll(if_then_else([4], [4], [2], [11])))))))), add(mul(add([7], [13]), concatenate([4], [11])), div(repeat([13]), addOneAll([9]))))))","[6, 6, 6, 6, 4, 13]"
145185,175.0,24,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.08330150297178884,"concatenate(repeat(subOneAll(sub(concatenate([7], [8]), subOneAll(subOneAll(concatenate(addOneAll(div(subOneAll(addOneAll(if_then_else([12], [2], [3], [11]))), if_then_else(sub(if_then_else([3], [9], [13], [9]), sub([9], [5])), mul(if_then_else([11], [3], [13], [11]), mul([9], [4])), sub(subOneAll([6]), subOneAll([8])), repeat(div([1], [1]))))), mul(repeat(div(repeat(if_then_else([2], [9], [6], [12])), concatenate(subOneAll([11]), repeat([2])))), mul(addOneAll(subOneAll(mul([7], [1]))), add(add(add([12], [9]), if_then_else([8], [9], [13], [9])), if_then_else(div([13], [8]), sub([9], [5]), subOneAll([12]), sub([4], [6]))))))))))), mul(add(addOneAll(concatenate([5], [5])), div(mul([8], [12]), if_then_else(mul(add(add(addOneAll(repeat([2])), concatenate(subOneAll([9]), div([13], [13]))), mul(repeat(addOneAll([2])), if_then_else(addOneAll([4]), div(addOneAll(div(add(repeat(repeat([11])), if_then_else(if_then_else([4], [5], [7], [13]), mul([3], [4]), repeat([5]), if_then_else(mul(subOneAll(subOneAll(mul([5], [7]))), add(mul(if_then_else([4], [7], [4], [9]), repeat([9])), add(concatenate([12], [1]), div([4], [5])))), [2], [6], [5]))), mul(subOneAll(add([6], [4])), if_then_else(addOneAll([3]), sub([13], [6]), if_then_else([1], [12], [4], [6]), addOneAll([13]))))), if_then_else(concatenate(sub(if_then_else(repeat([3]), div([9], [12]), repeat([11]), if_then_else([8], [12], [3], [12])), if_then_else(add([2], [4]), repeat([1]), concatenate([13], [7]), add([12], [7]))), mul(concatenate(repeat([7]), add([6], [1])), subOneAll(concatenate([9], [8])))), mul(sub(mul(div([1], [13]), mul([6], [4])), if_then_else(mul([12], [8]), add([7], [2]), if_then_else([4], [1], [6], [2]), div([7], [7]))), add(add(addOneAll([1]), repeat([10])), if_then_else(addOneAll([2]), sub([11], [9]), sub([11], [7]), addOneAll([5])))), addOneAll(mul(mul(subOneAll([4]), mul([8], [8])), subOneAll(concatenate([11], [12])))), div(repeat(add(add([12], [2]), if_then_else([6], [3], [5], [10]))), concatenate(div(concatenate([12], [8]), concatenate([1], [12])), sub(if_then_else([1], [5], [8], [13]), div([8], [5])))))), mul([5], [5]), subOneAll([3])))), repeat(subOneAll(repeat(addOneAll([2]))))), [7], [3], [13]))), concatenate(mul(subOneAll([3]), sub([1], [11])), concatenate(mul([11], [12]), sub([12], [11])))))","[6, 10, 6, 10, 6, 13]"
146299,175.0,11,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.29289321881345254,"sub(if_then_else(repeat(repeat([10])), subOneAll(div([8], addOneAll(mul(div(addOneAll(div(if_then_else(mul(subOneAll([5]), mul([6], [6])), repeat(repeat([2])), div(concatenate([13], [1]), add([12], [3])), add(sub([5], [13]), if_then_else([10], [6], [7], [11]))), repeat(add(if_then_else([3], [11], [5], [8]), mul([13], [13]))))), if_then_else(subOneAll(subOneAll(sub(concatenate([10], [12]), div([13], [5])))), concatenate(subOneAll(addOneAll(sub([12], [11]))), addOneAll(add(repeat([4]), subOneAll([2])))), addOneAll(mul(sub(if_then_else([11], [12], [4], [7]), addOneAll([10])), addOneAll(mul([8], [10])))), subOneAll(if_then_else(sub(mul([4], [6]), add([13], [6])), subOneAll(div([6], [2])), add(repeat([7]), repeat([11])), concatenate(repeat([4]), sub([13], [1])))))), sub(addOneAll(div(repeat(add(sub([8], [11]), sub([9], [4]))), subOneAll(add(addOneAll([4]), add([4], [5]))))), subOneAll(mul(mul(add(sub([12], mul(mul(mul(sub(add(addOneAll(addOneAll([11])), if_then_else(addOneAll([3]), repeat([7]), subOneAll([5]), addOneAll([10]))), mul(concatenate(concatenate([2], [7]), if_then_else([5], [9], [7], [6])), div(concatenate([8], [3]), subOneAll([6])))), addOneAll(if_then_else(div(add([2], [5]), div([1], [6])), mul(sub([13], [8]), sub([4], [2])), repeat(mul([5], [6])), add(concatenate([5], [2]), div([4], [10]))))), div(div(addOneAll(concatenate(sub([10], [4]), div([11], [13]))), div(div(if_then_else([1], [4], [10], [4]), sub([10], [6])), sub(subOneAll([11]), subOneAll([11])))), if_then_else(repeat(add(if_then_else([12], [10], [12], [7]), repeat([12]))), add(addOneAll(concatenate([2], [9])), addOneAll(sub([3], [6]))), subOneAll(addOneAll(if_then_else([9], [1], [7], [8]))), if_then_else(concatenate(if_then_else([8], [10], [4], [10]), addOneAll([3])), sub(repeat([2]), repeat([13])), div(if_then_else([10], [13], [7], [4]), sub([6], [1])), mul(addOneAll([2]), concatenate([7], [7])))))), subOneAll(div(subOneAll(repeat(addOneAll(addOneAll([7])))), div(addOneAll(mul(sub([6], [13]), addOneAll([9]))), sub(div(subOneAll([12]), div([7], [5])), if_then_else(add([4], [10]), concatenate([2], [4]), addOneAll([8]), repeat([2])))))))), repeat([5])), repeat(concatenate([1], [6]))), sub(subOneAll(subOneAll([3])), subOneAll(div([9], [8])))))))))), div(div([5], if_then_else([3], [4], [3], [7])), sub([13], [5])), sub(sub([9], [12]), subOneAll(addOneAll(repeat(repeat(div(div(if_then_else(repeat([6]), sub([7], [13]), repeat([13]), if_then_else([10], [13], [13], [2])), concatenate(sub(div(div(add(concatenate(repeat([3]), add([6], [1])), div(addOneAll([5]), add([3], [12]))), if_then_else(repeat(mul([8], [10])), subOneAll(subOneAll([1])), addOneAll(if_then_else([8], [5], [7], [12])), sub(mul([12], [13]), mul(sub(sub(repeat(div([1], [5])), addOneAll(mul([5], [13]))), div(mul(addOneAll([8]), addOneAll([13])), if_then_else(subOneAll([5]), mul([13], [9]), sub([1], [13]), addOneAll([1])))), [2])))), repeat(add(addOneAll(concatenate([9], [13])), subOneAll(mul(sub(addOneAll([7]), subOneAll([10])), subOneAll(subOneAll(add([9], [7])))))))), [11]), subOneAll([10]))), mul(subOneAll(if_then_else([7], [5], [11], [9])), mul(repeat([9]), addOneAll([7])))))))))), div(repeat([3]), mul(concatenate([13], [10]), [6])))","[10, 10, 10, 10, 4]"
147297,175.0,14,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.33942174092418376,"sub(addOneAll(concatenate(if_then_else(if_then_else([3], [2], [13], [9]), concatenate([1], [8]), concatenate([7], [1]), subOneAll([13])), repeat(if_then_else([9], [3], [10], [2])))), mul(sub([7], concatenate(addOneAll([5]), subOneAll([3]))), add(addOneAll(add([13], [6])), add(add(div(mul(concatenate(repeat(add(addOneAll(add([13], [5])), repeat(div([12], [12])))), sub(repeat(concatenate(repeat([13]), addOneAll([12]))), mul(concatenate(add([9], [9]), subOneAll([4])), div(concatenate([1], [6]), mul([12], [6]))))), concatenate(mul(div(div(if_then_else([12], [6], [5], [3]), subOneAll([7])), div(div([8], [7]), div([12], [9]))), concatenate(mul(sub([4], [4]), mul([12], [7])), subOneAll(sub([9], [7])))), div(subOneAll(repeat(mul([13], [10]))), add(if_then_else(addOneAll([4]), add([11], [4]), div([2], [9]), div([4], [4])), sub(if_then_else([9], [2], [12], [6]), mul([4], [6])))))), sub(if_then_else(mul(sub(repeat(repeat(sub([11], [3]))), concatenate(concatenate(if_then_else([8], [2], [2], [11]), sub([11], [4])), subOneAll(if_then_else([3], [10], [11], [9])))), addOneAll(sub(if_then_else(sub([3], [10]), mul([5], [1]), if_then_else([4], [12], [9], [7]), add([7], [6])), subOneAll(add([5], [12]))))), div(div(subOneAll(add(repeat([3]), subOneAll([10]))), concatenate(sub(if_then_else([8], [4], [9], [10]), div([3], [11])), mul(addOneAll([4]), concatenate([13], [8])))), repeat(subOneAll(div(div([6], [3]), mul([2], [6]))))), repeat(repeat(concatenate(subOneAll(mul([8], [8])), mul(concatenate([8], [7]), addOneAll([7]))))), concatenate(if_then_else(add(subOneAll(div([7], [5])), repeat(subOneAll([5]))), if_then_else(sub(mul([4], [1]), concatenate([1], [13])), mul(sub([11], add(repeat(add(add(div(concatenate([5], [6]), add([12], [2])), div(div([7], [11]), sub([7], [9]))), concatenate(concatenate(repeat([11]), mul([13], [8])), mul(add([6], [2]), sub([9], [3]))))), if_then_else(subOneAll(div(if_then_else(sub([10], [11]), div([6], [6]), repeat([5]), concatenate([5], [3])), repeat(div([12], [4])))), repeat(mul(add(if_then_else([2], [4], [2], [7]), sub([7], [1])), mul(add([2], [13]), div([3], [2])))), mul(if_then_else(sub(addOneAll([1]), mul([4], [13])), addOneAll(sub([1], [2])), repeat(addOneAll([1])), if_then_else(concatenate([7], [4]), if_then_else([3], [12], [1], [8]), if_then_else([4], [11], [6], [5]), concatenate([1], [12]))), mul(add(mul([5], [8]), addOneAll([10])), addOneAll(subOneAll([1])))), subOneAll(div(if_then_else(concatenate([8], [9]), subOneAll([13]), if_then_else([8], [2], [5], [9]), repeat([9])), div(repeat([10]), repeat([11]))))))), div([2], [4])), concatenate(subOneAll([13]), repeat([8])), mul(repeat([13]), addOneAll([7]))), repeat(concatenate(if_then_else([5], [2], [10], [9]), sub([12], [1]))), if_then_else(concatenate(addOneAll([6]), addOneAll([7])), div(sub([7], [12]), subOneAll([1])), if_then_else(add([3], [7]), addOneAll([12]), concatenate([3], [11]), div([10], [9])), add(sub([6], [5]), subOneAll([9])))), add(sub(if_then_else(concatenate([9], [2]), div([10], [5]), subOneAll([1]), div([7], [5])), add(concatenate([4], [7]), concatenate([10], [13]))), repeat(div(if_then_else([12], [10], [8], [9]), if_then_else([13], [9], [1], [5])))))), subOneAll(if_then_else(sub(subOneAll(concatenate([9], [10])), addOneAll(div([7], [6]))), if_then_else(subOneAll(div([11], [2])), div(mul([4], [2]), sub([3], [10])), add(repeat([8]), repeat([1])), sub(mul([3], [1]), concatenate([8], [12]))), add(mul(repeat([10]), div([13], [3])), add(subOneAll([11]), sub([1], [6]))), mul(mul(sub([2], [11]), mul([8], [5])), concatenate(subOneAll([4]), subOneAll([2]))))))), [10]), mul([7], [1])))))","[4, 10, 13, 10, 3, 10, 4]"
