optimal,Avg_max_fit,Gen,Dataset,CosDist,Hof
127278,175.0,16,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.15112531237283455,"if_then_else(concatenate(div(mul(subOneAll(mul([11], [2])), sub(addOneAll([9]), subOneAll([13]))), if_then_else(if_then_else(div(add(mul(mul(add(add(sub(subOneAll([13]), concatenate([12], [1])), mul(div([2], [7]), subOneAll([2]))), sub(mul(addOneAll([13]), repeat([6])), concatenate(concatenate([6], [6]), add([9], [12])))), concatenate(concatenate(concatenate(concatenate([6], [8]), mul([9], [7])), concatenate(div([13], [12]), sub([3], [7]))), repeat(sub(subOneAll([13]), subOneAll([8]))))), subOneAll(add(repeat(if_then_else(if_then_else([7], [2], [2], [6]), div([6], [2]), add([11], [10]), repeat([6]))), sub(div(subOneAll([5]), add([1], [12])), concatenate(concatenate([3], [2]), concatenate([6], [6])))))), repeat(if_then_else(add(concatenate(sub(div([6], [2]), if_then_else([4], [6], [2], [5])), repeat(concatenate([4], [4]))), add(subOneAll(addOneAll([4])), sub(if_then_else([8], [6], [8], [13]), repeat([8])))), if_then_else(repeat(mul(if_then_else([13], [8], [9], [7]), addOneAll([13]))), repeat(div(sub([4], [13]), concatenate([7], [4]))), add(add(if_then_else([8], [5], [12], [2]), repeat([7])), mul(subOneAll([11]), add([1], [10]))), mul(add(add([1], [5]), concatenate([12], [2])), subOneAll(div([12], [8])))), concatenate(if_then_else(div(if_then_else([2], [4], [10], [7]), repeat([12])), repeat(repeat([3])), addOneAll(subOneAll([9])), add(concatenate([6], [12]), repeat([9]))), addOneAll(subOneAll(mul([2], [3])))), sub(subOneAll(add(sub(concatenate(mul(if_then_else(addOneAll(add([5], [3])), mul(repeat([13]), if_then_else([1], [4], [12], [4])), subOneAll(if_then_else([5], [4], [9], [8])), repeat(sub([5], [7]))), mul(if_then_else(sub([7], [5]), add([3], [1]), add([2], [9]), add([8], [7])), addOneAll(mul([6], [12])))), addOneAll(mul(repeat(repeat([9])), add(concatenate([13], [12]), concatenate([2], [1]))))), if_then_else(mul(addOneAll(add(concatenate([10], [12]), concatenate([1], [10]))), if_then_else(addOneAll(add([5], [1])), concatenate(concatenate([4], [13]), sub([11], [7])), concatenate(add([2], [1]), if_then_else([1], [6], [12], [13])), addOneAll(add([11], [7])))), concatenate(add(mul(subOneAll([7]), mul([4], [9])), repeat(sub([10], [6]))), concatenate(add(concatenate([4], [7]), mul([11], [13])), subOneAll(concatenate([12], [13])))), sub(sub(repeat(mul([9], [7])), addOneAll(subOneAll([7]))), subOneAll(add(addOneAll([1]), repeat([12])))), mul(mul(div(subOneAll([7]), sub([6], [10])), if_then_else(mul([8], [5]), concatenate([2], [9]), add([6], [11]), concatenate([3], [3]))), add(repeat(add([12], [11])), add(concatenate([11], [13]), subOneAll([6])))))), subOneAll([3]))), sub(concatenate(concatenate([11], [1]), mul([3], [9])), repeat(repeat([10]))))))), [6]), concatenate([3], [3]), addOneAll([8]), addOneAll([2])), addOneAll(mul([10], [8])), div(repeat([9]), div([10], [10])), add(repeat([9]), add([5], [6])))), add(repeat(addOneAll(div([2], [4]))), concatenate(if_then_else(subOneAll([8]), div([1], [6]), div([4], [3]), sub([11], [1])), add(repeat([13]), subOneAll([4]))))), concatenate(if_then_else(concatenate(sub(addOneAll([10]), repeat([1])), subOneAll(if_then_else([13], [13], [1], [13]))), if_then_else(addOneAll(subOneAll([4])), add(if_then_else([7], [8], [1], [5]), if_then_else([10], [5], [5], [11])), add(addOneAll([11]), mul([5], [11])), addOneAll(subOneAll([11]))), repeat(subOneAll(addOneAll([5]))), concatenate(if_then_else(sub([3], [7]), div([3], [12]), concatenate([8], [12]), if_then_else([10], [3], [7], [9])), if_then_else(concatenate([6], [5]), repeat([12]), concatenate([8], [11]), sub([1], [13])))), sub(mul(add(subOneAll([6]), add([12], [3])), concatenate(div([5], [7]), repeat(concatenate(mul(if_then_else(if_then_else(subOneAll([9]), if_then_else([10], [13], [3], [11]), sub([3], [5]), mul([8], [3])), repeat(mul([7], [7])), sub(subOneAll([5]), mul([10], [11])), repeat(repeat([10]))), div(add(if_then_else([9], [8], [6], [6]), div([10], [11])), if_then_else(addOneAll([9]), if_then_else([3], [6], [3], [10]), subOneAll([11]), sub([3], [1])))), subOneAll(add(add(repeat([12]), if_then_else([12], [2], [6], [3])), repeat(mul([6], [4])))))))), mul(repeat(addOneAll([1])), sub(subOneAll([11]), add([2], [13]))))), concatenate(subOneAll(subOneAll([8])), sub(concatenate(add(addOneAll([10]), repeat([6])), div(mul([6], [4]), if_then_else([3], [1], addOneAll(subOneAll(add(add(subOneAll([4]), repeat([11])), mul(subOneAll([7]), div([7], [5]))))), [4]))), addOneAll(repeat(repeat(div(repeat(div(mul([10], [13]), sub([6], [1]))), subOneAll(if_then_else(concatenate([11], [10]), mul([2], [6]), sub([10], [10]), subOneAll([8]))))))))), if_then_else(add(add(if_then_else(repeat([12]), addOneAll([2]), sub([13], [10]), subOneAll([11])), if_then_else(repeat([5]), subOneAll([9]), concatenate([13], [11]), [1])), addOneAll(if_then_else(subOneAll([8]), if_then_else([1], [8], [5], [8]), concatenate([8], [10]), add([8], [11])))), if_then_else(addOneAll(add(subOneAll([8]), repeat([13]))), if_then_else(if_then_else(subOneAll([2]), sub([5], [3]), subOneAll([13]), mul([8], [9])), div(concatenate([3], [12]), concatenate([5], [4])), div(sub([3], [10]), repeat([8])), subOneAll(mul([7], [5]))), if_then_else(if_then_else(add([13], [1]), div([2], [11]), sub([4], [3]), concatenate([6], [5])), addOneAll(subOneAll([10])), repeat(addOneAll([10])), if_then_else(addOneAll([11]), subOneAll([2]), if_then_else([9], [8], [12], [6]), if_then_else([6], [8], [11], [10]))), if_then_else(sub(add([11], [13]), div([3], [10])), addOneAll(mul([7], [6])), subOneAll(concatenate([1], [4])), div(if_then_else([8], [6], [7], [3]), repeat([11])))), concatenate(sub(mul(concatenate([5], [6]), if_then_else([11], [3], [6], [6])), mul(addOneAll([6]), add([5], [11]))), repeat(mul(addOneAll([9]), div([10], [2])))), add(repeat(repeat(mul([10], [8]))), if_then_else(div(repeat([2]), if_then_else([11], [12], [8], [1])), addOneAll(add([6], [13])), addOneAll(add([4], [6])), repeat(div([5], [3]))))))","[6, 2, 10, 6, 5, 4]"
128414,175.0,10,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.20788196561866046,"if_then_else(concatenate(concatenate(mul(add(sub(subOneAll(repeat(div(add(subOneAll([1]), add([13], [3])), if_then_else([10], [12], [3], [11])))), mul(if_then_else(addOneAll([5]), subOneAll([1]), sub([9], [4]), sub([8], [11])), repeat(addOneAll(mul(div([7], [12]), repeat([13])))))), mul(add(addOneAll(sub(concatenate([6], [2]), subOneAll([5]))), repeat(addOneAll(div([1], [6])))), repeat(div(add(sub([12], concatenate(concatenate([6], div(concatenate(if_then_else(if_then_else([2], [1], [4], [13]), repeat([3]), div([12], [4]), addOneAll([12])), div(addOneAll([13]), if_then_else([7], [13], [8], [7]))), if_then_else(subOneAll(sub([8], [8])), div(if_then_else([6], [2], [12], [3]), addOneAll([9])), div(addOneAll([6]), subOneAll([12])), repeat(subOneAll([4]))))), subOneAll(add(subOneAll(sub([4], add([11], [8]))), mul(concatenate(if_then_else([2], [5], [11], [4]), subOneAll(mul(repeat(repeat(add(add(sub(div(add([5], [1]), if_then_else([4], [1], [9], [1])), add(add([5], [11]), subOneAll([1]))), mul(sub(div(add(sub(mul(sub([2], [11]), concatenate([8], [2])), repeat(addOneAll([13]))), concatenate(subOneAll(add([11], [8])), sub(div([12], [13]), add([5], [6])))), add(subOneAll(if_then_else(sub([9], [6]), sub([11], [13]), sub([4], [8]), addOneAll([12]))), mul(if_then_else(sub([2], [3]), sub([1], [5]), if_then_else([12], [12], [3], [2]), if_then_else([4], [11], [11], [11])), add(addOneAll([4]), add([5], [1]))))), if_then_else([11], [5], [10], [6])), mul(mul([10], [2]), addOneAll([5])))), div(mul(mul(add([10], [5]), sub([7], [3])), subOneAll(mul([13], [4]))), repeat(subOneAll(if_then_else([5], add(repeat(addOneAll(repeat(repeat(concatenate([4], [9]))))), addOneAll(concatenate(subOneAll(mul(concatenate([1], [12]), sub([5], [4]))), concatenate(mul(addOneAll([6]), if_then_else([1], [9], [5], [2])), concatenate(mul([9], [5]), subOneAll([1])))))), [7], [1]))))))), subOneAll([5])))), if_then_else(sub([4], [3]), subOneAll([12]), repeat([5]), sub([11], [1]))))))), div([12], [12])), if_then_else(div(mul([2], [10]), if_then_else([8], [11], mul([7], [9]), [3])), concatenate(mul([6], [7]), repeat([8])), mul(subOneAll([12]), concatenate([12], [13])), if_then_else(div([1], [4]), concatenate([3], [6]), if_then_else([1], [9], [9], [1]), repeat([7]))))))), [12]), mul([1], [5])), [10]), div(if_then_else(add([12], [5]), sub([6], [6]), repeat([9]), sub([11], mul(if_then_else(div(addOneAll(repeat([3])), concatenate(addOneAll([2]), sub([10], [6]))), div(addOneAll(div([11], [11])), mul(sub([5], [5]), subOneAll([12]))), subOneAll(mul(addOneAll([8]), if_then_else([12], [8], [11], [2]))), if_then_else(subOneAll(concatenate([7], [2])), div(sub([5], [3]), addOneAll([4])), add(concatenate([8], [7]), if_then_else([6], [9], [10], [4])), subOneAll(add([8], [11])))), add(add(addOneAll(add([10], [9])), subOneAll(sub([11], [8]))), addOneAll(div(add([12], [11]), subOneAll([8]))))))), addOneAll(sub(repeat(sub(add(div([11], [1]), div([12], [1])), mul(if_then_else([2], [7], [9], [12]), div([7], [10])))), [1]))), addOneAll(div(addOneAll(subOneAll(sub(repeat(add([13], [1])), add(addOneAll([1]), sub([1], [13]))))), mul([9], [5]))), repeat(addOneAll(addOneAll([8]))))","[13, 11, 6, 10, 10, 10]"
129381,175.0,40,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.11438511445990485,"concatenate(if_then_else(repeat(sub(if_then_else([6], [11], [2], [13]), [6])), add(addOneAll([8]), repeat(subOneAll([9]))), div(subOneAll(add([13], [1])), sub(concatenate([1], [12]), sub(sub([10], [11]), mul(sub(sub([1], if_then_else(concatenate(repeat([13]), concatenate([8], [2])), concatenate(add([9], [8]), if_then_else([7], [9], [2], [11])), if_then_else(concatenate([12], [5]), sub([4], [1]), concatenate([7], addOneAll(concatenate(repeat(if_then_else(add(concatenate([11], [6]), if_then_else([7], [2], [3], [11])), add(concatenate([5], [12]), sub([3], [11])), add(repeat([4]), div([3], [3])), div(repeat([7]), repeat([12])))), if_then_else(sub(repeat(if_then_else([2], [1], [12], [9])), repeat(if_then_else([6], [8], [1], [10]))), div(concatenate(addOneAll([12]), add([1], [9])), concatenate(subOneAll([3]), subOneAll([8]))), div(add(mul([9], [3]), sub([8], [13])), subOneAll(addOneAll([5]))), sub(subOneAll(mul([7], [5])), repeat(if_then_else([13], [5], [3], [9]))))))), concatenate([11], [9])), if_then_else(sub([11], [13]), addOneAll([9]), repeat([11]), add([11], add(subOneAll([1]), subOneAll([7])))))), add(repeat(div(concatenate([3], [2]), repeat([10]))), subOneAll(addOneAll(addOneAll([2]))))), mul(mul(div(div(concatenate([6], [3]), repeat([5])), add(add([11], [7]), sub([12], [5]))), subOneAll(add(repeat([3]), sub([6], [4])))), repeat(concatenate(add(concatenate([1], [13]), add([5], [13])), sub(repeat(mul(subOneAll(concatenate(mul(sub(subOneAll(if_then_else(addOneAll(repeat(repeat([3]))), if_then_else(sub(if_then_else([12], [8], [6], [3]), if_then_else([1], [12], [12], [6])), repeat(repeat([2])), div(if_then_else([1], [8], [12], [8]), add([3], [7])), mul(div([9], [3]), addOneAll([9]))), addOneAll(div(concatenate([11], [13]), if_then_else([11], [8], [4], [4]))), sub(sub(concatenate([3], [1]), concatenate([3], [9])), addOneAll(if_then_else([6], [12], [11], [4]))))), sub(mul(add(concatenate(add([7], [2]), repeat([12])), concatenate(div([9], [11]), concatenate([3], [3]))), addOneAll(div(subOneAll([2]), concatenate([3], [9])))), div(if_then_else([7], add(if_then_else([11], [7], [5], [6]), mul([3], [7])), concatenate(addOneAll([6]), addOneAll([2])), concatenate(sub([11], [5]), mul([12], [2]))), add(addOneAll(addOneAll([6])), add(add([12], [5]), if_then_else([9], [7], [8], [13])))))), [10]), concatenate([4], [9]))), add(subOneAll(mul([5], [3])), if_then_else(if_then_else([4], [10], [2], [3]), concatenate([4], add([9], [2])), add([9], [2]), concatenate([10], [9]))))), div([1], [11]))))))))), addOneAll([2])), add(repeat(add(addOneAll([9]), subOneAll([3]))), sub(if_then_else(addOneAll([8]), mul([10], [4]), div([11], [13]), concatenate([1], [8])), subOneAll(addOneAll([2])))))","[6, 10, 6, 10, 3, 13, 10]"
130477,175.0,16,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.4292182070146071,"addOneAll(subOneAll(concatenate(subOneAll(mul([8], concatenate(concatenate(div(subOneAll(add(if_then_else([5], [7], [12], [5]), add([2], [10]))), if_then_else(addOneAll(if_then_else([2], [1], [3], [2])), sub(if_then_else([7], [2], [10], [5]), div([5], [6])), repeat(repeat([2])), addOneAll(add([1], [8])))), div(add(addOneAll(sub([13], [5])), sub(add([2], [10]), addOneAll([4]))), if_then_else(concatenate(add([6], [9]), add([12], [5])), concatenate(subOneAll([1]), add([9], [5])), if_then_else(addOneAll([13]), sub([7], [8]), repeat([9]), addOneAll([4])), mul(mul([5], [2]), repeat([12]))))), sub(concatenate(concatenate(add([10], [6]), subOneAll([1])), add(subOneAll(addOneAll(subOneAll(concatenate(repeat(if_then_else(subOneAll([13]), concatenate([10], [8]), addOneAll([10]), sub([2], [11]))), mul(div(add([13], [8]), concatenate([2], [3])), div(mul([10], [5]), addOneAll([12]))))))), add([2], [2]))), addOneAll(div(add([6], [12]), concatenate([7], [13]))))))), repeat(concatenate([6], [5])))))","[6, 6, 5, 6, 5]"
131372,175.0,19,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.05612019255146117,"if_then_else(add(concatenate(subOneAll([7]), repeat([10])), add(addOneAll(div(if_then_else(repeat(sub([5], [8])), subOneAll(sub([11], [5])), div(div([3], [12]), addOneAll([12])), sub(repeat([5]), subOneAll([8]))), if_then_else([10], [11], [13], [3]))), concatenate([12], [2]))), mul(concatenate(repeat([8]), add([8], sub([10], [8]))), addOneAll(div([5], [12]))), add(repeat(repeat([6])), sub(add([5], [11]), subOneAll([5]))), concatenate(subOneAll(subOneAll([8])), addOneAll(if_then_else([2], [6], [3], [7]))))","[6, 10, 10, 6, 3, 4]"
132389,175.0,23,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.10886721132099308,"addOneAll(repeat(addOneAll(concatenate(addOneAll(addOneAll([2])), if_then_else([8], add(if_then_else(sub(subOneAll(div([3], [9])), repeat(addOneAll([9]))), concatenate(subOneAll(add([8], [11])), if_then_else(div([13], [2]), concatenate([6], [12]), mul([5], [4]), div([1], [2]))), addOneAll(repeat(sub([11], [1]))), div(repeat(subOneAll([8])), addOneAll(concatenate([11], [11])))), sub(add(addOneAll(concatenate([6], [5])), div(if_then_else([3], [2], [12], [11]), mul([5], [4]))), mul(addOneAll(addOneAll([4])), if_then_else(add([4], [3]), addOneAll([11]), if_then_else([13], [8], [4], [9]), div([2], [5]))))), [12], [2])))))","[6, 10, 4, 6, 10, 4]"
133384,175.0,23,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.04869701169101193,"concatenate(subOneAll(addOneAll(repeat(concatenate(div([5], [1]), [10])))), mul(mul(sub(subOneAll(div([12], [3])), div(mul([3], [10]), subOneAll(sub(if_then_else(subOneAll(addOneAll(sub(addOneAll(concatenate(div([2], [3]), mul([10], [9]))), addOneAll(concatenate(div([3], [5]), add([10], [3])))))), addOneAll(subOneAll(mul(sub(if_then_else(concatenate([2], [9]), subOneAll([8]), sub([10], [8]), subOneAll([9])), div(repeat([2]), repeat([2]))), addOneAll(sub([4], [11]))))), add(concatenate(mul(add(add(repeat([9]), mul([3], [8])), concatenate(addOneAll([11]), mul([6], sub(sub(sub(mul(add(div([9], [6]), addOneAll([4])), add(sub([11], [13]), addOneAll([11]))), repeat(repeat(repeat([7])))), div(sub(div(div([1], [11]), mul([1], [12])), concatenate(addOneAll([1]), addOneAll([13]))), repeat(repeat(concatenate([9], [2]))))), add(div(mul(mul(sub([3], [9]), addOneAll([13])), repeat(subOneAll(div(div(add(repeat(add([13], [13])), subOneAll(repeat([6]))), if_then_else(repeat(sub([6], [5])), addOneAll(concatenate([9], [6])), div(sub([5], [5]), addOneAll([12])), div(addOneAll([4]), mul([13], [7])))), add(mul(addOneAll(mul([7], [1])), repeat(sub([10], [12]))), sub(div(addOneAll([12]), if_then_else([11], [11], [3], [12])), mul(div(div(repeat(sub(concatenate(mul([6], [4]), concatenate([8], [4])), if_then_else(concatenate([10], [6]), repeat([9]), div([13], [8]), add([6], [6])))), concatenate(mul(div(subOneAll([3]), sub([6], [12])), subOneAll(div([1], [6]))), if_then_else(subOneAll(div([13], [7])), repeat(sub([5], [6])), div(add([12], [12]), subOneAll([11])), repeat(addOneAll([12]))))), [4]), div([3], [9])))))))), subOneAll(concatenate(add([13], [2]), mul([5], [11])))), subOneAll(div(repeat(add([6], [12])), add(repeat([1]), addOneAll([6]))))))))), concatenate(concatenate(sub([2], [3]), repeat([10])), mul(div([11], [4]), repeat([3])))), add(add(mul(if_then_else([12], [4], [3], [4]), subOneAll([12])), repeat(addOneAll([4]))), addOneAll(if_then_else(add([2], [8]), repeat([5]), add([13], [12]), addOneAll([6]))))), addOneAll(sub(mul(subOneAll(mul([9], [3])), concatenate(div([10], [11]), if_then_else([9], [4], [7], [7]))), add(repeat(addOneAll([6])), concatenate(sub([2], [10]), concatenate([1], [3])))))), div(repeat(concatenate(if_then_else(div(repeat([8]), addOneAll([3])), concatenate(if_then_else([5], [11], [13], [13]), repeat([4])), sub(div([13], [12]), subOneAll([8])), mul(add([2], [1]), add([5], [9]))), mul(concatenate(div([5], [1]), addOneAll([3])), addOneAll(if_then_else([2], [8], [3], [11]))))), if_then_else(subOneAll(if_then_else(concatenate(addOneAll([11]), addOneAll([4])), if_then_else(concatenate([11], [1]), mul([10], [1]), sub([8], [11]), if_then_else([8], [10], [12], [3])), repeat(sub([8], [3])), div(mul([1], [12]), if_then_else([5], [13], [1], [11])))), sub(div(mul(repeat([6]), add([7], [12])), if_then_else(mul([8], [8]), repeat([2]), addOneAll([7]), if_then_else([1], [8], [13], [5]))), concatenate(subOneAll(repeat([5])), addOneAll(repeat([6])))), sub(sub(concatenate(sub(concatenate(div([7], [6]), subOneAll([4])), mul(if_then_else([2], add(mul(concatenate(repeat(add(sub([4], [4]), addOneAll([5]))), subOneAll(div(subOneAll([13]), concatenate([3], [1])))), concatenate(if_then_else(sub(addOneAll([13]), mul([12], [10])), repeat(concatenate([7], [10])), repeat(div([2], [6])), mul(div([3], [4]), add([9], [6]))), addOneAll(sub(mul([2], [2]), subOneAll([3]))))), repeat(addOneAll(subOneAll(concatenate(subOneAll([4]), sub([11], [8])))))), [8], [13]), concatenate([7], [5]))), if_then_else([6], [1], div(if_then_else(concatenate(mul(mul(div(div([9], [12]), repeat([2])), if_then_else(addOneAll([7]), if_then_else([9], [5], [11], [10]), mul([5], [7]), sub([1], [5]))), mul(concatenate(sub([6], [9]), mul([7], [3])), repeat(if_then_else([10], [5], [4], [6])))), addOneAll(div(repeat(addOneAll([12])), div(sub([12], [8]), add([5], [12]))))), sub(repeat(add(addOneAll(sub([7], [8])), if_then_else(sub([3], [6]), subOneAll([12]), div([1], [1]), addOneAll([8])))), subOneAll(repeat(repeat(concatenate([7], [6]))))), div(add(sub(mul(div([10], [7]), subOneAll([9])), concatenate(repeat([13]), mul([11], [12]))), repeat(if_then_else(subOneAll([4]), addOneAll([13]), mul([10], [4]), addOneAll([2])))), concatenate(concatenate(sub(subOneAll([3]), sub([1], [13])), repeat(repeat([3]))), add(mul(mul([1], [9]), mul([9], [2])), sub(mul([1], [4]), sub([8], [9]))))), if_then_else(mul(concatenate(div(div([12], [3]), if_then_else([5], [8], [6], [2])), repeat(sub([9], [2]))), mul(add(div([7], [7]), div([2], [4])), div(div([10], [10]), mul([7], [4])))), div(mul(repeat(div([3], [3])), sub(sub([11], [4]), repeat([6]))), div(div(subOneAll([12]), add([6], [7])), add(addOneAll([1]), sub([11], [6])))), mul(repeat(subOneAll(div([13], [5]))), if_then_else(addOneAll(mul([9], [5])), concatenate(addOneAll([11]), addOneAll([3])), concatenate(repeat([13]), sub([10], [11])), mul(subOneAll([12]), addOneAll([13])))), if_then_else(mul(subOneAll(if_then_else([4], [6], [5], [2])), concatenate(concatenate([2], [3]), concatenate([3], [4]))), add(repeat(add([3], [7])), concatenate(repeat([1]), sub([12], [9]))), subOneAll(div(addOneAll([7]), sub([10], [3]))), if_then_else(addOneAll(if_then_else([3], [12], [9], [1])), concatenate(addOneAll([8]), repeat([9])), mul(div([11], [8]), div([11], [13])), concatenate(repeat([5]), add([7], [6])))))), addOneAll(subOneAll(concatenate(sub(add(repeat([3]), concatenate([7], [12])), div(div([13], [6]), concatenate([4], [10]))), subOneAll(mul(add([13], [13]), mul([4], [9]))))))), [1])), repeat(div([3], [4]))), if_then_else(repeat(concatenate([6], [12])), sub(if_then_else([12], [7], [1], [11]), sub([1], [3])), mul(add([11], [11]), addOneAll([6])), div(addOneAll([10]), sub([1], [2])))), div(repeat(add(div([2], [12]), add([9], [4]))), concatenate(add(addOneAll([9]), addOneAll([9])), div(repeat([12]), sub([7], [13]))))))), sub([4], [9]))))), repeat(repeat(div([9], [3])))), repeat(sub(add(div([10], [3]), mul([5], [1])), subOneAll(add([6], [9]))))))","[6, 10, 6, 10, 10]"
134372,175.0,12,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.15837458846982677,"if_then_else(addOneAll(sub(div([8], [13]), div([9], [12]))), concatenate(mul(subOneAll([10]), add([1], [1])), concatenate(sub([13], [4]), subOneAll([7]))), subOneAll(if_then_else(mul(subOneAll(concatenate([7], [5])), [12]), subOneAll([6]), sub([2], [13]), repeat([7]))), if_then_else(if_then_else(concatenate([11], [6]), sub([9], [9]), add([5], [5]), add([13], [9])), if_then_else(mul([9], [1]), subOneAll([3]), sub([5], [13]), repeat([3])), subOneAll(addOneAll([2])), repeat(div([9], [1]))))","[2, 11, 6, 10, 10, 10]"
135511,175.0,11,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.07964201338315557,"subOneAll(repeat(subOneAll(sub(concatenate(subOneAll([13]), if_then_else(add(sub(add(sub(subOneAll(add([11], [12])), repeat(mul([13], [6]))), subOneAll(if_then_else(mul([3], [10]), concatenate([12], [6]), if_then_else([7], [3], [11], [1]), concatenate([2], [6])))), subOneAll(div(mul(if_then_else([3], [8], [6], [9]), concatenate([3], [12])), repeat(mul([8], [6]))))), repeat(div(repeat(div(repeat([6]), mul([2], [7]))), repeat(mul(mul([6], [2]), mul(div(sub(mul(if_then_else(sub(div(mul([6], [1]), addOneAll([9])), repeat(addOneAll([1]))), subOneAll(subOneAll(concatenate([12], [10]))), div(mul(addOneAll([7]), mul([5], [6])), repeat(concatenate([2], [7]))), sub(div(addOneAll([6]), if_then_else([9], [2], [9], [12])), mul(subOneAll([11]), add([7], [4])))), addOneAll(sub(if_then_else(repeat([2]), add([11], [6]), if_then_else([10], [2], [6], [4]), concatenate([7], [10])), if_then_else(add([1], [11]), if_then_else([12], [5], [11], [10]), repeat([1]), mul([7], [12]))))), repeat(addOneAll(mul(subOneAll(mul([7], [12])), sub(if_then_else([2], [3], [2], [7]), subOneAll([13])))))), mul(div(repeat(add(add(subOneAll([5]), mul([1], [7])), mul(add([12], [8]), div([5], [12])))), add(if_then_else(add(sub([10], [2]), add([4], [2])), mul(repeat([8]), addOneAll([1])), concatenate(subOneAll([7]), div([8], [8])), repeat(addOneAll([2]))), mul(sub(div([2], [2]), subOneAll([9])), mul(concatenate([3], [12]), add([6], [2]))))), if_then_else(subOneAll(add(add(addOneAll([7]), sub([11], [12])), if_then_else(add([12], [10]), subOneAll([13]), div([5], [12]), repeat([13])))), concatenate(add(addOneAll(add([5], [10])), concatenate(sub([4], [2]), if_then_else([7], [3], [4], [9]))), concatenate(div(add([8], [10]), addOneAll([4])), add(if_then_else([10], [1], [6], [11]), repeat([9])))), subOneAll(mul(sub(div([12], [7]), subOneAll([11])), add(concatenate([9], [7]), mul([12], [4])))), sub(sub(repeat(div([1], [2])), concatenate(subOneAll([7]), addOneAll([8]))), concatenate(mul(div([4], [12]), sub([2], [13])), div(concatenate([3], [8]), div([12], [13]))))))), [4])))))), [11], [12], [2])), concatenate(div([2], [3]), add([4], [3]))))))","[10, 6, 10, 10, 6, 10]"
136572,175.0,15,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.3140056594299647,"repeat(subOneAll(addOneAll(if_then_else(repeat([10]), div([2], [2]), subOneAll(div(concatenate(repeat([6]), sub([6], [6])), mul(subOneAll([5]), div([11], [11])))), [10]))))","[10, 10, 10, 10, 10, 10]"
