mutate,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,109.0,4,"[6, 6, 6, 6]",0.683772233983162,"if_then_else(div(add(addOneAll(repeat(subOneAll([1]))), sub(mul(repeat([2]), if_then_else([8], [13], [9], [1])), if_then_else(addOneAll([7]), mul([11], [3]), subOneAll([8]), addOneAll([5])))), addOneAll(sub(mul(if_then_else([2], [11], [11], [13]), subOneAll([2])), add(subOneAll([2]), sub([3], [3]))))), repeat(addOneAll(concatenate(if_then_else(repeat([9]), div([1], [8]), add([6], [6]), sub([3], [7])), div(add([1], [4]), if_then_else([5], [11], [13], [8]))))), sub(if_then_else(concatenate(if_then_else(addOneAll([12]), addOneAll([13]), repeat([1]), if_then_else([13], [13], [4], [6])), mul(if_then_else([5], [6], [4], [2]), if_then_else([6], [7], [13], [8]))), repeat(add(subOneAll([7]), add([7], [7]))), if_then_else(addOneAll(subOneAll([1])), sub(mul([11], [8]), concatenate([4], [13])), mul(subOneAll([1]), if_then_else([10], [2], [9], [6])), sub(concatenate([10], [1]), div([3], [11]))), mul(mul(subOneAll([4]), sub([12], [9])), sub(if_then_else([13], [3], [5], [12]), concatenate([9], [6])))), concatenate(repeat(sub(div([7], [4]), if_then_else([5], [10], [9], [12]))), concatenate(concatenate(addOneAll([8]), div([13], [11])), repeat(add([4], [12]))))), concatenate(if_then_else(subOneAll(sub(subOneAll([4]), subOneAll([1]))), repeat(subOneAll(repeat([13]))), mul(mul(sub([10], [6]), sub([10], [6])), if_then_else(subOneAll([3]), concatenate([2], [5]), repeat([1]), if_then_else([7], [10], [12], [10]))), div(concatenate(mul([1], [12]), sub([6], [7])), add(repeat([11]), addOneAll([6])))), if_then_else(sub(addOneAll(sub([5], [8])), concatenate(mul([7], [12]), add([5], [3]))), add(addOneAll(if_then_else([9], [7], [6], [9])), if_then_else(sub([4], [12]), div([7], [13]), addOneAll([4]), add([12], [7]))), div(subOneAll(add([13], [11])), addOneAll(add([2], [13]))), if_then_else(repeat(div([5], [7])), concatenate(div([7], [10]), div([12], [2])), add(subOneAll([13]), repeat([4])), add(div([3], [13]), addOneAll([6]))))))","[1, 2, 13, 13, 6, 5, 12, 4]"
0.1,109.0,11,"[6, 6, 6, 6]",1.0,"add(subOneAll(repeat(concatenate(mul(repeat([12]), add([13], [1])), if_then_else(concatenate([4], [4]), if_then_else([2], [5], [9], [3]), concatenate([11], [10]), div([2], [3]))))), add(repeat(add(subOneAll(add([11], [11])), repeat(add([13], [11])))), mul(add(sub(concatenate([8], [7]), sub(concatenate(div(mul(if_then_else(add(repeat([6]), div([13], [6])), if_then_else(sub([7], [7]), if_then_else([11], [9], [8], [12]), add([13], [4]), if_then_else([7], [9], [5], [12])), repeat(addOneAll([11])), addOneAll(if_then_else([7], [9], [12], [3]))), add(repeat(subOneAll([4])), concatenate(addOneAll([6]), addOneAll([11])))), div(add(addOneAll(sub([4], [4])), addOneAll(if_then_else([1], [6], [1], [6]))), mul(add(sub([6], [8]), mul([11], [11])), if_then_else(subOneAll([9]), sub([3], [3]), div([1], [11]), addOneAll([4]))))), subOneAll(if_then_else(sub(if_then_else(mul([1], [9]), div([1], [3]), mul([11], [8]), concatenate([13], [3])), concatenate(div([3], [2]), addOneAll([10]))), addOneAll(subOneAll(repeat([5]))), repeat(if_then_else(mul([12], [5]), if_then_else([12], [9], [7], [5]), repeat([11]), sub([4], [8]))), repeat(if_then_else(div([2], [6]), sub([8], [3]), sub([2], [12]), mul([9], [13])))))), [1])), add(sub([5], [10]), mul([6], [5]))), repeat(addOneAll(repeat([10]))))))","[11, 11, 3, 3, 13, 11, 11, 3, 3, 10]"
0.2,109.0,19,"[6, 6, 6, 6]",1.0,"repeat(repeat(add(mul(mul(concatenate([2], [7]), if_then_else([9], [13], [2], repeat(repeat(subOneAll(repeat(add(addOneAll(concatenate([12], [12])), sub(subOneAll([9]), mul([11], [5]))))))))), repeat(subOneAll([10]))), addOneAll(add(repeat([9]), if_then_else([2], [1], [11], [12]))))))","[2, 3, 2, 3, 2, 3, 2, 3]"
0.3,109.0,10,"[6, 6, 6, 6]",1.0,"repeat(repeat(if_then_else(sub([4], [8]), sub(addOneAll(addOneAll(repeat(concatenate(mul(add(if_then_else([1], [10], [3], [1]), concatenate([9], [1])), concatenate(concatenate([5], [9]), add([9], [12]))), sub(addOneAll(subOneAll([11])), add(addOneAll([12]), addOneAll([11]))))))), [9]), if_then_else([6], [4], [11], [11]), add([3], [9]))))","[10, 13, 10, 13, 10, 13, 10, 13]"
0.4,109.0,14,"[6, 6, 6, 6]",0.4654775161751512,"subOneAll(if_then_else(if_then_else(subOneAll(repeat([13])), subOneAll(add([3], [3])), repeat(concatenate([4], [9])), div(concatenate([13], [10]), sub(mul(div(repeat(sub(add(concatenate(sub([9], [6]), div([5], [12])), div(addOneAll([10]), mul([7], [7]))), concatenate(add(subOneAll([9]), subOneAll([10])), concatenate(repeat([13]), concatenate([11], [10]))))), concatenate(concatenate(repeat(mul(mul([2], [8]), if_then_else([10], [6], [12], [7]))), repeat(subOneAll(repeat([11])))), sub(mul(concatenate(concatenate([5], [11]), add([7], [6])), concatenate(sub([1], [9]), add([2], [10]))), sub(subOneAll(div([2], [3])), add(mul([12], [9]), concatenate([6], [1])))))), concatenate(div(sub(div(subOneAll(repeat([3])), concatenate(add([7], [7]), mul([11], [5]))), div(if_then_else(addOneAll([5]), div([11], [8]), add([3], [13]), if_then_else([1], [13], [10], [4])), div(subOneAll([10]), sub([6], [5])))), div(div(div(sub([8], [12]), if_then_else([4], [4], [4], [12])), subOneAll(if_then_else([12], [3], [6], [3]))), mul(mul(concatenate([6], [5]), concatenate([8], [4])), concatenate(div([13], [12]), sub([1], [11]))))), add(repeat(subOneAll(concatenate(mul([5], [2]), subOneAll([7])))), div(div(subOneAll(sub([13], [11])), subOneAll(mul([13], [1]))), addOneAll(concatenate(concatenate([10], [13]), add([7], [13]))))))), [1]))), repeat(sub(addOneAll([5]), add([11], [11]))), repeat(addOneAll(if_then_else([13], [9], [6], [6]))), addOneAll(concatenate(if_then_else([2], [12], [6], [7]), concatenate([8], [8])))))","[11, 11, 12, 2, 13, 6, 13, 6]"
0.5,109.0,10,"[6, 6, 6, 6]",0.683772233983162,"repeat(if_then_else(sub(if_then_else(subOneAll([1]), concatenate([13], [3]), repeat([2]), repeat([12])), sub(addOneAll([3]), repeat([4]))), repeat(if_then_else(if_then_else([12], [6], [12], [1]), concatenate([2], [6]), subOneAll([1]), concatenate([4], [2]))), if_then_else(if_then_else(if_then_else([13], [7], [3], [5]), mul([7], [11]), if_then_else([2], [7], [5], [11]), if_then_else([7], [9], [10], [7])), subOneAll(if_then_else(subOneAll(sub(div(addOneAll(add(sub([7], [6]), concatenate([7], [12]))), repeat(repeat(add([4], [1])))), addOneAll(concatenate(if_then_else(div([13], [9]), div([13], [1]), if_then_else([11], [8], [1], [2]), repeat([9])), mul(repeat([11]), mul([2], [11])))))), [6], [3], [1])), add(sub([2], [13]), add([9], [6])), addOneAll(subOneAll([3]))), concatenate(mul(repeat([6]), if_then_else([2], [2], [3], [3])), subOneAll(subOneAll([3])))))","[13, 12, 12, 6, 13, 1, 13, 12, 12, 6, 13, 1]"
0.6,109.0,10,"[6, 6, 6, 6]",0.5917517095361369,"repeat(if_then_else(if_then_else(addOneAll(sub([6], [6])), div(addOneAll([13]), addOneAll([13])), if_then_else(repeat([9]), div([4], [4]), repeat([1]), sub([4], [13])), concatenate(sub([4], [7]), sub([1], [11]))), addOneAll(sub(concatenate([6], [11]), concatenate([13], [5]))), div(if_then_else(concatenate([10], [6]), div([11], [12]), addOneAll([5]), addOneAll([7])), repeat(mul([4], [12]))), subOneAll(div(subOneAll([5]), if_then_else([10], [2], [2], [9])))))","[2, 11, 4, 10, 6, 1, 2, 11, 4, 10, 6, 1]"
0.7,109.0,6,"[6, 6, 6, 6]",1.0,"concatenate(concatenate(repeat(repeat([11])), if_then_else(sub([6], [2]), if_then_else([4], [6], [10], [5]), addOneAll([4]), sub([8], [11]))), sub(sub(concatenate([4], [7]), repeat([3])), concatenate(addOneAll([6]), sub(div(add(repeat(mul(concatenate(sub(sub(repeat([11]), mul([2], [11])), div(mul([5], [10]), sub([12], [4]))), repeat(div(subOneAll([5]), addOneAll([9])))), repeat(subOneAll(mul(div([2], [2]), addOneAll([7])))))), concatenate(addOneAll(div(add(addOneAll(mul([3], [12])), if_then_else(if_then_else([2], [11], [13], [11]), if_then_else([4], [6], [9], [2]), add([13], [1]), subOneAll([3]))), sub(mul(mul([11], [7]), mul([11], [1])), add(if_then_else([12], [10], [4], [10]), if_then_else([10], [2], [3], [4]))))), sub(div(repeat(repeat(mul([4], [10]))), if_then_else(subOneAll(if_then_else([2], [4], [9], [10])), sub(if_then_else([3], [5], [2], [11]), subOneAll([10])), mul(subOneAll([13]), sub([11], [13])), addOneAll(subOneAll([9])))), sub(addOneAll(add(concatenate([5], [4]), subOneAll([2]))), repeat(subOneAll(addOneAll([9]))))))), subOneAll(add(sub(add(addOneAll([4]), add([7], [13])), div(if_then_else([9], [9], [4], [11]), concatenate([10], [12]))), div(repeat(div([7], [4])), repeat(subOneAll([9])))))), [9]))))","[11, 11, 11, 11, 5, 11, 4, 12]"
0.8,109.0,9,"[6, 6, 6, 6]",1.0,"mul(repeat(mul(add(if_then_else(concatenate([4], [1]), sub([6], [11]), if_then_else([13], [13], [13], [2]), repeat([2])), sub(concatenate([12], [11]), div([6], [11]))), addOneAll(if_then_else(div([2], [10]), concatenate([10], [7]), concatenate([13], [11]), sub([11], [7]))))), mul(mul(add(repeat(div([11], [8])), div(repeat([13]), if_then_else(add(addOneAll(addOneAll(concatenate([8], [10]))), if_then_else(add(addOneAll([3]), sub([6], [3])), if_then_else(div([11], [8]), if_then_else([1], [11], [4], [2]), mul([12], [4]), addOneAll([1])), mul(add([8], [1]), repeat([9])), concatenate(add([6], [13]), add([7], [11])))), addOneAll(repeat(div(repeat([12]), if_then_else([2], [10], [11], [3])))), if_then_else(sub(repeat(if_then_else([8], [1], [3], [11])), concatenate(addOneAll([7]), repeat([9]))), subOneAll(sub(concatenate([11], [4]), addOneAll([11]))), if_then_else(sub(div([2], [4]), repeat([6])), concatenate(if_then_else([6], [5], [9], [12]), mul([1], [3])), add(add([2], [2]), add([13], [13])), mul(div([3], [4]), if_then_else([6], [10], [4], [8]))), addOneAll(concatenate(mul([10], [6]), concatenate([10], [10])))), add(repeat(repeat(addOneAll([13]))), mul(repeat(repeat([1])), div(add([13], [10]), if_then_else([10], [9], [12], [5]))))))), add(subOneAll(add([13], [3])), div(concatenate([10], [4]), sub([3], [8])))), div(repeat(mul(sub([9], [13]), mul([3], [1]))), sub(mul(addOneAll([12]), add([12], [10])), repeat(if_then_else([8], [13], [7], [8]))))))","[4, 1, 13, 5, 4, 1, 13, 11]"
0.9,109.0,11,"[6, 6, 6, 6]",0.7867992836443896,"addOneAll(if_then_else(if_then_else(concatenate(div([11], [3]), if_then_else([5], [11], [9], [2])), sub(mul([5], [8]), mul([10], [9])), add(subOneAll([2]), concatenate([13], [8])), concatenate(div([6], [7]), if_then_else([10], sub(div(sub(addOneAll(div(sub(concatenate([12], [3]), repeat([3])), add(div([4], [1]), div([1], [2])))), sub(if_then_else(div(subOneAll([5]), concatenate([10], [1])), addOneAll(add([11], [13])), mul(sub([4], [9]), add([10], [2])), addOneAll(addOneAll([5]))), concatenate(concatenate(concatenate([3], [10]), if_then_else([1], [10], [13], [13])), sub(mul([13], [4]), div([6], [1]))))), sub(div(repeat(subOneAll(mul([13], [7]))), add(div(div([1], [2]), mul([5], [7])), sub(if_then_else([5], [3], [5], [13]), div([12], [7])))), sub(concatenate(repeat(add([2], [10])), if_then_else(mul([8], [6]), addOneAll([5]), mul([13], [11]), mul([11], [13]))), addOneAll(add(if_then_else([2], [13], [13], [10]), subOneAll([12])))))), mul(mul(repeat(concatenate(mul(mul([2], [10]), add([11], [6])), addOneAll(sub([7], [11])))), subOneAll(if_then_else(mul(subOneAll([7]), addOneAll([3])), add(repeat([9]), subOneAll([12])), mul(if_then_else([10], [11], [2], [10]), div([7], [13])), addOneAll(subOneAll([9]))))), mul(div(addOneAll(repeat(addOneAll([5]))), addOneAll(add(sub([7], [4]), div([12], [13])))), mul(concatenate(addOneAll(subOneAll([1])), concatenate(mul([4], [3]), addOneAll([7]))), if_then_else(addOneAll(subOneAll([11])), div(subOneAll([3]), repeat([2])), mul(concatenate([5], [1]), addOneAll([11])), addOneAll(subOneAll([5]))))))), [2], [13]))), concatenate(div(mul([1], [11]), concatenate([9], [13])), if_then_else(sub([1], [3]), if_then_else([4], [12], [1], [3]), if_then_else([6], [3], [12], [10]), if_then_else([8], [9], [3], [5]))), mul(concatenate(concatenate([4], [4]), repeat([5])), concatenate(addOneAll([8]), if_then_else([7], [7], [11], [5]))), repeat(repeat(div([10], [4])))))","[5, 6, 10, 2, 11, 3, 4, 4, 4, 4]"
