mutate,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,13.0,3,"[7, 9, 9, 7, 9]",0.16137213062246536,"sub(subOneAll(if_then_else(addOneAll(div(subOneAll([2]), add([10], [7]))), sub(sub(concatenate([6], [8]), addOneAll([7])), addOneAll(addOneAll([9]))), if_then_else(mul(div([6], [8]), subOneAll([4])), repeat(sub([5], [1])), if_then_else(repeat([10]), concatenate([12], [3]), addOneAll([8]), add([3], [5])), repeat(div([3], [2]))), concatenate(if_then_else(subOneAll([11]), repeat([5]), repeat([2]), div([1], [3])), subOneAll(addOneAll([9]))))), add(mul(addOneAll(addOneAll(add([12], [4]))), add(subOneAll(if_then_else([7], [8], [9], [9])), repeat(mul([3], [1])))), subOneAll(concatenate(mul(sub([10], [2]), if_then_else([9], [8], [5], [8])), addOneAll(add([9], [11]))))))","[1, 3, 9, 9, 7]"
0.1,11.0,10,"[7, 7, 7, 7, 7, 7]",0.3603978509331687,"div(repeat(if_then_else(sub(repeat(add([2], [5])), sub(div([11], [13]), repeat([13]))), addOneAll(add(add([1], [1]), addOneAll([2]))), mul(sub(if_then_else([4], [8], [3], [4]), addOneAll([5])), mul(concatenate([10], [3]), if_then_else([1], [5], [9], [5]))), add(add(concatenate([7], [11]), concatenate([9], [6])), mul(addOneAll([12]), if_then_else([6], [8], [3], [12]))))), div(repeat(concatenate(sub(addOneAll([2]), mul(concatenate(concatenate(addOneAll(repeat(div(add([1], [3]), addOneAll([8])))), repeat(div(sub(subOneAll([3]), sub([9], [13])), if_then_else(sub([13], [13]), addOneAll([10]), subOneAll([2]), if_then_else([13], [13], [10], [4]))))), sub(addOneAll(mul(concatenate(sub([12], [13]), add([2], [7])), repeat(repeat([2])))), if_then_else(addOneAll(add(repeat([7]), addOneAll([8]))), repeat(addOneAll(mul([5], [13]))), repeat(subOneAll(addOneAll([10]))), div(repeat(subOneAll([7])), if_then_else(mul([6], [5]), addOneAll([7]), addOneAll([3]), mul([12], [3])))))), subOneAll(subOneAll(subOneAll(mul(repeat(if_then_else([1], [7], [11], [12])), div(add([10], [13]), addOneAll([1])))))))), repeat(repeat([13])))), subOneAll(add(if_then_else(concatenate([11], sub(sub(mul(repeat(div(if_then_else([1], [6], [8], [6]), div([13], [8]))), div(repeat(subOneAll([2])), div(div([1], [4]), if_then_else([11], [10], [4], [5])))), mul(mul(mul(mul([7], [8]), subOneAll([3])), addOneAll(mul([12], [13]))), div(div(addOneAll([13]), add([11], [12])), add(sub([8], [11]), repeat([11]))))), concatenate(add(mul(sub(sub([8], [6]), repeat([11])), subOneAll(concatenate([8], [1]))), concatenate(sub(mul([3], [5]), repeat([8])), subOneAll(repeat([10])))), concatenate(mul(div(if_then_else([1], [4], [2], [9]), mul([2], [2])), add(mul([5], [4]), add([4], [5]))), concatenate(concatenate(addOneAll([11]), subOneAll([12])), sub(addOneAll([6]), sub([7], [9]))))))), div([4], [8]), mul([3], [10]), repeat([7])), div(addOneAll([3]), subOneAll([4]))))))","[8, 7, 4, 7, 8, 7, 4, 4]"
0.2,11.0,53,"[6, 7, 7, 7, 7]",0.481656055161215,"concatenate(concatenate(div(addOneAll(repeat([6])), repeat(sub(div(concatenate(if_then_else(subOneAll(div([13], [7])), mul(sub([12], [6]), sub([5], [13])), subOneAll(mul([7], [5])), repeat(if_then_else([5], [1], [3], [3]))), add(addOneAll(add(div(sub(repeat(repeat(if_then_else([7], [5], [9], [13]))), addOneAll(subOneAll(repeat([1])))), addOneAll(subOneAll(subOneAll(add([8], [7]))))), add(repeat(addOneAll(sub(div([1], [10]), if_then_else([11], [11], [8], [3])))), mul(div(mul(add([2], [12]), concatenate([9], [13])), addOneAll(subOneAll([2]))), concatenate(addOneAll(mul([11], [13])), sub(if_then_else([5], [3], [10], [12]), if_then_else([10], [2], [13], [11]))))))), subOneAll(add([5], [1])))), div(mul(subOneAll(subOneAll([5])), addOneAll(div([9], [9]))), addOneAll(sub(sub([7], [11]), addOneAll([13]))))), [13]))), if_then_else(subOneAll(subOneAll(mul(if_then_else(sub(addOneAll([2]), add([1], [10])), addOneAll(sub([5], sub(concatenate(subOneAll(subOneAll(div(concatenate([1], [2]), sub([10], [11])))), concatenate(div(sub(subOneAll([10]), concatenate([11], [3])), repeat(if_then_else([6], [3], [2], [12]))), repeat(if_then_else(div([2], [5]), sub([1], [10]), addOneAll([6]), concatenate([9], [12]))))), addOneAll(subOneAll(concatenate(concatenate(sub([2], [8]), concatenate([10], [4])), if_then_else(subOneAll([13]), add([7], [11]), subOneAll([13]), sub([7], [7])))))))), subOneAll(div([8], [11])), div(concatenate(if_then_else(concatenate(add([11], [2]), mul([2], [12])), add(add([5], [2]), addOneAll([8])), div(addOneAll([7]), add([9], [3])), sub(sub([10], [1]), concatenate([12], [11]))), addOneAll(sub(concatenate([2], [1]), repeat([11])))), addOneAll(add(addOneAll(concatenate([10], [4])), mul(sub([10], [13]), if_then_else([3], [7], [7], [10])))))), subOneAll(concatenate(concatenate([4], [1]), repeat([2])))))), sub(addOneAll([2]), subOneAll([5])), sub(add([2], [13]), add([8], [9])), div(mul([7], [13]), div([10], [6])))), concatenate(addOneAll(div(mul([6], [13]), div([13], [2]))), if_then_else(sub(div(if_then_else(addOneAll(add(repeat([11]), div([12], [2]))), addOneAll(add(subOneAll([13]), subOneAll([10]))), repeat(add(repeat([3]), div([12], [9]))), subOneAll(if_then_else(addOneAll([10]), sub([11], [12]), subOneAll([1]), add([12], [1])))), div(concatenate(subOneAll(sub([7], [6])), div(addOneAll([5]), addOneAll([7]))), addOneAll(add(add([9], [5]), mul([9], [13]))))), add(subOneAll(sub(add(addOneAll([3]), subOneAll([3])), subOneAll(concatenate([7], [2])))), subOneAll(subOneAll(mul(mul([5], [12]), div([12], [1])))))), add(subOneAll([13]), mul([13], [3])), add(if_then_else([13], [9], [12], [6]), add([7], [11])), mul(div([10], [4]), sub([9], [5])))))","[7, 8, 3, 12, 12, 2, 12, 7, 3, 6, 3, 7, 3]"
0.30000000000000004,12.0,16,"[7, 9, 9, 7, 9]",0.25579159246474925,"sub(repeat(if_then_else(repeat([9]), addOneAll([4]), add([11], [7]), addOneAll([2]))), repeat(concatenate(addOneAll([13]), subOneAll([7]))))","[9, 9, 3, 9, 9, 3]"
0.4,12.0,13,"[7, 9, 9, 7, 9]",0.32063377951324246,"repeat(concatenate(mul(subOneAll(add(mul([7], [12]), repeat([10]))), div(concatenate(div([8], [7]), div([9], [10])), add(subOneAll([10]), mul([10], [10])))), div(if_then_else(subOneAll(sub([2], [6])), div(subOneAll([6]), sub([3], [8])), addOneAll(repeat([5])), if_then_else(div([3], [12]), concatenate([11], if_then_else(mul(repeat(add(subOneAll(concatenate(addOneAll([3]), add([9], [12]))), sub(add(if_then_else([11], [1], [5], [8]), repeat([5])), if_then_else(addOneAll([2]), if_then_else([13], [11], [2], [11]), if_then_else([6], [4], [10], [5]), repeat([7]))))), addOneAll(if_then_else(subOneAll(mul(addOneAll([11]), concatenate([12], [4]))), addOneAll(addOneAll(div([3], [6]))), subOneAll(repeat(sub([7], [1]))), if_then_else(repeat(subOneAll([5])), repeat(sub([10], [4])), addOneAll(repeat([1])), subOneAll(mul([13], [1])))))), mul(if_then_else(sub(add(add(mul([13], [7]), add([6], [2])), subOneAll(addOneAll([5]))), concatenate(subOneAll(concatenate([11], [5])), subOneAll(addOneAll([6])))), if_then_else(addOneAll(concatenate(div([5], [8]), sub([12], [4]))), if_then_else(sub(sub([12], [12]), repeat([13])), subOneAll(concatenate([6], [5])), subOneAll(if_then_else([10], [1], [2], [12])), subOneAll(subOneAll([4]))), add(if_then_else(sub([6], [4]), concatenate([8], [8]), mul([9], [6]), mul([10], [10])), concatenate(concatenate([7], [7]), mul([12], [11]))), sub(subOneAll(concatenate([5], [13])), addOneAll(concatenate([9], [8])))), mul(mul(sub(concatenate([3], [4]), div([4], [11])), subOneAll(div([12], [1]))), add(mul(addOneAll([9]), addOneAll([7])), repeat(if_then_else([10], [8], [8], [8])))), add(subOneAll(concatenate(sub([11], [1]), sub([5], [3]))), mul(if_then_else(addOneAll([4]), addOneAll([1]), repeat([8]), concatenate([9], [6])), sub(mul([6], [12]), subOneAll([1]))))), div(addOneAll(addOneAll(concatenate(if_then_else([2], [7], [1], [8]), div([7], [5])))), mul(concatenate(addOneAll(add([12], [13])), div(sub([2], [11]), repeat([10]))), addOneAll(sub(mul([5], [9]), mul([8], [13])))))), concatenate(mul(mul(concatenate(sub(sub([9], [3]), repeat([3])), add(sub([13], [12]), addOneAll([2]))), mul(mul(addOneAll([5]), div([11], [9])), mul(mul([5], [1]), concatenate([2], [2])))), sub(repeat(div(sub([3], [2]), subOneAll([9]))), concatenate(add(repeat([2]), add([13], [8])), div(addOneAll([8]), concatenate([4], [8]))))), subOneAll(subOneAll(repeat(concatenate(addOneAll([11]), sub([10], [12])))))), if_then_else(add(if_then_else(mul(mul(div([7], [13]), concatenate([1], [3])), concatenate(div([9], [5]), sub([11], [8]))), add(sub(if_then_else([10], [8], [10], [13]), if_then_else([1], [6], [6], [13])), mul(addOneAll([1]), sub([12], [9]))), if_then_else(mul(mul([8], [3]), add([7], [12])), addOneAll(div([2], [6])), mul(mul([8], [5]), if_then_else([9], [9], [13], [8])), mul(if_then_else([2], [8], [4], [9]), if_then_else([11], [4], [7], [3]))), repeat(if_then_else(sub([9], [6]), mul([2], [3]), concatenate([4], [3]), sub([5], [11])))), add(sub(div(mul([5], [11]), add([2], [5])), addOneAll(if_then_else([12], [9], [5], [13]))), addOneAll(mul(subOneAll([12]), sub([12], [1]))))), repeat(sub(if_then_else(sub(mul([3], [13]), div([12], [13])), add(if_then_else([7], [5], [9], [9]), concatenate([13], [6])), repeat(sub([7], [7])), repeat(sub([8], [2]))), subOneAll(repeat(subOneAll([11]))))), add(subOneAll(concatenate(if_then_else(if_then_else([8], [6], [6], [13]), div([11], [2]), div([8], [11]), if_then_else([8], [3], [11], [5])), mul(sub([2], [13]), addOneAll([4])))), addOneAll(addOneAll(mul(add([7], [10]), sub([11], [10]))))), addOneAll(add(subOneAll(concatenate(repeat([5]), div([5], [10]))), div(concatenate(repeat([2]), sub([8], [10])), concatenate(if_then_else([1], [3], [8], [8]), addOneAll([2])))))))), mul([4], [1]), mul([8], [5]))), subOneAll(subOneAll(repeat([4]))))))","[9, 9, 1, 3, 9, 9, 1, 3]"
0.5,10.0125,54,"[7, 9, 9, 7, 9]",0.23129388521419258,"concatenate(if_then_else(subOneAll(sub(add(if_then_else(addOneAll([11]), sub([4], [12]), add([4], [10]), div([12], [13])), div(concatenate([1], [4]), addOneAll([5]))), repeat(add(subOneAll([10]), div(mul(sub(mul(if_then_else(concatenate(mul([8], [5]), subOneAll([13])), add(if_then_else([2], [5], [8], [5]), addOneAll([7])), repeat(div([5], [8])), mul(if_then_else([12], [6], [6], [4]), add([6], [5]))), div(subOneAll(sub([5], [9])), sub(div([1], [12]), sub([2], [3])))), subOneAll(div(if_then_else(repeat([8]), sub([13], [11]), subOneAll([1]), addOneAll([3])), mul(div([3], [12]), if_then_else([1], [6], [5], [2]))))), div(subOneAll(add(if_then_else(add([13], [12]), mul([11], [4]), div([2], [4]), add([2], [12])), sub(subOneAll([11]), subOneAll([1])))), div(sub(if_then_else(mul([11], [7]), concatenate([13], [10]), add([11], [8]), subOneAll([9])), subOneAll(subOneAll([12]))), concatenate(div(sub(subOneAll(concatenate(add([6], [2]), sub([1], [5]))), add(div(mul([6], [6]), if_then_else([1], [3], [12], [13])), mul(addOneAll([2]), div([2], [10])))), if_then_else(add(subOneAll(repeat([13])), mul(mul([2], [11]), addOneAll([6]))), sub(mul(add([2], [11]), repeat([6])), repeat(concatenate([3], [5]))), subOneAll(sub(concatenate([6], [8]), sub([9], [2]))), subOneAll(addOneAll(div([11], [1]))))), mul(mul([1], [2]), addOneAll([1])))))), [7]))))), div(div(sub(add(div([13], [11]), add([5], [3])), add(repeat([7]), add([9], [5]))), concatenate(sub(mul([5], [3]), subOneAll([11])), mul(mul([8], [2]), concatenate([1], [5])))), repeat(if_then_else(repeat(sub([5], [6])), concatenate(concatenate([7], [7]), div([11], [10])), subOneAll(mul([10], [2])), mul(subOneAll([9]), mul([7], [6]))))), if_then_else(div(addOneAll(addOneAll(if_then_else([3], [10], [13], [4]))), sub(repeat(repeat([2])), add(repeat(div(div(mul(concatenate(subOneAll(sub([6], [8])), mul(addOneAll([11]), mul([12], [7]))), mul(concatenate(add([3], [3]), subOneAll([6])), concatenate(div([13], [5]), add([10], [13])))), add(repeat(sub(repeat([5]), concatenate([1], [9]))), if_then_else(if_then_else(concatenate([3], [8]), add([13], [13]), add([3], [5]), div([1], [8])), sub(addOneAll([5]), concatenate([12], [11])), concatenate(concatenate([12], [11]), concatenate([6], [3])), if_then_else(add([9], [2]), mul([8], [10]), repeat([7]), div([3], [3]))))), mul(repeat(if_then_else(div(concatenate([2], [6]), sub([7], [8])), if_then_else(subOneAll([12]), if_then_else([13], [6], [7], [7]), mul([10], [1]), if_then_else([3], [13], [6], [8])), sub(add([1], [1]), concatenate([12], [13])), add(div([9], [8]), mul([13], [2])))), subOneAll(mul(if_then_else(sub([2], [10]), addOneAll([13]), add([1], [9]), add([12], [4])), repeat(if_then_else([3], [1], [7], [2]))))))), mul([4], [2])))), add(if_then_else(concatenate(addOneAll([2]), div([3], [8])), subOneAll(addOneAll([1])), repeat(repeat([1])), addOneAll(div([10], [5]))), subOneAll(sub(add([5], [3]), div([5], [13])))), subOneAll(add(if_then_else(if_then_else([5], [9], [10], [5]), if_then_else([8], [1], [12], [12]), if_then_else([12], [4], [12], [5]), mul([4], [13])), if_then_else(sub([10], [9]), if_then_else([11], [11], [8], [3]), addOneAll([2]), concatenate([2], [9])))), concatenate(concatenate(concatenate(repeat([4]), subOneAll([10])), repeat(concatenate([11], [1]))), concatenate(div(concatenate([3], [7]), sub([7], [10])), div(repeat([11]), sub([8], [9]))))), div(div(repeat(concatenate(if_then_else([3], [5], [7], [2]), addOneAll([8]))), repeat(if_then_else(if_then_else([1], [3], [9], [2]), if_then_else([7], [9], [8], [1]), sub([1], [10]), repeat([10])))), add(concatenate(div(subOneAll(subOneAll(mul(add(mul(concatenate([5], [10]), add([6], [10])), subOneAll(concatenate([2], [13]))), subOneAll(subOneAll(mul([2], [6])))))), mul([3], [2])), concatenate(subOneAll([13]), subOneAll([6]))), sub(addOneAll(repeat([11])), addOneAll(if_then_else([1], [6], [7], [6])))))), addOneAll(repeat(sub(addOneAll(mul([6], [2])), if_then_else(sub([3], [10]), concatenate([5], [2]), repeat([13]), subOneAll([2]))))))","[11, 4, 3, 7, 9, 3, 7, 4, 9, 9]"
0.6000000000000001,11.0,21,"[7, 7, 7, 7, 7, 7]",0.3675444679663241,"repeat(if_then_else(if_then_else(sub(if_then_else([7], [5], [11], add(add(addOneAll(add(sub(add(subOneAll([9]), repeat([12])), concatenate(addOneAll([9]), mul([8], [11]))), repeat(concatenate(repeat([8]), div([2], concatenate(subOneAll(repeat(sub(concatenate([13], [13]), addOneAll([8])))), div(if_then_else(concatenate(repeat([8]), subOneAll([8])), div(if_then_else([8], [1], [3], [10]), div([12], [8])), subOneAll(div([3], [8])), if_then_else(add([8], [11]), mul([7], [8]), concatenate([6], [3]), mul([13], [7]))), sub(div(sub([2], [10]), mul([7], [8])), concatenate(if_then_else([1], [10], [6], [4]), if_then_else([2], [12], [11], [3])))))))))), sub(concatenate(mul(repeat(subOneAll([8])), sub(concatenate([8], [11]), sub([6], [1]))), concatenate(subOneAll(if_then_else([3], [4], [8], [9])), div(subOneAll(sub(add(concatenate(repeat(repeat(mul([2], [6]))), repeat(add(subOneAll([8]), mul([2], [6])))), addOneAll(addOneAll(if_then_else(mul([11], [1]), sub([6], [9]), repeat([9]), if_then_else([5], [8], [9], [7]))))), addOneAll(subOneAll(add(add(concatenate([11], [9]), div([8], [4])), mul(addOneAll([1]), div([4], [3]))))))), concatenate([13], [13])))), addOneAll(add(add(mul([11], [1]), if_then_else([3], [12], [1], [8])), addOneAll(concatenate([11], [13])))))), add(concatenate(repeat(if_then_else(repeat(concatenate([7], [12])), repeat(add([11], [2])), sub(subOneAll([5]), if_then_else([8], [3], [5], [2])), sub(repeat([8]), mul([9], [10])))), div(concatenate(add(add([6], [5]), add([4], [4])), sub(div([10], [7]), mul([6], [8]))), subOneAll(addOneAll(sub([5], [5]))))), concatenate(mul(mul(div(mul([10], [3]), concatenate([8], [7])), subOneAll(if_then_else([11], [5], [5], [3]))), repeat(add(sub([5], [4]), div([11], [8])))), subOneAll(concatenate(mul(div([1], [2]), concatenate([9], [12])), concatenate(mul([5], [11]), repeat([11])))))))), if_then_else([9], [10], [4], [1])), if_then_else(addOneAll([10]), addOneAll(concatenate(addOneAll(repeat(addOneAll(repeat(subOneAll(sub([5], [8])))))), subOneAll(addOneAll(if_then_else(div(repeat(subOneAll([7])), repeat(repeat([11]))), sub(div(concatenate([6], [3]), subOneAll([12])), if_then_else(repeat([7]), repeat([9]), concatenate([7], [3]), concatenate([13], [12]))), add(add(repeat([9]), add([13], [11])), div(repeat([6]), div([13], [6]))), subOneAll(concatenate(div([11], [12]), repeat([11])))))))), add([13], [8]), concatenate([4], [3])), if_then_else(subOneAll([5]), if_then_else([11], [1], [7], [7]), div([7], [6]), concatenate([9], [8])), add(addOneAll([6]), repeat([13]))), concatenate(if_then_else(repeat(concatenate(repeat(concatenate(repeat([9]), mul([2], [4]))), addOneAll(mul(if_then_else([2], [1], [5], [13]), div([9], [12]))))), div(add(repeat(subOneAll(if_then_else([10], [10], [10], [13]))), sub(mul(sub([1], [4]), addOneAll([2])), div(concatenate([11], [9]), concatenate([11], [3])))), repeat(repeat(sub(repeat([4]), repeat([9]))))), addOneAll(div(sub(mul(div([1], [3]), subOneAll([2])), mul(repeat([8]), addOneAll([11]))), repeat(concatenate(div([6], [2]), repeat([2]))))), add(if_then_else(repeat(addOneAll(if_then_else([12], [8], [8], [10]))), repeat(addOneAll(if_then_else([8], [5], [7], [1]))), concatenate(sub(if_then_else([8], [1], [11], [4]), div([4], [1])), if_then_else(if_then_else([2], [7], [9], [5]), subOneAll([5]), sub([5], [7]), repeat([4]))), addOneAll(sub(subOneAll([1]), concatenate([11], [12])))), repeat(repeat(addOneAll(mul([10], [8])))))), sub(div(div(addOneAll(div(addOneAll([6]), div([13], [4]))), add(add(if_then_else([9], [4], [10], [9]), mul([10], [9])), if_then_else(if_then_else([13], [13], [1], [6]), addOneAll([11]), sub([10], [1]), concatenate([8], [1])))), sub(mul(subOneAll(mul(if_then_else(addOneAll([6]), if_then_else([10], [4], [4], [5]), if_then_else([2], [12], [10], [1]), add([7], [12])), repeat(concatenate([3], [4])))), add(if_then_else(div(subOneAll([7]), subOneAll([10])), addOneAll(subOneAll([11])), if_then_else(repeat([7]), div([7], [9]), mul([5], [9]), mul([12], [9])), concatenate(subOneAll([11]), repeat([4]))), if_then_else(addOneAll(mul([6], [2])), mul(div([1], [1]), subOneAll([1])), sub(sub([9], [6]), sub(if_then_else(div(if_then_else(subOneAll(if_then_else([5], [9], [4], [9])), sub(subOneAll([1]), subOneAll([5])), mul(div([9], [12]), subOneAll([12])), add(div([10], [11]), sub([11], [1]))), div(mul(if_then_else([4], [8], [3], [5]), concatenate([7], [9])), add(div([5], [6]), add([2], [7])))), repeat(addOneAll(addOneAll(repeat([8])))), repeat(div(concatenate(add([2], [12]), addOneAll([2])), subOneAll(add([3], [2])))), concatenate(if_then_else(sub(subOneAll([9]), repeat([8])), concatenate(concatenate([7], [11]), repeat([6])), repeat(sub([4], [9])), add(subOneAll([11]), repeat([4]))), repeat(div(addOneAll([1]), subOneAll([4]))))), [7])), sub(sub([1], [1]), div([13], [3]))))), sub(addOneAll(if_then_else([2], [11], [3], [7])), add(add([9], [7]), concatenate([10], [3]))))), add(div(add(subOneAll(subOneAll([1])), div(concatenate([7], [7]), repeat([10]))), mul(div(mul([12], [4]), div([1], [11])), sub(addOneAll([10]), concatenate([12], [1])))), sub(subOneAll(div(concatenate([13], [9]), sub([6], [1]))), add(subOneAll(add([4], [11])), addOneAll(repeat([11]))))))), add(addOneAll(div(addOneAll(repeat([8])), sub(addOneAll([12]), mul([11], [9])))), add(add(repeat(concatenate([3], [7])), div(sub([9], [5]), concatenate([5], [5]))), if_then_else(add(sub([1], [9]), mul([1], [10])), if_then_else(div([11], [6]), concatenate([10], [3]), sub([13], [13]), add([13], [4])), addOneAll(repeat([9])), div(add([13], [9]), addOneAll([6]))))), mul(add(subOneAll([2]), div([12], [9])), add(add([2], [10]), concatenate([13], [9])))))","[7, 4, 4, 2, 10, 7, 7, 4, 4, 2, 10, 7]"
0.7000000000000001,10.0,17,"[7, 7, 7, 7, 7, 7, 7]",0.2928932188134524,"repeat(repeat(mul(add(repeat([7]), mul([5], [4])), add(repeat(subOneAll(mul(div(sub([12], [9]), if_then_else([6], [9], [11], [6])), div(div([2], [4]), sub([4], [3]))))), if_then_else(mul(addOneAll(mul(div([7], [1]), add([12], [7]))), div(subOneAll(add([8], [10])), sub(concatenate([1], [2]), concatenate([12], [9])))), concatenate(concatenate(repeat(div(div(if_then_else([9], [7], [3], [12]), concatenate([11], [6])), addOneAll(if_then_else([13], [4], [6], [2])))), subOneAll(repeat(add(subOneAll([6]), div([2], [5]))))), div(div(mul(addOneAll(mul([13], [4])), subOneAll(concatenate([12], [3]))), sub(repeat(subOneAll([13])), add(if_then_else([9], [4], [8], [10]), sub([7], [10])))), div(subOneAll(if_then_else(concatenate([2], [3]), div([11], [7]), addOneAll([9]), div([5], [5]))), concatenate(mul(add([10], [9]), concatenate([13], [11])), if_then_else(subOneAll([12]), subOneAll([1]), repeat([7]), mul([4], [10])))))), repeat(add(repeat(add([3], [9])), addOneAll(subOneAll([8])))), div(if_then_else(sub(add([11], [10]), sub([8], [12])), sub(addOneAll([8]), addOneAll([4])), addOneAll(div([5], [11])), sub(sub([8], [5]), subOneAll([10]))), mul(addOneAll(subOneAll([6])), sub(if_then_else([13], [10], [12], [9]), div([1], [9])))))))))","[7, 4, 7, 4, 7, 4, 7, 4]"
0.8,10.0,7,"[7, 6, 7, 7, 9]",0.2864939319873242,"if_then_else(concatenate(div(div(repeat(addOneAll([6])), add(subOneAll([12]), if_then_else([13], [1], [9], [9]))), div(add(if_then_else([10], [10], [11], [11]), concatenate([4], [11])), div(repeat([7]), addOneAll([11])))), if_then_else(repeat(if_then_else(sub([8], [2]), subOneAll([11]), mul([7], [4]), sub([4], [3]))), addOneAll(subOneAll(concatenate([7], [3]))), if_then_else(mul(subOneAll(addOneAll(add(if_then_else(sub(mul([2], [4]), repeat([4])), repeat(repeat([6])), add(div([10], [7]), div([11], [12])), subOneAll(div([4], [1]))), repeat(addOneAll(addOneAll([1])))))), add(addOneAll(add(div(concatenate(mul([12], [11]), concatenate([11], [7])), add(div([13], [2]), if_then_else([9], [5], [5], [8]))), repeat(addOneAll(repeat([11]))))), add(mul(add(repeat(repeat([9])), sub(if_then_else([3], [13], [7], [9]), subOneAll([2]))), mul(sub(repeat([12]), mul([1], [2])), add(add([5], [3]), if_then_else([11], [11], [8], [10])))), subOneAll(repeat(add(if_then_else([12], [3], [13], [5]), addOneAll([2]))))))), div(if_then_else([6], [10], [10], [5]), addOneAll([7])), addOneAll(add([13], [7])), addOneAll(repeat([2]))), if_then_else(add(subOneAll([2]), repeat([11])), add(concatenate([7], [9]), if_then_else([8], [12], [12], [2])), sub(if_then_else([4], [1], [1], [3]), div([8], [12])), add(if_then_else([10], [10], [2], [9]), repeat([13]))))), div(if_then_else(add(div(add([12], [12]), mul([1], [11])), if_then_else(concatenate([12], [5]), mul([3], [7]), add([2], [5]), addOneAll([8]))), repeat(mul(sub([9], [11]), div([8], [6]))), sub(repeat(addOneAll([6])), mul(concatenate([11], [11]), repeat([3]))), div(add(addOneAll([1]), sub([2], [9])), add(mul([13], [3]), sub([8], [1])))), div(mul(add(div([4], [1]), addOneAll([9])), if_then_else(addOneAll([12]), concatenate([4], [2]), mul([6], [12]), add([5], [6]))), if_then_else(repeat(if_then_else([6], [3], [3], [3])), mul(sub([3], [13]), subOneAll([1])), add(addOneAll([5]), mul([13], [7])), addOneAll(concatenate([7], [9]))))), sub(repeat(addOneAll(div(mul([7], [1]), if_then_else([7], [6], [13], [4])))), subOneAll(addOneAll(sub(addOneAll([7]), subOneAll([9]))))), add(div(subOneAll(add(add([7], [3]), sub([2], [4]))), div(addOneAll(repeat([11])), subOneAll(add([12], [2])))), if_then_else(if_then_else(concatenate(concatenate([7], [6]), sub([3], [7])), concatenate(repeat([12]), sub([5], [4])), subOneAll(mul([5], [13])), sub(subOneAll([6]), if_then_else([6], [1], [2], [12]))), div(subOneAll(concatenate([2], [10])), repeat(subOneAll([5]))), add(div(repeat([11]), addOneAll([4])), repeat(mul([6], [6]))), if_then_else(if_then_else(mul([11], [7]), div([1], [2]), sub([12], [5]), div([8], [2])), mul(repeat([9]), add([2], [1])), add(repeat([8]), repeat([2])), add(addOneAll([12]), div([9], [11]))))))","[7, 1, 7, 3, 7, 3, 6, 7, 3, 3, 9]"
0.9,11.0,17,"[6, 7, 7, 7, 7]",0.48550424457247343,"addOneAll(concatenate(repeat(div(sub(if_then_else([12], [1], [4], [10]), if_then_else([1], [2], [7], [2])), repeat(if_then_else([9], [6], [10], [13])))), if_then_else(if_then_else(sub(concatenate([6], [13]), concatenate([9], [10])), repeat(if_then_else([7], [5], [2], [6])), div(add([3], [7]), if_then_else([2], [5], [8], [3])), if_then_else(concatenate([12], [7]), addOneAll([8]), repeat([11]), subOneAll([1]))), div(sub(repeat([8]), if_then_else([5], [13], [8], [13])), if_then_else(subOneAll([5]), addOneAll([11]), if_then_else([8], [10], [1], [12]), mul([8], [1]))), div(addOneAll(add([10], repeat(subOneAll(div(subOneAll(addOneAll(concatenate([5], [12]))), subOneAll(div(div([10], [7]), add([9], [10])))))))), if_then_else(add([1], [1]), concatenate(add(subOneAll(mul(if_then_else(repeat(div([2], [9])), subOneAll(add([9], [13])), sub(repeat([9]), subOneAll([8])), repeat(if_then_else([12], [9], [10], [3]))), sub(repeat(repeat([10])), add(mul([7], [10]), if_then_else([3], [7], [3], [3]))))), subOneAll(subOneAll(concatenate(add(repeat([7]), mul([12], [12])), subOneAll(div([11], [3])))))), [8]), concatenate([13], [7]), subOneAll([3]))), addOneAll(sub(addOneAll([9]), addOneAll([6]))))))","[13, 3, 13, 3, 7, 6, 7, 3]"
