gen,nevals,avg,min,max
0,80,741.15,13.0,1000.0
1,58,174.0375,12.0,1000.0
2,67,75.1375,12.0,1000.0
3,54,62.4875,12.0,1000.0
4,70,161.1375,12.0,1000.0
5,63,211.05,12.0,1000.0
6,63,111.5375,12.0,1000.0
7,74,210.1625,12.0,1000.0
8,68,172.95,12.0,1000.0
9,57,98.925,12.0,1000.0
10,57,86.4625,12.0,1000.0
11,64,74.0125,12.0,1000.0
12,58,24.7875,11.0,1000.0
13,65,49.375,11.0,1000.0
14,64,37.225,11.0,1000.0
15,64,99.3875,11.0,1000.0
16,64,98.7125,11.0,1000.0
17,62,36.5625,11.0,1000.0
18,60,61.3125,11.0,1000.0
19,65,61.5,11.0,1000.0
20,65,36.2875,11.0,1000.0
21,55,48.7,11.0,1000.0
22,72,36.3,11.0,1000.0
23,73,48.825,11.0,1000.0
24,57,36.9125,11.0,1000.0
25,63,36.125,10.0,1000.0
26,71,11.6875,10.0,31.0
27,58,35.8875,10.0,1000.0
28,69,35.975,10.0,1000.0
29,70,47.8375,10.0,1000.0
30,68,59.95,10.0,1000.0
31,65,35.25,10.0,1000.0
32,68,22.525,10.0,1000.0
33,74,34.95,10.0,1000.0
34,68,47.6,10.0,1000.0
35,64,35.1,10.0,1000.0
36,63,10.275,10.0,14.0
37,58,10.1,10.0,13.0
38,66,35.3375,10.0,1000.0
39,54,10.1125,10.0,13.0
40,72,10.4,10.0,29.0
41,58,22.6125,10.0,1000.0
42,62,22.4625,10.0,1000.0
43,68,10.0875,10.0,12.0
44,70,10.0625,10.0,12.0
45,61,34.85,10.0,1000.0
46,66,10.3625,10.0,24.0
47,67,10.1125,10.0,13.0
48,69,22.4875,9.0,1000.0
49,64,10.1125,9.0,13.0
50,63,35.1125,9.0,1000.0
51,62,35.2625,9.0,1000.0
52,68,34.8,9.0,1000.0
53,67,72.3625,9.0,1000.0
54,67,47.3625,9.0,1000.0
55,65,34.9,9.0,1000.0
56,62,96.4625,9.0,1000.0
57,70,34.475,9.0,1000.0
58,66,34.3375,9.0,1000.0
59,59,46.8125,9.0,1000.0
60,73,46.6,9.0,1000.0
,,,,
gen,nevals,avg,min,max
0,81,719.9382716049382,10.0,1000.0
1,62,98.50617283950618,10.0,1000.0
2,62,73.09876543209876,10.0,1000.0
3,67,72.46913580246914,10.0,1000.0
4,60,47.2962962962963,10.0,1000.0
5,67,108.77777777777777,10.0,1000.0
6,62,47.32098765432099,10.0,1000.0
7,67,47.888888888888886,10.0,1000.0
8,72,96.70370370370371,10.0,1000.0
9,62,71.71604938271605,10.0,1000.0
10,60,35.629629629629626,10.0,1000.0
11,56,22.77777777777778,10.0,1000.0
12,63,34.876543209876544,10.0,1000.0
13,69,23.382716049382715,10.0,1000.0
14,69,35.25925925925926,10.0,1000.0
15,66,47.48148148148148,10.0,1000.0
16,59,46.876543209876544,10.0,1000.0
17,73,59.34567901234568,10.0,1000.0
18,62,10.54320987654321,10.0,18.0
19,66,22.37037037037037,10.0,1000.0
20,72,34.60493827160494,10.0,1000.0
21,67,10.098765432098766,10.0,14.0
22,57,10.160493827160494,10.0,14.0
23,69,34.901234567901234,10.0,1000.0
24,70,34.79012345679013,10.0,1000.0
25,58,10.08641975308642,10.0,14.0
