mutate,Avg_max_fit,Gen,Dataset,CosDist,Hof
mutate,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,91.6,3,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.35831105208025216,"if_then_else(sub(div(addOneAll(addOneAll([7])), repeat(addOneAll([1]))), subOneAll(div(subOneAll([7]), addOneAll([9])))), concatenate(add(div(concatenate([8], [5]), mul([1], [3])), repeat(repeat([12]))), repeat(div(if_then_else([1], [5], [4], [7]), sub([9], [5])))), if_then_else(concatenate(sub(addOneAll([4]), addOneAll([13])), repeat(subOneAll([7]))), add(subOneAll(add([11], [3])), repeat(subOneAll([12]))), repeat(div(add([13], [3]), add([13], [3]))), div(sub(div([6], [12]), div([9], [1])), addOneAll(addOneAll([7])))), subOneAll(div(repeat(add([3], [6])), mul(if_then_else([3], [1], [5], [11]), add([9], [9])))))","[6, 5, 6, 6, 2, 2]"
0.1,91.6375,2,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.39322012378308224,"if_then_else(div(concatenate(add([11], [5]), concatenate([2], [13])), subOneAll(sub([5], [5]))), if_then_else(concatenate(sub([3], [1]), if_then_else([6], [6], [11], [2])), div(concatenate([2], [7]), repeat([5])), repeat(mul([1], [9])), concatenate(mul([7], [10]), repeat([4]))), addOneAll(if_then_else(concatenate([12], [5]), mul([4], [2]), addOneAll([4]), if_then_else([3], [8], [7], [11]))), if_then_else(addOneAll(concatenate([6], [6])), addOneAll(addOneAll([2])), repeat(add([1], [12])), div(repeat(repeat(if_then_else(repeat(subOneAll(add([5], [10]))), addOneAll(mul(concatenate([5], [4]), mul([6], [9]))), sub(subOneAll(mul([6], [11])), mul(sub([7], [3]), addOneAll([11]))), add(concatenate(add([9], [12]), add([5], [10])), mul(addOneAll([10]), repeat([8])))))), add([5], [6]))))","[4, 2, 2, 13, 6, 6]"
0.2,92.09375,7,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.3209002498982677,"sub(repeat(repeat(repeat(sub([10], [5])))), addOneAll(addOneAll(repeat(addOneAll(mul(sub(add(sub(subOneAll(add([8], [10])), div(div([1], [7]), mul([5], [1]))), mul(add(if_then_else([3], [1], [5], [8]), repeat([2])), mul(concatenate([6], [13]), add([5], [12])))), sub(repeat(addOneAll(repeat([7]))), mul(concatenate(if_then_else([7], [11], [7], [7]), add([6], [4])), subOneAll(mul([3], [10]))))), sub(sub(concatenate(repeat(concatenate([13], [5])), mul(add([12], [12]), repeat([8]))), subOneAll(sub(if_then_else([10], [10], [11], [11]), subOneAll([11])))), mul(mul(div(repeat([12]), concatenate([12], [5])), addOneAll(subOneAll([2]))), mul(addOneAll(div([7], [9])), mul(sub([11], [11]), if_then_else([5], sub(mul(add(div(addOneAll(add(subOneAll([3]), div([6], [13]))), mul(sub(subOneAll([10]), repeat([7])), add(repeat([7]), add([1], [7])))), concatenate(sub(mul(if_then_else([9], [13], [11], [7]), add([11], [7])), addOneAll(subOneAll([11]))), repeat(sub(addOneAll([4]), div([6], [6]))))), add(sub(sub(add(subOneAll([6]), sub([3], [11])), repeat(repeat([1]))), sub(if_then_else(subOneAll([12]), subOneAll([4]), add([1], [4]), subOneAll([3])), concatenate(repeat([1]), repeat([12])))), sub(if_then_else(repeat(subOneAll([3])), addOneAll(subOneAll([13])), addOneAll(sub([9], [1])), subOneAll(sub([1], [2]))), mul(add(addOneAll([3]), subOneAll([3])), div(addOneAll([6]), div([1], [12])))))), concatenate(sub(subOneAll(sub(sub(div([2], [11]), subOneAll([8])), sub(subOneAll([13]), sub([10], [4])))), sub(if_then_else(concatenate(sub([7], [9]), concatenate([10], [13])), sub(add([7], [8]), concatenate([12], [2])), div(add([8], [1]), div([1], [13])), mul(div([10], [2]), add([7], [7]))), addOneAll(sub(add([2], [10]), add([6], [2]))))), add(sub(subOneAll(sub(add([7], [1]), div([8], [1]))), subOneAll(repeat(add([3], [1])))), add(add(concatenate(addOneAll([8]), sub([3], [2])), sub(subOneAll([3]), add([3], [12]))), concatenate(add(concatenate([4], [10]), div([5], [8])), subOneAll(concatenate([1], [7]))))))), [8], [7])))))))))))","[6, 6, 6, 6, 6, 6, 6, 3]"
0.30000000000000004,91.625,4,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.1999053086343373,"if_then_else(concatenate(div(concatenate([11], [8]), addOneAll([2])), repeat(subOneAll([7]))), subOneAll(concatenate(sub([6], [7]), sub([12], [11]))), addOneAll(mul(subOneAll(sub(subOneAll(subOneAll(mul(addOneAll(addOneAll(if_then_else([10], [10], [12], [10]))), subOneAll(subOneAll(div([11], [10])))))), addOneAll(concatenate(concatenate(concatenate(subOneAll(concatenate([10], [2])), repeat(div([11], [7]))), add(if_then_else(sub([2], sub(repeat(mul(div(concatenate(div([13], [8]), mul([10], [3])), repeat(addOneAll([2]))), sub(add(subOneAll([12]), add([2], [7])), mul(add([11], [1]), repeat([5]))))), concatenate(concatenate(concatenate(add(div([4], [5]), sub([4], [6])), mul(addOneAll([10]), sub([4], [10]))), repeat(subOneAll(if_then_else([10], [13], [1], [13])))), mul(repeat(repeat(addOneAll([5]))), mul(repeat(sub([5], [12])), sub(concatenate([4], [8]), mul([12], [11]))))))), div([13], [5]), sub([10], [9]), repeat([3])), add(if_then_else([9], [11], [4], [4]), sub([10], [4])))), repeat(repeat(concatenate(subOneAll([10]), add([5], [11])))))))), subOneAll(repeat(repeat(subOneAll(mul(mul([12], [4]), concatenate([12], [10])))))))), mul(concatenate(addOneAll([12]), mul([11], [6])), repeat(subOneAll([1]))))","[11, 3, 6, 6, 10, 6]"
0.4,91.5,4,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.08330150297178884,"concatenate(repeat(sub(addOneAll(repeat(add([4], subOneAll(concatenate(concatenate(addOneAll(mul(concatenate([13], [4]), div([6], [4]))), mul(if_then_else(add([13], [5]), repeat([6]), repeat([7]), addOneAll([3])), div(concatenate([2], [3]), mul([6], [11])))), concatenate(repeat(add(repeat([11]), sub([1], [5]))), mul(concatenate(add(concatenate(sub(mul(mul(addOneAll([12]), add([11], [7])), if_then_else(div([7], [10]), div([10], [5]), addOneAll([12]), mul([7], [10]))), sub(addOneAll(if_then_else([10], [11], [7], [9])), mul(mul([10], [3]), if_then_else([1], [10], [10], [4])))), concatenate(concatenate(if_then_else(mul([4], [3]), div([9], [9]), subOneAll([12]), if_then_else([3], [5], [11], [2])), mul(repeat([6]), div([5], [13]))), mul(concatenate(repeat([7]), mul([9], [13])), concatenate(mul([7], [7]), concatenate([6], [3]))))), add(if_then_else(addOneAll(repeat(if_then_else([12], [11], [6], [11]))), repeat(addOneAll(if_then_else([3], [12], [12], [7]))), repeat(concatenate(if_then_else(subOneAll(addOneAll(mul(mul(addOneAll(add([7], [4])), sub(sub([11], [13]), addOneAll([13]))), addOneAll(concatenate(concatenate([11], [5]), concatenate([4], [13])))))), [7], [4], [1]), repeat([4]))), div(sub(div([10], [5]), addOneAll(div(concatenate(mul(concatenate(concatenate(subOneAll(if_then_else([8], [12], [1], [9])), mul(sub([5], [9]), concatenate([7], [5]))), addOneAll(concatenate(concatenate([3], [4]), addOneAll([7])))), add(concatenate(concatenate(div([13], [5]), div([3], [12])), subOneAll(repeat([7]))), sub(mul(div([2], [13]), concatenate([11], [9])), mul(sub([10], [5]), add([8], [7]))))), subOneAll(repeat(mul(addOneAll(addOneAll([10])), mul(concatenate([1], [5]), concatenate([11], [7])))))), addOneAll(repeat(mul(if_then_else(if_then_else(concatenate([2], [9]), div([8], [9]), addOneAll([11]), if_then_else([7], [6], [10], [6])), addOneAll(repeat([10])), sub(if_then_else([10], [11], [11], [3]), concatenate([11], [1])), div(sub([6], [8]), addOneAll([2]))), concatenate(mul(mul([5], [9]), sub([6], [2])), addOneAll(repeat([10]))))))))), repeat(repeat([2])))), subOneAll(sub(div(sub([2], [4]), sub([6], subOneAll(div(add(div(addOneAll(if_then_else(mul([12], [12]), add([6], [11]), div([7], [3]), concatenate([10], [9]))), if_then_else(if_then_else(sub([7], [3]), repeat([7]), repeat(if_then_else(concatenate(sub(sub(mul(concatenate([13], [3]), add([12], [13])), if_then_else(subOneAll([2]), div([13], [10]), if_then_else([8], [7], [7], concatenate(sub(repeat(addOneAll(div(add(repeat([7]), sub([4], [11])), concatenate(div([8], [13]), concatenate([6], [5]))))), addOneAll(add(addOneAll(if_then_else(concatenate([11], [1]), repeat([11]), subOneAll([3]), add([12], [1]))), concatenate(if_then_else(mul([4], [7]), sub([5], [5]), sub([10], [10]), sub([1], [2])), addOneAll(concatenate([6], [4])))))), add(subOneAll(sub(add(subOneAll(div([6], [11])), sub(subOneAll([11]), subOneAll([3]))), subOneAll(div(concatenate([5], [1]), concatenate([4], [12]))))), div(subOneAll(sub(subOneAll(add([3], [8])), add(concatenate([2], [7]), concatenate([11], [5])))), add(add(add(repeat([3]), concatenate([3], [6])), if_then_else(sub([8], [1]), div([8], [3]), sub([12], [8]), if_then_else([9], [3], [7], [4]))), add(subOneAll(concatenate([12], [13])), if_then_else(addOneAll([9]), addOneAll([8]), addOneAll([6]), mul([8], [11])))))))), add([6], [6]))), repeat(concatenate(repeat([11]), subOneAll([6])))), subOneAll(repeat(sub(sub([4], [4]), mul([3], [12]))))), subOneAll(sub(subOneAll(div(if_then_else([11], [8], [2], [4]), repeat([5]))), div(sub(addOneAll([2]), addOneAll([1])), repeat(if_then_else([4], [9], [13], [7]))))), addOneAll(if_then_else(addOneAll(sub(mul([2], [12]), concatenate([13], [8]))), div(addOneAll(concatenate([6], [4])), repeat(repeat([11]))), if_then_else(if_then_else(addOneAll(subOneAll(mul(div(div(sub([6], [9]), mul([10], [3])), subOneAll(repeat([1]))), sub(sub(sub([8], [12]), sub([2], [5])), subOneAll(sub([2], [3])))))), mul([1], [2]), if_then_else([1], [8], [7], [1]), sub([1], [1])), repeat(subOneAll([12])), repeat(sub([13], [1])), sub(if_then_else([3], [8], [1], [10]), add([13], [7]))), add(if_then_else(addOneAll([9]), concatenate([4], [13]), addOneAll([12]), add([11], [6])), addOneAll(subOneAll([3]))))), addOneAll(mul(div(if_then_else(repeat([1]), subOneAll([7]), if_then_else([3], [4], [12], [1]), div([13], [1])), subOneAll(div([8], [4]))), subOneAll(repeat(mul([4], [4]))))))), if_then_else([3], mul(subOneAll(add(repeat(subOneAll(if_then_else(if_then_else([1], [2], [6], [5]), div([2], [2]), concatenate([6], [2]), addOneAll([4])))), repeat(addOneAll(div(mul([3], [4]), repeat([11])))))), add(concatenate(repeat(subOneAll(repeat(if_then_else([2], [1], [7], [7])))), sub(subOneAll(if_then_else(subOneAll([5]), subOneAll([1]), concatenate([3], [6]), sub([10], [13]))), sub(add(concatenate([6], [2]), mul([3], [2])), addOneAll(repeat([8]))))), addOneAll(sub(mul(if_then_else(mul([6], [10]), addOneAll([12]), add([3], [4]), mul([3], [11])), repeat(div(repeat(add(if_then_else(concatenate([11], [2]), mul([13], [2]), repeat([10]), div([1], [3])), repeat(if_then_else([13], [5], [13], [2])))), repeat(repeat(concatenate(sub([3], [9]), mul([3], [5]))))))), sub(div(add([8], [10]), mul([4], [2])), mul(subOneAll([12]), mul([10], [1]))))))), [6], [8])), concatenate(if_then_else([10], [7], [6], [8]), subOneAll([6])), concatenate(concatenate([13], [13]), concatenate([4], [6])), sub(subOneAll([11]), repeat([9])))), add(repeat(repeat(mul([11], [8]))), addOneAll(sub(repeat([5]), if_then_else([10], [5], [4], [4]))))), subOneAll(if_then_else(addOneAll(concatenate(mul([2], [11]), sub([1], [13]))), div(subOneAll(sub([5], [7])), if_then_else(div([1], [6]), sub([12], [8]), subOneAll([7]), div([4], [11]))), if_then_else(add(mul([5], [2]), sub([11], [8])), subOneAll(concatenate([6], [1])), concatenate(concatenate([2], [12]), sub([8], [3])), sub(mul([7], [3]), addOneAll([12]))), concatenate(div(mul([12], [7]), if_then_else([4], [7], [13], [11])), mul(concatenate([13], [10]), concatenate([9], [12]))))))))), div(subOneAll([13]), addOneAll([10])))))), div([2], [8])), concatenate(subOneAll([2]), mul([13], [1]))))))))), mul(concatenate(div([9], [1]), div([2], [9])), repeat(div(concatenate(concatenate(subOneAll(repeat(repeat([10]))), addOneAll(repeat(subOneAll([13])))), repeat(sub(add(subOneAll([11]), sub([13], [3])), if_then_else(addOneAll([5]), if_then_else([1], [7], [5], [1]), mul([10], [13]), concatenate([4], [4]))))), addOneAll(add(div(sub(add([9], [1]), subOneAll([6])), subOneAll(mul([4], [13]))), add(addOneAll(add([9], [9])), add(subOneAll([8]), mul([4], addOneAll(subOneAll(subOneAll(if_then_else(if_then_else([5], [7], [6], [4]), concatenate([7], [13]), addOneAll([3]), subOneAll([1]))))))))))))))), addOneAll(div(add(add(repeat(sub([5], [1])), concatenate(repeat([13]), subOneAll([5]))), concatenate(if_then_else(subOneAll([10]), if_then_else([8], [9], [10], [9]), mul([8], [9]), mul([7], [6])), repeat(add([3], [4])))), subOneAll(addOneAll(subOneAll(subOneAll([4])))))))","[6, 10, 6, 10, 6, 3]"
0.5,91.9875,5,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.3845425451033364,"repeat(div(concatenate(sub([10], subOneAll(sub(sub(add(addOneAll(div([12], [2])), repeat(repeat([3]))), concatenate(mul(addOneAll([8]), addOneAll([8])), repeat(div([4], [12])))), repeat(if_then_else(sub(subOneAll([4]), concatenate([4], [8])), concatenate(mul([7], [11]), concatenate([13], [10])), mul(repeat([9]), concatenate([11], [7])), if_then_else(addOneAll([9]), if_then_else([6], [6], [13], [1]), if_then_else([12], [8], [8], [4]), subOneAll([3]))))))), if_then_else([4], [13], [5], [2])), if_then_else(div([6], [13]), div([6], [10]), concatenate([13], [5]), addOneAll([8]))))","[2, 4, 6, 2, 4, 6]"
0.6000000000000001,91.04375,9,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.15733515938218634,"div(addOneAll(add(concatenate(mul(subOneAll([11]), addOneAll(addOneAll(repeat(mul(subOneAll(add(sub([2], [7]), sub([9], [9]))), concatenate(concatenate(add([4], [8]), if_then_else([7], [9], [10], [13])), sub(concatenate([8], [6]), addOneAll([13])))))))), repeat(concatenate([9], [10]))), sub(concatenate(repeat([1]), repeat([1])), concatenate(repeat([2]), if_then_else([5], [8], [2], [1]))))), subOneAll(sub(repeat(div(mul(add(addOneAll(div([10], [3])), subOneAll(div([4], [4]))), if_then_else(repeat(concatenate([6], [6])), div(repeat([4]), repeat([9])), sub(add([4], [13]), repeat([3])), subOneAll(repeat([8])))), if_then_else(mul(if_then_else(sub([5], [5]), div([5], [6]), sub([10], [2]), addOneAll([4])), concatenate(concatenate([4], [11]), concatenate([1], [6]))), if_then_else(subOneAll(addOneAll([11])), concatenate(add([2], [5]), div([11], [6])), repeat(concatenate([12], [12])), if_then_else(mul([8], [1]), concatenate([2], [12]), mul([3], [13]), add([8], [7]))), mul(add(add([13], [2]), repeat([3])), add(sub([7], [10]), subOneAll([13]))), if_then_else(if_then_else(div([8], [4]), sub([5], [7]), sub([3], [2]), concatenate([11], [7])), concatenate(addOneAll([13]), div([4], [1])), add(mul([1], [1]), subOneAll([3])), subOneAll(repeat([6])))))), addOneAll(repeat(if_then_else([2], [2], [10], addOneAll(sub(repeat(addOneAll(subOneAll([2]))), div(repeat(subOneAll([4])), sub(concatenate([9], [10]), sub([9], [13])))))))))))","[6, 10, 11, 10, 4]"
0.7000000000000001,91.69375,3,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.3162365412421724,"concatenate(concatenate(concatenate(subOneAll(div(addOneAll(addOneAll([10])), if_then_else(div(sub(repeat(if_then_else(sub(if_then_else([6], [6], [5], [7]), addOneAll([3])), concatenate(div([13], [8]), mul([8], [8])), repeat(sub([5], [2])), add(addOneAll([11]), addOneAll([13])))), if_then_else(mul(subOneAll(repeat([4])), add(sub([5], [3]), repeat([13]))), add(repeat(div([12], [11])), repeat(add([7], [2]))), addOneAll(if_then_else(add([10], [11]), addOneAll([11]), repeat([13]), if_then_else([12], [13], [2], [4]))), concatenate(sub(add([7], [6]), sub([4], [5])), mul(add([10], [8]), concatenate([6], [1]))))), div(subOneAll(mul(mul(div([4], [11]), subOneAll([7])), addOneAll(mul([10], [4])))), concatenate(repeat(mul(sub([4], [7]), subOneAll([3]))), div(concatenate(add([7], [5]), if_then_else([5], [1], [7], [13])), sub(if_then_else([8], [13], [1], [2]), sub([12], [1])))))), add([9], [13]), repeat([4]), addOneAll([13])))), subOneAll(repeat(mul(if_then_else([4], [8], [2], [12]), concatenate([3], [10]))))), add([11], [11])), repeat(mul([8], [8])))","[2, 3, 6, 3, 6, 10, 13, 13]"
0.8,91.00625,4,"[6, 10, 6, 10, 6, 10, 6, 10, 4, 2]",0.15112531237283455,"sub(if_then_else(repeat(repeat([10])), if_then_else(add([6], [7]), if_then_else([10], [9], [5], [13]), add([1], [9]), add([12], [10])), subOneAll(addOneAll([8])), sub(if_then_else([6], [8], [7], [9]), subOneAll(div(repeat(div(repeat(concatenate(subOneAll([1]), if_then_else([7], [4], [5], [3]))), sub(repeat(addOneAll([6])), div(sub([1], [6]), if_then_else([10], [13], [8], [1]))))), if_then_else(if_then_else(concatenate(addOneAll(if_then_else([12], [7], [9], [5])), div(addOneAll([6]), subOneAll([3]))), add(repeat(div([7], [9])), sub(mul([13], [6]), sub([10], [8]))), subOneAll(add(if_then_else([8], [6], [7], [5]), addOneAll([10]))), sub(sub(mul([4], [10]), div([12], [10])), concatenate(repeat([3]), repeat([6])))), mul(addOneAll(repeat(if_then_else([10], [12], [9], [1]))), repeat(repeat(addOneAll([6])))), sub(add(subOneAll(div([7], [13])), mul(repeat([9]), div([1], [2]))), sub(mul(sub([7], [12]), addOneAll([8])), sub(if_then_else([2], [2], [8], [9]), subOneAll([9])))), sub(subOneAll(subOneAll(concatenate([6], [10]))), if_then_else(if_then_else(concatenate([9], [10]), subOneAll([3]), repeat([1]), sub([4], [10])), concatenate(if_then_else([2], [4], [11], [3]), sub([13], [1])), add(div([4], if_then_else(div(if_then_else(sub(concatenate(sub(add([3], [13]), mul([2], [9])), mul(div([8], [4]), subOneAll([4]))), addOneAll(addOneAll(div([1], [12])))), subOneAll(add(sub(add([3], [5]), add([1], [1])), mul(concatenate([5], [2]), sub([5], [1])))), concatenate(add(sub(concatenate([2], [8]), sub([13], [11])), repeat(div([9], [1]))), add(if_then_else(if_then_else([2], [3], [3], [9]), subOneAll([9]), repeat([7]), sub([3], [1])), div(div([7], [12]), addOneAll([4])))), if_then_else(concatenate(add(repeat([11]), sub([6], [10])), mul(concatenate([11], [9]), repeat([5]))), div(subOneAll(if_then_else([1], [13], [9], [6])), if_then_else(subOneAll([10]), repeat([10]), add([10], [11]), sub([1], [12]))), mul(add(sub([8], [11]), if_then_else([12], [5], [12], [13])), sub(div([11], [12]), div([6], [1]))), mul(sub(subOneAll([12]), mul([11], [10])), mul(if_then_else([12], [8], [9], [3]), concatenate([13], [2]))))), concatenate(subOneAll(div(add(add([8], [8]), sub([10], [1])), addOneAll(repeat([3])))), sub(concatenate(repeat(mul([7], [6])), add(mul([10], [13]), concatenate([7], [10]))), subOneAll(div(div([6], [11]), mul([7], [2])))))), sub(sub(concatenate(sub(if_then_else(if_then_else([4], [5], [12], [2]), mul([8], [11]), repeat([6]), subOneAll([9])), mul(repeat([7]), add([2], [2]))), sub(addOneAll(sub([2], [11])), repeat(add([11], [6])))), mul(add(repeat(sub([4], [7])), div(mul([7], [9]), sub([13], [9]))), add(if_then_else(addOneAll([10]), addOneAll([7]), concatenate([13], [1]), repeat([9])), sub(div([10], [6]), mul([3], [8]))))), addOneAll(if_then_else(div(concatenate(addOneAll([8]), div([7], [5])), if_then_else(div([6], [5]), concatenate([4], [5]), subOneAll([11]), addOneAll([12]))), div(concatenate(repeat([6]), div([13], [13])), div(div([7], [13]), if_then_else([2], [5], [9], [8]))), div(if_then_else(addOneAll([4]), sub([10], [12]), concatenate([9], [11]), div([3], [1])), mul(repeat([12]), mul([11], [5]))), concatenate(mul(if_then_else([8], [11], [13], [8]), concatenate([11], [11])), addOneAll(addOneAll([9])))))), div(if_then_else(if_then_else(div(sub(sub([6], [6]), subOneAll([13])), addOneAll(concatenate([10], [9]))), addOneAll(if_then_else(repeat([5]), concatenate([1], [11]), subOneAll([2]), repeat([12]))), repeat(repeat(if_then_else([12], [2], [4], [6]))), concatenate(add(if_then_else([8], [3], [7], [8]), div([13], [5])), concatenate(subOneAll([7]), sub([10], [11])))), sub(if_then_else(addOneAll(addOneAll([6])), subOneAll(addOneAll([5])), sub(subOneAll([7]), sub([12], [7])), addOneAll(div([3], [10]))), concatenate(addOneAll(addOneAll([1])), sub(mul([7], [1]), add([10], [9])))), sub(mul(subOneAll(div([4], [12])), div(addOneAll([1]), sub([8], [12]))), repeat(subOneAll(addOneAll([3])))), div(sub(addOneAll(concatenate([13], [7])), sub(sub([10], [6]), add([7], [9]))), div(repeat(add([4], [2])), concatenate(div([4], [1]), if_then_else([8], [12], [4], [9]))))), repeat(addOneAll(addOneAll(add(concatenate([5], [11]), mul([12], [10])))))), add(concatenate(addOneAll(sub(subOneAll(mul([12], [11])), addOneAll(if_then_else([1], [9], [8], [2])))), if_then_else(if_then_else(concatenate(concatenate([1], [8]), addOneAll([4])), repeat(add([2], [5])), mul(div([4], [12]), sub([5], [9])), add(add([2], [9]), subOneAll([7]))), add(add(add([12], [2]), addOneAll([12])), div(div([12], [13]), add([8], [12]))), subOneAll(div(div([2], [6]), div([6], [3]))), addOneAll(div(addOneAll([7]), repeat([7]))))), add(div(add(addOneAll(repeat([5])), mul(addOneAll([7]), add([3], [3]))), addOneAll(repeat(sub([4], [2])))), sub(if_then_else(sub(addOneAll([8]), if_then_else([6], [6], [10], [3])), add(if_then_else([6], [2], [10], [8]), sub([11], [8])), subOneAll(if_then_else([8], [6], [13], [9])), if_then_else(sub([9], [7]), sub([3], [6]), div([12], [9]), concatenate([6], [7]))), div(subOneAll(div([13], [4])), addOneAll(sub([7], [7])))))))), sub([7], [7])), add(repeat([10]), repeat([10]))))))))), subOneAll(if_then_else(add(div(mul(subOneAll(concatenate([8], [11])), sub(concatenate([3], [4]), addOneAll([4]))), add(subOneAll(addOneAll([9])), add(mul([5], [5]), subOneAll([12])))), add(sub(subOneAll(add([5], [13])), addOneAll(add([11], [2]))), concatenate(if_then_else(mul([6], [6]), mul([4], [9]), repeat([10]), div([6], [7])), subOneAll(mul([9], [2]))))), addOneAll(concatenate(concatenate(mul(repeat([2]), add([5], [6])), subOneAll(concatenate([10], [1]))), addOneAll(repeat(subOneAll([12]))))), sub(repeat(repeat(sub(concatenate([2], [2]), subOneAll([2])))), addOneAll(concatenate(subOneAll(mul([4], [7])), concatenate(if_then_else([3], [3], [1], [4]), concatenate([13], [12]))))), sub(add(subOneAll(div(mul([9], [5]), subOneAll([4]))), mul(add(if_then_else([1], [7], [5], [4]), mul([13], [3])), subOneAll(mul([2], [11])))), if_then_else(subOneAll(concatenate(concatenate([9], [10]), addOneAll([4]))), add(concatenate(if_then_else([6], [1], [4], [2]), mul([1], [13])), div(concatenate([8], [8]), subOneAll([9]))), add(div(addOneAll([11]), sub([9], [8])), addOneAll(sub([1], [13]))), concatenate(addOneAll(if_then_else([6], [2], [13], [7])), div(addOneAll(div(sub(add(mul([7], [8]), addOneAll([3])), if_then_else(div([3], [9]), add([5], [4]), subOneAll([6]), mul([12], [2]))), mul(addOneAll(sub([2], [6])), add(if_then_else([4], [11], [10], [4]), concatenate([3], [13]))))), subOneAll([13]))))))))","[10, 10, 10, 10, 6, 4]"
0.9,91.39375,2,"[1, 3, 6, 10, 6, 10, 6, 10, 4, 2]",0.17216264561528438,"concatenate(mul(addOneAll(addOneAll(mul(add([13], [2]), mul([11], [9])))), sub(add(subOneAll(repeat([12])), repeat(subOneAll([3]))), repeat(if_then_else(subOneAll([4]), add([3], [10]), subOneAll([11]), subOneAll([6]))))), concatenate(div(addOneAll(add(if_then_else(add([3], [11]), subOneAll([7]), subOneAll([11]), mul([11], [7])), mul(addOneAll([5]), if_then_else([13], [11], [4], [2])))), add(div(mul(subOneAll([10]), repeat([7])), if_then_else(addOneAll([1]), div([11], [5]), if_then_else([8], [4], [10], [3]), div([3], [10]))), sub(addOneAll(addOneAll([5])), div(concatenate([8], [8]), subOneAll([1]))))), mul(repeat(mul(concatenate([10], [1]), addOneAll([9]))), repeat(subOneAll(concatenate([3], add(subOneAll(subOneAll(subOneAll(mul([1], [8])))), subOneAll(mul(subOneAll(addOneAll([1])), subOneAll(div([2], [9])))))))))))","[6, 3, 2, 10, 11, 10, 10]"
