rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
190651,108.967,11,"[6, 6, 6, 6]",0.7226499018873854,"[4, 12, 6, 10, 11, 1, 10, 11, 13, 4, 12, 6, 10, 11, 1, 10, 11, 13]"
191675,108.944,36,"[6, 6, 6, 6]",0.7418011102528389,"[5, 11, 11, 11, 10, 6, 10]"
192697,108.989,45,"[6, 6, 6, 6]",1.0,"[4, 13, 4, 13, 4, 13, 4, 1, 4, 13, 4, 13, 4, 13, 4, 3]"
193896,108.989,30,"[6, 6, 6, 6]",1.0,"[13, 2, 2, 4, 13, 4, 11, 10]"
194577,109.0,46,"[6, 6, 6, 6]",0.39697731084447274,"[6, 6, 12, 11, 2, 2, 13]"
