size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,109.0,34,"[6, 6, 6, 6]",0.6984886554222364,"[6, 1, 12, 1, 12, 2, 13]"
81,108.975,43,"[6, 6, 6, 6]",0.7642977396044841,"[12, 6, 1, 1, 1, 1, 12, 6, 1, 1, 1, 1]"
82,108.976,40,"[6, 6, 6, 6]",0.8309691490542968,"[6, 1, 10, 11, 11, 10, 11, 11, 11, 4, 1]"
83,108.976,50,"[6, 6, 6, 6]",0.683772233983162,"[10, 10, 11, 2, 6, 3, 5, 13]"
84,109.0,48,"[6, 6, 6, 6]",0.6666666666666667,"[4, 5, 6, 13, 13, 12, 1]"
