cross,Max_fit,Gen,Dataset,Dist,Hof
0.0,13.0,0,"[7, 7, 7, 7, 7, 7]",0.10557280900008414,"[7, 7, 4]"
0.1,11.0,8,"[3, 4, 3, 4, 3, 4, 9, 3, 4, 3, 4, 3, 4]",0.11776915844926794,"[4, 3, 3, 6, 7, 9, 4]"
0.2,12.0,4,"[3, 4, 3, 4, 3, 4, 9, 3, 4, 3, 4, 3, 4]",0.15948948511276317,"[6, 4, 4, 9, 3]"
0.30000000000000004,13.0,0,"[3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4]",0.18350341907227385,"[3, 6, 4]"
0.4,13.0,0,"[7, 7, 7, 7, 7, 7]",0.10557280900008414,"[7, 4, 7]"
0.5,10.0,39,"[7, 7, 7, 7, 7, 7]",0.1296117202215108,"[7, 3, 7, 4, 7, 7, 4, 3, 7]"
0.6000000000000001,9.0,37,"[3, 4, 3, 4, 3, 4, 9, 3, 4, 3, 4, 3, 4]",0.2014957943904805,"[3, 7, 7, 6, 4, 4, 4, 9, 9, 3]"
0.7000000000000001,9.0,28,"[7, 7, 7, 7, 6, 7]",0.22240681407904705,"[4, 7, 7, 3, 7, 4, 7, 6, 7, 4, 4]"
