gen,nevals,avg,std,min,max
0,67,[13.88059701],[0.3242621],[13.],[14.]
1,104,[13.74626866],[0.43514566],[13.],[14.]
2,104,[13.56716418],[0.49546844],[13.],[14.]
3,104,[13.14925373],[0.3960149],[12.],[14.]
4,104,[12.97014925],[0.17017544],[12.],[13.]
5,104,[12.91044776],[0.2855392],[12.],[13.]
6,104,[12.80597015],[0.39545198],[12.],[13.]
7,104,[12.58208955],[0.49321527],[12.],[13.]
8,104,[12.23880597],[0.42635394],[12.],[13.]
9,104,[11.97014925],[0.17017544],[11.],[12.]
10,104,[11.94029851],[0.23693295],[11.],[12.]
11,104,[11.89552239],[0.30587913],[11.],[12.]
12,104,[11.7761194],[0.41684299],[11.],[12.]
13,104,[11.55223881],[0.49726362],[11.],[12.]
14,104,[11.07462687],[0.31449713],[10.],[12.]
15,104,[10.98507463],[0.1212543],[10.],[11.]
16,104,[10.97014925],[0.17017544],[10.],[11.]
17,104,[10.95522388],[0.20681204],[10.],[11.]
18,104,[10.94029851],[0.23693295],[10.],[11.]
19,104,[10.91044776],[0.2855392],[10.],[11.]
20,104,[10.7761194],[0.41684299],[10.],[11.]
21,104,[10.64179104],[0.47947398],[10.],[11.]
22,104,[10.28358209],[0.45073638],[10.],[11.]
23,104,[10.],[0.],[10.],[10.]
24,104,[10.],[0.],[10.],[10.]
25,104,[10.],[0.],[10.],[10.]
26,104,[10.],[0.],[10.],[10.]
27,104,[10.],[0.],[10.],[10.]
28,104,[10.],[0.],[10.],[10.]
29,104,[10.],[0.],[10.],[10.]
30,104,[9.98507463],[0.1212543],[9.],[10.]
31,104,[9.98507463],[0.1212543],[9.],[10.]
32,104,[9.97014925],[0.17017544],[9.],[10.]
33,104,[9.92537313],[0.26278831],[9.],[10.]
34,104,[9.89552239],[0.30587913],[9.],[10.]
35,104,[9.85074627],[0.3563384],[9.],[10.]
36,104,[9.79104478],[0.40656234],[9.],[10.]
37,104,[9.65671642],[0.47480519],[9.],[10.]
38,104,[9.40298507],[0.49049781],[9.],[10.]
