rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
47842,108.967,48,"[6, 6, 6, 6]",1.0,"[10, 3, 10, 3, 13, 13, 1]"
49111,108.989,51,"[6, 6, 6, 6]",1.0,"[12, 3, 2, 1, 11, 5, 11, 2, 10, 13, 2, 13]"
50380,108.978,29,"[6, 6, 6, 6]",0.4836022205056778,"[13, 6, 11, 13, 6, 1, 13]"
51446,108.989,65,"[6, 6, 6, 6]",0.39697731084447274,"[3, 6, 4, 13, 6, 12, 13]"
52458,108.989,5,"[6, 6, 6, 6]",0.5411685322588765,"[6, 10, 2, 1, 1, 4, 10, 6, 1]"
