size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,109.0,62,"[6, 6, 6, 6]",0.6666666666666667,"[12, 1, 2, 4, 6, 12, 10]"
81,109.0,14,"[6, 6, 6, 6]",0.7705842661294382,"[13, 13, 2, 13, 2, 2, 6]"
82,108.988,64,"[6, 6, 6, 6]",1.0,"[12, 12, 12, 12, 13, 1, 1, 12, 5]"
83,108.976,39,"[6, 6, 6, 6]",1.0,"[11, 11, 3, 11, 11, 1, 2, 11]"
84,108.976,53,"[6, 6, 6, 6]",0.818928507914963,"[6, 12, 12, 1, 2, 12, 6, 12, 12, 1, 2, 12, 12, 10, 12, 10, 12, 10, 12, 4]"
