rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
123280,106.0,30,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.2667644248932334,"[10, 6, 10, 13, 10, 6, 10, 13]"
123957,105.967,41,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.5330262147303853,"[10, 12, 11, 13, 3, 3, 1, 1, 2, 11, 5, 11, 10]"
124675,105.967,44,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.48673509742526344,"[13, 13, 1, 1, 1, 1, 10, 10]"
125396,106.0,28,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.14805724862940284,"[10, 10, 10, 5, 10, 10, 10, 5]"
126129,105.978,38,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.7821965790654839,"[10, 11, 11, 11, 4, 5, 12, 5, 3]"
