size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,105.988,36,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.4043166028187294,"[11, 12, 10, 3, 1, 12, 10]"
81,105.988,29,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.3632500486406194,"[4, 10, 2, 1, 4, 10, 2, 1, 4, 10, 2, 1, 4, 10, 2, 3]"
82,105.976,34,"[1, 9, 10, 9, 10, 9, 2]",0.8873127660361978,"[2, 12, 3, 2, 12, 3, 4, 3, 4]"
83,105.976,35,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.5126226750335059,"[2, 12, 10, 11, 1, 2, 1]"
84,106.0,46,"[1, 9, 10, 9, 10, 9, 2]",0.6348516283298893,"[6, 10, 1, 2, 2, 2, 2, 3, 2, 3]"
