cross,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,106.0,3,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.3649993649990475,"[10, 4, 10, 4, 10, 4, 10, 4, 10, 4, 10, 4, 10, 4, 10, 4]"
0.1,106.0,8,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.5022042723061356,"[5, 12, 5, 12, 1, 1, 10, 3, 10, 1]"
0.2,106.0,44,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.4611840939196753,"[3, 5, 10, 1, 3, 5, 10, 1]"
0.3,106.0,49,"[1, 9, 10, 9, 10, 9, 2]",1.0,"[4, 3, 4, 3, 3, 4, 6]"
0.4,106.0,18,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.3501635667113412,"[12, 12, 12, 12, 6, 2, 10, 1, 10, 1, 10, 10, 5, 1]"
0.5,106.0,36,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.19344086738255672,"[11, 10, 10, 1, 11, 10, 10, 1]"
0.6,105.988,29,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.3759800310414848,"[2, 3, 11, 10, 1, 11, 10, 1]"
0.7,105.95,43,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.11099911099866644,"[10, 10, 10, 10, 10, 10, 10, 4]"
0.8,106.0,31,"[1, 10, 10, 9, 10, 10, 9, 10, 2]",0.6189996189994285,"[10, 13, 13, 1, 3, 5, 10, 13, 13, 1, 3, 5]"
