rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
147539,108.989,48,"[6, 6, 6, 6]",1.0,"[2, 2, 5, 2, 5, 12, 4, 3]"
148301,108.989,47,"[6, 6, 6, 6]",1.0,"[4, 10, 2, 5, 4, 10, 2, 1, 1, 13, 1, 13, 3]"
