size,Avg_max_fit,Gen,Dataset,CosDist,Hof
80,180.975,42,"[6, 7]",0.7763932022500211,"[6, 12, 12, 12, 6, 12, 12, 12]"
81,181.0,44,"[6, 7]",0.8174258141649446,"[5, 5, 6, 10, 10, 10, 11]"
82,180.829,32,"[6, 7]",0.5000000000000001,"[6, 10, 10, 6, 10, 6, 10, 6, 10, 6]"
83,181.0,29,"[6, 7]",0.8769085090206673,"[6, 10, 11, 10, 11, 10, 11, 10, 11]"
84,166.857,48,"[7, 7, 7, 7, 7, 7]",1.0,"[12, 13, 12, 13, 12, 10, 10]"
