original,Avg_max_fit,Gen,Dataset,CosDist,Hof
0,167.767,46,"[7, 7, 7, 7, 7, 7]",1.0,"[5, 13, 12, 12, 12, 11, 5, 13, 12, 12, 12, 11]"
