rand,Avg_max_fit,Gen,Dataset,CosDist,Hof
46081,181.0,38,"[6, 7]",0.8333333333333334,"[6, 11, 11, 11, 11, 5, 6, 11, 11, 11, 11, 5]"
47531,180.833,41,"[6, 7]",0.411651594585448,"[6, 11, 6, 11, 6, 6, 11, 6, 11, 6]"
49076,180.989,43,"[7, 7, 7, 7, 7, 7]",1.0,"[13, 12, 12, 13, 13, 13, 13]"
50524,181.0,39,"[7, 7, 7, 7, 7, 7]",1.0,"[13, 13, 13, 13, 13, 13, 13, 13]"
51644,180.844,14,"[6, 7]",0.8492443277111182,"[10, 12, 10, 5, 10, 12, 10, 6]"
