cross,Avg_max_fit,Gen,Dataset,CosDist,Hof
0.0,181.0,9,"[6, 7]",0.5000000000000001,"[12, 6, 12, 6, 12, 6, 12, 6]"
0.1,181.0,40,"[7, 7, 7, 7, 7, 7]",1.0,"[13, 12, 13, 13, 13, 12, 13, 13]"
0.2,181.0,44,"[7, 7, 7, 7, 7, 7]",1.0,"[11, 11, 5, 13, 11, 11, 5, 13]"
0.3,180.975,33,"[6, 7]",0.5000000000000001,"[10, 10, 6, 6, 10, 10, 6, 6]"
0.4,180.925,41,"[6, 7]",0.7327387580875757,"[13, 12, 6, 11, 11, 13, 12, 6, 11, 11]"
0.5,166.175,45,"[7, 7, 7, 7, 7, 7]",1.0,"[13, 10, 10, 10, 10, 13, 10, 10, 10, 5]"
0.6,180.912,42,"[6, 7]",0.29289321881345254,"[6, 6, 6, 6, 6, 6, 6, 6]"
0.7,181.0,48,"[6, 7]",0.7113248654051871,"[12, 12, 11, 6, 12, 12, 11, 6]"
0.8,180.975,38,"[6, 7]",0.7113248654051871,"[11, 12, 11, 6, 11, 12, 11, 6]"
